日期,開盤,最高,最低,收盤,漲跌,漲跌%," 均價5"," 均價10"," 均價20"," 均價60"," 均價120"," 成交量"," 均量5"," 融資張數"," 均量5"," 均量10"," 融券張數"," 均量5"," 均量10"," 騰落指標"," 騰落指標"," 外資庫存"," 均量5"," 均量10"," 投信庫存"," 均量5"," 均量10"," 自營商庫存"," 均量5"," 均量10"," 法人庫存"," 均量5"," 均量10"," 未平倉量",
2012/02/22,57.20,57.90,57.00,57.40,0.00,0.00,,,,,,8124,,2400.0000,,,604.0000,,,-3709,-3709,1124589,,,31808,,,12628,,,1169025,,,0.000,
2012/02/23,57.40,59.00,57.30,58.00,0.60,1.0453,,,,,,9915,,2327.0000,,,609.0000,,,-3953,-244,1125955,,,32068,,,12683,,,1170707,,,0.000,
2012/02/24,58.20,62.00,58.00,62.00,4.00,6.8966,,,,,,30031,,1407.0000,,,853.0000,,,-4156,-203,1147552,,,32645,,,12590,,,1192787,,,0.000,
2012/02/29,62.80,63.40,61.10,61.70,-0.30,-0.4839,,,,,,18398,,1656.0000,,,682.0000,,,-3809,347,1156115,,,33496,,,12115,,,1201726,,,0.000,
2012/03/01,61.70,61.70,59.80,60.00,-1.70,-2.7553,59.8200,,,,,12092,15712,2562.0000,2070.4000,,524.0000,654.4000,,-3570,239,1159117,1142666,,33465,32697,,12679,12539,,1205261,1187902,,0.000,
2012/03/02,60.00,60.50,59.20,60.50,0.50,0.8333,60.4400,,,,,14590,17005,2822.0000,2154.8000,,443.0000,622.2000,,-3257,313,1166223,1150993,,33458,33027,,12830,12580,,1212511,1196599,,0.000,
2012/03/03,60.10,60.40,59.30,59.30,-1.20,-1.9835,60.7000,,,,,5950,16212,3235.0000,2336.4000,,416.0000,583.6000,,-3232,25,1166299,1159061,,33584,33330,,12697,12582,,1212580,1204974,,0.000,
2012/03/05,59.30,59.90,58.90,59.00,-0.30,-0.5059,60.1000,,,,,8019,11809,3206.0000,2696.2000,,389.0000,490.8000,,-3774,-542,1169255,1163402,,34025,33606,,12449,12554,,1215729,1209562,,0.000,
2012/03/06,59.50,59.50,58.30,58.50,-0.50,-0.8475,59.4600,,,,,6647,9459,3098.0000,2984.6000,,396.0000,433.6000,,-4381,-607,1171230,1166425,,34024,33711,,12418,12615,,1217672,1212751,,0.000,
2012/03/07,58.40,59.00,58.30,58.60,0.10,0.1709,59.1800,59.5000,,,,8846,8810,3154.0000,3103.0000,2586.7000,378.0000,404.4000,529.4000,-4522,-141,1175496,1169701,1156184,34645,33947,33322,12336,12546,12543,1222477,1216195,1202048,0.000,
2012/03/08,59.10,60.00,58.50,59.80,1.20,2.0478,59.0400,59.7400,,,,13461,8584,3222.0000,3183.0000,2668.9000,382.0000,392.2000,507.2000,-4041,481,1183450,1173147,1162070,35437,34343,33685,12409,12462,12521,1231297,1219952,1208275,0.000,
2012/03/09,60.40,60.40,59.30,59.50,-0.30,-0.5017,59.0800,59.8900,,,,9266,9247,3164.0000,3168.8000,2752.6000,374.0000,383.8000,483.7000,-3662,379,1187510,1177389,1168225,36276,34882,34106,12472,12417,12500,1236259,1224687,1214831,0.000,
2012/03/12,59.50,59.50,58.60,58.70,-0.80,-1.3445,59.0200,59.5600,,,,3516,8347,3353.0000,3198.2000,2947.2000,377.0000,381.4000,436.1000,-4055,-393,1188839,1181306,1172354,36352,35347,34476,12440,12415,12485,1237631,1229068,1219315,0.000,
2012/03/13,59.40,59.50,58.10,58.50,-0.20,-0.3407,59.0200,59.2400,,,,3752,7768,3307.0000,3240.0000,3112.3000,376.0000,377.4000,405.5000,-3811,244,1190282,1185116,1175771,36488,35840,34776,12454,12422,12519,1239224,1233378,1223065,0.000,
2012/03/14,59.40,59.50,58.80,59.50,1.00,1.7094,59.2000,59.1900,,,,10104,8019,3163.0000,3241.8000,3172.4000,358.0000,373.4000,388.9000,-3343,468,1197577,1189532,1179617,37698,36450,35199,12552,12466,12506,1247827,1238448,1227321,0.000,
2012/03/15,59.10,59.70,58.70,59.00,-0.50,-0.8403,59.0400,59.0400,,,,3817,6091,3447.0000,3286.8000,3234.9000,354.0000,367.8000,380.0000,-3418,-75,1198986,1192639,1182893,37827,36928,35636,12626,12509,12485,1249439,1242077,1231014,0.000,
2012/03/16,59.00,59.40,58.30,58.30,-0.70,-1.1864,58.8000,58.9400,,,,9478,6133,3467.0000,3347.4000,3258.1000,376.0000,368.2000,376.0000,-3514,-96,1203052,1195748,1186568,39576,37588,36235,12498,12514,12466,1255126,1245850,1235269,0.000,
2012/03/19,59.00,59.00,58.10,58.10,-0.20,-0.3431,58.6800,58.8500,,,,5475,6525,3690.0000,3414.8000,3306.5000,380.0000,368.8000,375.1000,-3807,-293,1202859,1198551,1189929,42100,38738,37043,12240,12474,12445,1257199,1249764,1239416,0.000,
2012/03/20,58.10,58.40,57.30,57.30,-0.80,-1.3769,58.4400,58.7300,,,,6809,7136,3767.0000,3506.8000,3373.4000,397.0000,373.0000,375.2000,-4185,-378,1204267,1201348,1193232,42698,39980,37910,12095,12402,12412,1259060,1253731,1243554,0.000,
2012/03/21,58.30,59.50,57.60,59.20,1.90,3.3159,58.3800,58.7900,59.1450,,,9322,6980,3320.0000,3538.2000,3390.0000,415.0000,384.4000,378.9000,-4323,-138,1210609,1203955,1196743,42396,40920,38685,11903,12273,12369,1264908,1257147,1247798,0.000,
2012/03/22,59.60,60.60,59.20,60.60,1.40,2.3649,58.7000,58.8700,59.3050,,,14693,9155,2577.0000,3364.2000,3325.5000,452.0000,404.0000,385.9000,-3931,392,1221959,1208549,1200594,42040,41762,39345,11805,12108,12309,1275804,1262420,1252248,0.000,
2012/03/23,60.00,60.00,58.50,59.00,-1.60,-2.6403,58.8400,58.8200,59.3550,,,7463,8752,3031.0000,3277.0000,3312.2000,408.0000,410.4000,389.3000,-3901,30,1223626,1212664,1204206,41596,42166,39877,11904,11990,12252,1277126,1266820,1256335,0.000,
