日期,開盤,最高,最低,收盤,漲跌,漲跌%," 均價5"," 均價10"," 均價20"," 均價60"," 均價120"," 成交量"," 均量5"," 融資張數"," 均量5"," 均量10"," 融券張數"," 均量5"," 均量10"," 外資庫存"," 均量5"," 均量10"," 投信庫存"," 均量5"," 均量10"," 自營商庫存"," 均量5"," 均量10"," 法人庫存"," 均量5"," 均量10"," 騰落指標"," 騰落指標"," 未平倉量",
2011/11/08,20.30,20.80,19.90,20.50,0.00,0.00,,,,,,129,,1855.0000,,,2.0000,,,9044,,,20,,,0,,,9065,,,-5069,-5069,0.000,
2011/11/09,20.20,20.30,20.00,20.15,-0.35,-1.7073,,,,,,39,,1860.0000,,,2.0000,,,9041,,,20,,,0,,,9062,,,-5322,-253,0.000,
2011/11/10,20.00,20.00,19.65,19.65,-0.50,-2.4814,,,,,,51,,1848.0000,,,2.0000,,,9058,,,20,,,0,,,9079,,,-6129,-807,0.000,
2011/11/11,19.65,19.80,19.55,19.55,-0.10,-0.5089,,,,,,17,,1838.0000,,,2.0000,,,9058,,,20,,,0,,,9079,,,-5912,217,0.000,
2011/11/14,20.00,20.30,19.90,20.20,0.65,3.3248,20.0100,,,,,29,53,1838.0000,1847.8000,,2.0000,2.0000,,9061,9053,,20,21,,0,0,,9082,9074,,-5250,662,0.000,
2011/11/15,20.20,20.40,19.75,20.40,0.20,0.9901,19.9900,,,,,90,45,1804.0000,1837.6000,,2.0000,2.0000,,9054,9055,,97,36,,0,0,,9152,9091,,-5649,-399,0.000,
2011/11/16,20.20,20.35,19.80,19.85,-0.55,-2.6961,19.9300,,,,,43,46,1815.0000,1828.6000,,2.0000,2.0000,,9047,9056,,97,51,,0,0,,9145,9108,,-6218,-569,0.000,
2011/11/17,19.60,20.10,19.50,19.95,0.10,0.5038,19.9900,,,,,78,51,1805.0000,1820.0000,,2.0000,2.0000,,9049,9054,,97,67,,0,0,,9147,9121,,-6274,-56,0.000,
2011/11/18,19.65,19.65,19.50,19.60,-0.35,-1.7544,20.0000,,,,,82,64,1805.0000,1813.4000,,2.0000,2.0000,,9050,9053,,97,82,,0,0,,9148,9135,,-6877,-603,0.000,
2011/11/21,19.40,19.40,18.85,19.00,-0.60,-3.0612,19.7600,19.8850,,,,80,74,1762.0000,1798.2000,1823.0000,2.0000,2.0000,2.0000,9062,9053,9053,97,98,59,0,0,0,9160,9150,9112,-7777,-900,0.000,
2011/11/22,19.00,19.45,18.75,18.75,-0.25,-1.3158,19.4300,19.7100,,,,10,58,1759.0000,1789.2000,1813.4000,2.0000,2.0000,2.0000,9063,9055,9055,97,98,67,0,0,0,9161,9152,9122,-8356,-579,0.000,
2011/11/23,18.75,18.75,18.10,18.45,-0.30,-1.60,19.1500,19.5400,,,,38,57,1752.0000,1776.6000,1802.6000,2.0000,2.0000,2.0000,9059,9057,9057,97,98,74,0,0,0,9157,9155,9131,-9154,-798,0.000,
2011/11/24,17.80,18.30,17.80,17.85,-0.60,-3.252,18.7300,19.3600,,,,118,65,1734.0000,1762.4000,1791.2000,0.0000,1.6000,1.8000,9062,9060,9057,97,98,82,0,0,0,9160,9157,9139,-8870,284,0.000,
2011/11/25,17.85,18.45,17.85,18.00,0.15,0.8403,18.4100,19.2050,,,,28,54,1725.0000,1746.4000,1779.9000,0.0000,1.2000,1.6000,9055,9061,9057,97,98,90,0,0,0,9153,9158,9147,-9191,-321,0.000,
2011/11/28,16.75,17.85,16.75,17.55,-0.45,-2.50,18.1200,18.9400,,,,62,51,1702.0000,1734.4000,1766.3000,0.0000,0.8000,1.4000,9063,9061,9057,97,98,98,0,0,0,9161,9158,9154,-8609,582,0.000,
2011/11/29,17.90,18.00,17.80,17.80,0.25,1.4245,17.9300,18.6800,,,,6,50,1703.0000,1723.2000,1756.2000,0.0000,0.4000,1.2000,9061,9060,9058,97,98,98,0,0,0,9159,9158,9155,-7969,640,0.000,
2011/11/30,17.90,17.95,17.50,17.85,0.05,0.2809,17.8100,18.4800,,,,23,47,1703.0000,1713.4000,1745.0000,2.0000,0.4000,1.2000,9059,9060,9059,97,98,98,0,0,0,9157,9158,9156,-8583,-614,0.000,
2011/12/01,18.00,18.95,18.00,18.90,1.05,5.8824,18.0200,18.3750,,,,64,36,1688.0000,1704.2000,1733.3000,1.0000,0.6000,1.1000,9081,9064,9062,97,98,98,0,0,0,9179,9162,9160,-7707,876,0.000,
2011/12/02,18.90,19.10,18.55,18.90,0.00,0.00,18.2000,18.3050,,,,15,34,1688.0000,1696.8000,1721.6000,2.0000,1.0000,1.1000,9086,9070,9066,97,98,98,0,0,0,9184,9168,9163,-7968,-261,0.000,
2011/12/05,18.90,19.20,18.60,19.20,0.30,1.5873,18.5300,18.3250,19.1050,,,52,32,1688.0000,1694.0000,1714.2000,3.0000,1.6000,1.2000,9087,9075,9068,97,98,98,0,0,0,9185,9173,9166,-8227,-259,0.000,
2011/12/06,18.80,19.15,18.80,19.15,-0.05,-0.2604,18.8000,18.3650,19.0375,,,4,31,1688.0000,1691.0000,1707.1000,1.0000,1.8000,1.1000,9088,9081,9071,97,98,98,0,0,0,9186,9178,9168,-8889,-662,0.000,
2011/12/07,19.15,19.45,19.05,19.45,0.30,1.5666,19.1200,18.4650,19.0025,,,40,35,1690.0000,1688.4000,1700.9000,0.0000,1.4000,0.9000,9092,9087,9074,97,98,98,1,0,0,9191,9185,9172,-8700,189,0.000,
2011/12/08,19.40,19.45,19.15,19.45,0.00,0.00,19.2300,18.6250,18.9925,,,93,40,1686.0000,1688.0000,1696.1000,0.0000,1.2000,0.9000,9095,9090,9077,97,98,98,0,0,0,9193,9188,9175,-9162,-462,0.000,
2011/12/09,19.25,19.60,19.00,19.60,0.15,0.7712,19.3700,18.7850,18.9950,,,62,50,1687.0000,1687.8000,1692.3000,2.0000,1.2000,1.1000,8893,9051,9061,97,98,98,0,0,0,8991,9149,9159,-9527,-365,0.000,
2011/12/12,19.70,19.70,19.20,19.40,-0.20,-1.0204,19.4100,18.9700,18.9550,,,32,46,1670.0000,1684.2000,1689.1000,0.0000,0.6000,1.1000,8893,9013,9044,97,98,98,0,0,0,8991,9110,9142,-9383,144,0.000,
2011/12/13,19.40,19.60,19.00,19.30,-0.10,-0.5155,19.4400,19.1200,18.9000,,,38,53,1663.0000,1679.2000,1685.1000,0.0000,0.4000,1.1000,8893,8974,9027,97,98,98,0,0,0,8991,9071,9125,-9770,-387,0.000,
2011/12/14,19.60,19.60,19.00,19.00,-0.30,-1.5544,19.3500,19.2350,18.8575,,,116,68,1664.0000,1674.0000,1681.2000,1.0000,0.6000,1.0000,8893,8934,9011,20,82,90,1,0,0,8915,9016,9101,-9421,349,0.000,
2011/12/15,18.90,19.15,18.80,19.00,0.00,0.00,19.2600,19.2450,18.8100,,,34,56,1661.0000,1669.0000,1678.5000,1.0000,0.8000,1.0000,8893,8893,8992,20,67,82,0,0,0,8914,8960,9074,-10049,-628,0.000,
2011/12/16,19.25,19.50,19.00,19.30,0.30,1.5789,19.2000,19.2850,18.7950,,,28,49,1660.0000,1663.6000,1675.7000,3.0000,1.0000,1.1000,8891,8893,8972,20,51,74,0,0,0,8912,8945,9047,-10086,-37,0.000,
2011/12/19,19.00,19.30,18.90,19.20,-0.10,-0.5181,19.1600,19.2850,18.8050,,,56,54,1654.0000,1660.4000,1672.3000,3.0000,1.6000,1.1000,8888,8892,8952,20,36,67,0,0,0,8909,8928,9019,-10919,-833,0.000,
2011/12/20,18.95,19.40,18.95,19.30,0.10,0.5208,19.1600,19.3000,18.8325,,,33,53,1645.0000,1656.8000,1668.0000,3.0000,2.2000,1.3000,8899,8893,8933,20,21,59,0,0,0,8920,8914,8993,-10724,195,0.000,
2011/12/21,19.80,20.25,19.50,19.65,0.35,1.8135,19.2900,19.3200,18.8925,,,72,44,1676.0000,1659.2000,1666.6000,3.0000,2.6000,1.6000,8893,8893,8914,20,21,51,1,0,0,8915,8914,8965,-9697,1027,0.000,
2011/12/22,19.30,19.60,19.30,19.55,-0.10,-0.5089,19.4000,19.3300,18.9775,,,26,43,1672.0000,1661.4000,1665.2000,3.0000,3.0000,1.9000,8891,8893,8893,20,21,44,0,0,0,8912,8914,8937,-9941,-244,0.000,
2011/12/23,19.80,20.25,19.70,20.25,0.70,3.5806,19.5900,19.3950,19.0900,,,85,54,1664.0000,1662.2000,1662.9000,3.0000,3.0000,2.0000,8891,8893,8893,20,21,36,0,0,0,8912,8914,8929,-9138,803,0.000,
2011/12/26,20.25,20.25,20.00,20.25,0.00,0.00,19.8000,19.4800,19.2250,,,76,58,1632.0000,1657.8000,1659.1000,3.0000,3.0000,2.3000,8888,8893,8892,20,21,28,0,0,0,8909,8914,8921,-9267,-129,0.000,
2011/12/27,20.25,20.35,20.00,20.35,0.10,0.4938,20.0100,19.5850,19.3525,,,33,58,1623.0000,1653.4000,1655.1000,3.0000,3.0000,2.6000,8885,8890,8892,20,21,21,0,0,0,8906,8911,8912,-9463,-196,0.000,
2011/12/28,20.30,20.80,20.30,20.75,0.40,1.9656,20.2300,19.7600,19.4975,,,87,61,1613.0000,1640.8000,1650.0000,1.0000,2.6000,2.6000,8916,8895,8894,20,21,21,0,0,0,8937,8915,8915,-9518,-55,0.000,
2011/12/29,20.70,20.90,20.35,20.85,0.10,0.4819,20.4900,19.9450,19.5950,,,53,66,1604.0000,1627.2000,1644.3000,1.0000,2.2000,2.6000,8932,8903,8898,20,21,21,0,0,0,8953,8923,8919,-9460,58,0.000,
2011/12/30,20.85,20.95,20.60,20.95,0.10,0.4796,20.6300,20.1100,19.6975,,,95,68,1593.0000,1613.0000,1637.6000,15.0000,4.6000,3.8000,8935,8912,8902,20,21,21,1,0,0,8957,8932,8923,-9509,-49,0.000,
2012/01/02,20.70,20.95,20.55,20.60,-0.35,-1.6706,20.7000,20.2500,19.7675,,,34,60,1568.0000,1600.2000,1629.0000,15.0000,7.0000,5.0000,8934,8921,8907,26,22,21,0,0,0,8960,8943,8928,-10067,-558,0.000,
2012/01/03,20.45,20.95,20.45,20.90,0.30,1.4563,20.8100,20.4100,19.8550,,,123,78,1557.0000,1587.0000,1620.2000,10.0000,8.4000,5.7000,8932,8930,8910,26,23,22,2,1,0,8960,8954,8932,-9497,570,0.000,
2012/01/04,20.95,21.25,20.95,21.00,0.10,0.4785,20.8600,20.5450,19.9325,,,81,77,1551.0000,1574.6000,1607.7000,31.0000,14.4000,8.5000,8915,8930,8912,26,24,22,0,1,0,8941,8955,8935,-9291,206,0.000,
2012/01/05,20.95,21.20,20.80,21.20,0.20,0.9524,20.9300,20.7100,20.0200,,,38,74,1543.0000,1562.4000,1594.8000,31.0000,20.4000,11.3000,8916,8927,8915,26,25,23,0,1,0,8942,8953,8938,-8986,305,0.000,
2012/01/06,21.20,21.30,20.90,21.20,0.00,0.00,20.9800,20.8050,20.1000,,,163,87,1518.0000,1547.4000,1580.2000,22.0000,21.8000,13.2000,8883,8916,8914,26,26,23,1,1,0,8910,8943,8938,-9139,-153,0.000,
2012/01/09,21.00,21.30,20.95,21.30,0.10,0.4717,21.1200,20.9100,20.1950,,,79,96,1512.0000,1536.2000,1568.2000,16.0000,22.0000,14.5000,8881,8906,8913,26,26,24,0,1,0,8907,8933,8938,-9448,-309,0.000,
2012/01/10,21.30,21.95,21.30,21.75,0.45,2.1127,21.2900,21.0500,20.3175,,,120,96,1504.0000,1525.6000,1556.3000,15.0000,23.0000,15.7000,8888,8897,8914,26,26,25,2,1,1,8916,8924,8939,-9032,416,0.000,
2012/01/11,21.90,21.90,21.50,21.50,-0.25,-1.1494,21.3900,21.1250,20.4425,,,138,107,1498.0000,1515.0000,1544.8000,15.0000,19.8000,17.1000,8893,8893,8911,26,26,25,0,1,1,8919,8920,8937,-9013,19,0.000,
2012/01/12,21.65,21.70,21.25,21.50,0.00,0.00,21.4500,21.1900,20.5675,,,226,145,1479.0000,1502.2000,1532.3000,15.0000,16.6000,18.5000,8886,8887,8907,26,26,26,0,1,1,8912,8914,8933,-9379,-366,0.000,
2012/01/13,21.60,21.65,21.30,21.55,0.05,0.2326,21.5200,21.2500,20.6800,,,219,156,1462.0000,1491.0000,1519.2000,1.0000,12.4000,17.1000,8888,8888,8902,26,26,26,0,0,0,8914,8914,8929,-9776,-397,0.000,
2012/01/16,21.70,21.70,21.25,21.40,-0.15,-0.6961,21.5400,21.3300,20.7900,,,102,161,1463.0000,1481.2000,1508.7000,1.0000,9.4000,15.7000,8856,8883,8894,26,26,26,0,0,0,8882,8909,8921,-9717,59,0.000,
2012/01/17,21.55,21.80,21.40,21.80,0.40,1.8692,21.5500,21.4200,20.9150,,,129,162,1464.0000,1473.2000,1499.4000,1.0000,6.6000,14.8000,8861,8877,8887,26,26,26,1,0,0,8888,8904,8914,-8963,754,0.000,
2012/01/18,21.70,21.80,21.50,21.70,-0.10,-0.4587,21.5900,21.4900,21.0175,,,116,158,1462.0000,1466.0000,1490.5000,1.0000,3.8000,11.8000,8845,8868,8880,26,26,26,2,1,1,8873,8895,8907,-8861,102,0.000,
2012/01/30,21.95,22.15,21.80,22.15,0.45,2.0737,21.7200,21.5850,21.1475,,,108,134,1431.0000,1456.4000,1479.3000,1.0000,1.0000,8.8000,8853,8861,8874,26,26,26,0,1,1,8879,8888,8901,-8015,846,0.000,
2012/01/31,22.00,22.15,21.90,21.90,-0.25,-1.1287,21.7900,21.6550,21.2300,,,69,104,1437.0000,1451.4000,1471.2000,1.0000,1.0000,6.7000,8859,8855,8871,26,26,26,0,1,0,8885,8882,8898,-7379,636,0.000,
2012/02/01,22.00,22.10,21.85,22.05,0.15,0.6849,21.9200,21.7300,21.3200,,,134,111,1439.0000,1446.6000,1463.9000,1.0000,1.0000,5.2000,8869,8858,8870,26,26,26,0,1,0,8895,8885,8897,-6702,677,0.000,
2012/02/02,22.10,22.10,21.80,21.85,-0.20,-0.907,21.9300,21.7400,21.3950,,,39,93,1447.0000,1443.2000,1458.2000,1.0000,1.0000,3.8000,8872,8860,8869,26,26,26,0,0,0,8898,8887,8895,-6077,625,0.000,
2012/02/03,21.90,22.00,21.70,21.70,-0.15,-0.6865,21.9300,21.7600,21.4425,,,30,76,1455.0000,1441.8000,1453.9000,1.0000,1.0000,2.4000,8864,8864,8866,26,26,26,3,1,1,8893,8891,8893,-5887,190,0.000,
2012/02/04,21.85,22.45,21.80,22.45,0.75,3.4562,21.9900,21.8550,21.5225,,,241,102,1413.0000,1438.2000,1447.3000,1.0000,1.0000,1.0000,8833,8860,8860,26,26,26,1,1,1,8860,8887,8888,-5465,422,0.000,
2012/02/06,22.45,22.50,22.15,22.15,-0.30,-1.3363,22.0400,21.9150,21.5825,,,113,111,1420.0000,1434.8000,1443.1000,1.0000,1.0000,1.0000,8832,8854,8855,26,26,26,0,1,1,8858,8882,8882,-5853,-388,0.000,
2012/02/07,22.20,22.20,21.80,21.80,-0.35,-1.5801,21.9900,21.9550,21.6425,20.1717,,83,101,1422.0000,1431.4000,1439.0000,1.0000,1.0000,1.0000,8818,8844,8851,26,26,26,0,1,1,8844,8871,8878,-5916,-63,0.000,
2012/02/08,21.90,22.20,21.80,21.90,0.10,0.4587,22.0000,21.9650,21.6925,20.1950,,61,105,1429.0000,1427.8000,1435.5000,1.0000,1.0000,1.0000,8818,8833,8847,26,26,26,0,1,1,8844,8861,8874,-5130,786,0.000,
2012/02/09,21.90,22.70,21.80,22.70,0.80,3.653,22.2000,22.0650,21.7775,20.2375,,252,150,1434.0000,1423.6000,1432.7000,1.0000,1.0000,1.0000,8821,8825,8844,127,47,36,0,0,0,8948,8872,8881,-4770,360,0.000,
2012/02/10,22.70,22.70,22.35,22.50,-0.20,-0.8811,22.2100,22.1000,21.8425,20.2850,,45,110,1436.0000,1428.2000,1433.2000,1.0000,1.0000,1.0000,8820,8822,8841,127,67,47,0,0,0,8947,8889,8888,-4713,57,0.000,
2012/02/13,22.50,23.50,22.50,23.20,0.70,3.1111,22.4200,22.2300,21.9425,20.3458,,314,151,1393.0000,1422.8000,1428.8000,0.0000,0.8000,0.9000,8823,8820,8837,127,87,57,0,0,0,8950,8907,8895,-4279,434,0.000,
2012/02/14,23.30,23.50,22.85,23.30,0.10,0.431,22.7200,22.3550,22.0425,20.3975,,70,148,1380.0000,1414.4000,1422.9000,1.0000,0.8000,0.9000,8820,8821,8833,127,107,67,1,0,0,8948,8928,8900,-4543,-264,0.000,
2012/02/15,23.50,23.60,23.30,23.50,0.20,0.8584,23.0400,22.5200,22.1300,20.4492,,145,165,1376.0000,1403.8000,1415.8000,1.0000,0.8000,0.9000,8831,8823,8828,127,127,77,0,0,0,8958,8951,8906,-3889,654,0.000,
2012/02/16,23.35,23.35,23.00,23.00,-0.50,-2.1277,23.1000,22.6500,22.2050,20.5017,,107,136,1359.0000,1388.8000,1406.2000,0.0000,0.6000,0.8000,8831,8825,8825,127,127,87,0,0,0,8958,8953,8912,-4501,-612,0.000,
2012/02/17,23.00,23.25,22.70,22.70,-0.30,-1.3043,23.1400,22.6750,22.2650,20.5475,,110,149,1290.0000,1359.6000,1393.9000,0.0000,0.4000,0.7000,8844,8830,8826,127,127,97,4,1,0,8975,8959,8924,-4478,23,0.000,
2012/02/20,22.70,23.00,22.65,23.00,0.30,1.3216,23.1000,22.7600,22.3375,20.6042,,28,92,1285.0000,1338.0000,1380.4000,0.0000,0.4000,0.6000,8844,8834,8827,127,127,107,0,1,0,8971,8963,8935,-3983,495,0.000,
2012/02/21,23.00,23.20,22.85,23.20,0.20,0.8696,23.0800,22.9000,22.4275,20.6742,,136,105,1295.0000,1321.0000,1367.7000,0.0000,0.2000,0.5000,8842,8839,8830,127,127,117,0,1,0,8969,8967,8948,-4187,-204,0.000,
2012/02/22,23.00,23.25,23.00,23.20,0.00,0.00,23.0200,23.0300,22.4975,20.7483,,247,125,1319.0000,1309.6000,1356.7000,0.0000,0.0000,0.4000,8762,8825,8824,127,127,127,0,1,0,8889,8953,8952,-3709,478,0.000,
2012/02/23,23.25,23.25,23.00,23.10,-0.10,-0.431,23.0400,23.0700,22.5675,20.8258,,299,164,1266.0000,1291.0000,1339.9000,0.0000,0.0000,0.3000,8675,8794,8810,127,127,127,0,1,0,8802,8922,8938,-3953,-244,0.000,
2012/02/24,23.10,23.20,23.00,23.15,0.05,0.2165,23.1300,23.1350,22.6175,20.9142,,147,171,1268.0000,1286.6000,1323.1000,0.0000,0.0000,0.2000,8618,8749,8789,127,127,127,0,0,0,8745,8876,8917,-4156,-203,0.000,
2012/02/29,23.15,23.20,23.00,23.15,0.00,0.00,23.1600,23.1300,22.6800,21.0000,,188,203,1277.0000,1285.0000,1311.5000,0.0000,0.0000,0.2000,8548,8689,8762,127,127,127,0,0,0,8675,8817,8890,-3809,347,0.000,
2012/03/01,23.20,23.35,23.20,23.25,0.10,0.432,23.1700,23.1250,22.7400,21.0950,,165,209,1262.0000,1278.4000,1299.7000,0.0000,0.0000,0.1000,8479,8617,8728,127,127,127,0,0,0,8606,8744,8856,-3570,239,0.000,
2012/03/02,23.30,24.70,23.30,24.35,1.10,4.7312,23.4000,23.2100,22.8650,21.2042,,454,250,1281.0000,1270.8000,1290.2000,0.0000,0.0000,0.0000,8383,8541,8683,127,127,127,4,1,1,8514,8669,8811,-3257,313,0.000,
2012/03/03,24.40,24.70,23.95,24.10,-0.25,-1.0267,23.6000,23.3200,22.9850,21.3083,,98,210,1257.0000,1269.0000,1280.0000,0.0000,0.0000,0.0000,8383,8483,8638,127,127,127,5,2,1,8515,8612,8767,-3232,25,0.000,
2012/03/05,24.10,24.10,23.45,23.45,-0.65,-2.6971,23.6600,23.3950,23.0350,21.3842,,144,209,1212.0000,1257.8000,1272.2000,0.0000,0.0000,0.0000,8333,8426,8587,127,127,127,4,3,1,8464,8556,8716,-3774,-542,0.000,
2012/03/06,23.45,23.45,22.80,22.90,-0.55,-2.3454,23.6100,23.3850,23.0725,21.4508,,195,211,1186.0000,1239.6000,1262.3000,0.0000,0.0000,0.0000,8283,8373,8531,127,127,127,5,4,2,8415,8504,8660,-4381,-607,0.000,
2012/03/07,22.70,22.85,22.50,22.50,-0.40,-1.7467,23.4600,23.3150,23.1075,21.5058,,116,201,1186.0000,1224.4000,1251.4000,0.0000,0.0000,0.0000,8244,8326,8471,127,127,127,0,4,2,8371,8457,8600,-4522,-141,0.000,
2012/03/08,22.55,22.70,22.50,22.50,0.00,0.00,23.0900,23.2450,23.1375,21.5617,,118,134,1193.0000,1206.8000,1238.8000,0.0000,0.0000,0.0000,8151,8279,8410,127,127,127,5,4,2,8283,8410,8540,-4041,481,0.000,
2012/03/09,22.60,23.15,22.60,23.15,0.65,2.8889,22.9000,23.2500,23.1600,21.6233,,42,123,1188.0000,1193.0000,1231.0000,0.0000,0.0000,0.0000,8150,8233,8358,127,127,127,4,4,3,8281,8364,8488,-3662,379,0.000,
2012/03/12,23.50,24.50,23.50,24.00,0.85,3.6717,23.0100,23.3350,23.2350,21.6992,,438,181,1169.0000,1184.4000,1221.1000,0.0000,0.0000,0.0000,8139,8194,8310,127,127,127,3,3,3,8269,8325,8440,-4055,-393,0.000,
2012/03/13,23.85,23.90,23.70,23.90,-0.10,-0.4167,23.2100,23.4100,23.2700,21.7708,,66,156,1159.0000,1179.0000,1209.3000,0.0000,0.0000,0.0000,8128,8163,8268,127,127,127,4,3,3,8259,8293,8399,-3811,244,0.000,
