日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 騰落指標, 騰落指標, 未平倉量
2011/11/15,100,100,98.3,99.8,0,0,,,,,,127,,1240,,,13,,,3378,,,2138,,,80,,,5597,,,-8270,-8270,0
2011/11/16,99.7,99.7,97.1,97.3,-2.5,-2.505,,,,,,144,,1237,,,8,,,3378,,,2138,,,79,,,5596,,,-8563,-293,0
2011/11/17,96.2,97.6,96.2,97.4,0.1,0.1028,,,,,,113,,1239,,,8,,,3378,,,2138,,,0,,,5516,,,-8581,-18,0
2011/11/18,96.1,97,94.9,95,-2.4,-2.4641,,,,,,205,,1243,,,8,,,3418,,,2088,,,78,,,5585,,,-8938,-357,0
2011/11/21,95,95,91.5,91.6,-3.4,-3.5789,96.22,,,,,167,151,1245,1240.8,,7,8.8,,3474,3405,,2038,2108,,74,63,,5587,5576,,-9535,-597,0
2011/11/22,92.5,92.5,90.1,91,-0.6,-0.655,94.46,,,,,131,152,1232,1239.2,,7,7.6,,3509,3432,,2037,2088,,73,61,,5620,5581,,-10017,-482,0
2011/11/23,91.9,92.2,90.1,90.8,-0.2,-0.2198,93.16,,,,,153,153,1191,1230,,8,7.6,,3554,3467,,2039,2068,,75,61,,5669,5596,,-10550,-533,0
2011/11/24,90.8,90.8,88.7,89.9,-0.9,-0.9912,91.66,,,,,370,205,1072,1196.6,,8,7.6,,3654,3522,,2054,2051,,75,76,,5784,5649,,-10583,-33,0
2011/11/25,90.8,91,90,90.3,0.4,0.4449,90.72,,,,,158,195,1054,1158.8,,8,7.6,,3653,3569,,2004,2035,,0,60,,5657,5664,,-10623,-40,0
2011/11/28,91.8,91.8,89.8,90.6,0.3,0.3322,90.52,93.37,,,,80,178,1036,1117,1178.9,8,7.8,8.3,3631,3600,3503,1964,2020,2064,74,60,61,5670,5680,5628,-10288,335,0
2011/11/29,91.4,91.4,90,91,0.4,0.4415,90.52,92.49,,,,90,170,1041,1078.8,1159,7,7.8,7.7,3603,3619,3525,1924,1997,2043,0,45,53,5527,5662,5621,-9906,382,0
2011/11/30,90.7,91.2,89.9,91.2,0.2,0.2198,90.6,91.88,,,,111,161,1027,1046,1138,7,7.6,7.6,3542,3617,3542,1924,1974,2021,0,30,45,5466,5621,5608,-10289,-383,0
2011/12/1,92,95,91.3,94.8,3.6,3.9474,91.58,91.62,,,,256,139,1042,1040,1118.3,8,7.6,7.6,3462,3578,3550,1924,1948,2000,88,33,54,5475,5559,5604,-9773,516,0
2011/12/2,92.8,93.1,90.6,90.6,-4.2,-4.4304,91.64,91.18,,,,147,136,1068,1042.8,1100.8,7,7.4,7.5,3371,3522,3545,1924,1932,1983,86,50,55,5382,5504,5584,-9964,-191,0
2011/12/5,90.6,91.3,90.1,91,0.4,0.4415,91.72,91.12,,,,29,126,1066,1048.8,1082.9,7,7.2,7.5,3371,3470,3535,1924,1924,1972,84,52,56,5380,5446,5563,-10096,-132,0
2011/12/6,91.9,91.9,90.2,90.5,-0.5,-0.5495,91.62,91.07,,,,41,116,1059,1052.4,1065.6,7,7.2,7.5,3378,3425,3522,1924,1924,1961,83,69,57,5386,5418,5540,-10483,-387,0
2011/12/7,91,91.7,91,91.3,0.8,0.884,91.64,91.12,,,,19,98,1059,1058.8,1052.4,7,7.2,7.4,3378,3392,3504,1924,1924,1949,80,85,58,5383,5401,5511,-10490,-7,0
2011/12/8,90.3,90.9,89.5,89.5,-1.8,-1.9715,90.58,91.08,,,,33,53,1056,1061.6,1050.8,6,6.8,7.2,3371,3374,3476,1924,1924,1936,0,67,50,5295,5365,5462,-10791,-301,0
2011/12/9,87,90,87,89.5,0,0,90.36,91,,,,67,37,1052,1058.4,1050.6,7,6.8,7.1,3373,3374,3448,1924,1924,1928,0,50,50,5297,5348,5426,-10976,-185,0
2011/12/12,90.6,91.8,90.3,90.6,1.1,1.2291,90.28,91,92.185,,,47,41,1044,1054,1051.4,9,7.2,7.2,3370,3374,3422,1942,1928,1926,79,49,50,5392,5351,5398,-10877,99,0
2011/12/13,91.5,91.5,89.5,90,-0.6,-0.6623,90.18,90.9,91.695,,,9,35,1043,1050.8,1051.6,9,7.6,7.4,3370,3373,3399,1942,1931,1928,0,32,50,5312,5336,5377,-11131,-254,0
2011/12/14,90.8,90.8,90,90,0,0,89.92,90.78,91.33,,,21,35,1038,1046.6,1052.7,9,8,7.6,3368,3371,3381,1942,1935,1930,0,16,50,5310,5321,5361,-10893,238,0
2011/12/15,90,90,89.3,89.9,-0.1,-0.1111,90,90.29,90.955,,,24,33,1024,1040.2,1050.9,9,8.6,7.7,3367,3370,3372,1942,1939,1931,83,33,50,5393,5341,5353,-11266,-373,0
2011/12/16,90,90.7,88.9,89.2,-0.7,-0.7786,89.94,90.15,90.665,,,63,32,1024,1034.6,1046.5,9,9,7.9,3332,3362,3368,1942,1942,1933,83,49,50,5358,5353,5351,-11203,63,0
2011/12/19,88,89.2,84,84.6,-4.6,-5.157,88.74,89.51,90.315,,,113,46,1012,1028.2,1041.1,9,9,8.1,3285,3345,3359,1942,1942,1935,78,49,49,5306,5336,5343,-11744,-541,0
2011/12/20,84.5,86.4,84.5,85.3,0.7,0.8274,87.8,88.99,90.03,,,78,59,1015,1022.6,1036.7,6,8.4,8,3264,3323,3348,1942,1942,1937,70,63,48,5277,5329,5332,-11626,118,0
2011/12/21,87,88.9,86.4,88.1,2.8,3.2825,87.42,88.67,89.895,,,91,73,1005,1016,1031.3,5,7.6,7.8,3268,3303,3337,1942,1942,1939,75,79,47,5286,5324,5323,-10985,641,0
2011/12/22,88.2,88.2,86.1,87.5,-0.6,-0.681,86.94,88.47,89.775,,,95,88,1007,1012.6,1026.4,5,6.8,7.7,3268,3284,3327,1877,1929,1934,75,77,55,5221,5290,5315,-11139,-154,0
2011/12/23,88.2,89.5,88,88.8,1.3,1.4857,86.86,88.4,89.7,,,125,100,1019,1011.6,1023.1,6,6.2,7.6,3269,3271,3316,1807,1902,1922,98,80,65,5175,5253,5303,-10615,524,0
2011/12/26,89,89.7,88.2,88.3,-0.5,-0.5631,87.6,88.17,89.585,,,36,85,1009,1011,1019.6,2,4.8,6.9,3269,3268,3306,1806,1875,1909,99,84,67,5175,5227,5281,-10573,42,0
2011/12/27,88.1,88.8,87.1,88,-0.3,-0.3398,88.14,87.97,89.435,,,51,79,1014,1010.8,1016.7,2,4,6.2,3269,3269,3296,1785,1844,1893,97,90,76,5152,5202,5265,-10723,-150,0
2011/12/28,88,88.1,87.1,87.3,-0.7,-0.7955,87.98,87.7,89.24,,,70,75,1032,1016.2,1016.1,2,3.4,5.5,3269,3269,3286,1785,1812,1877,95,94,86,5150,5175,5250,-10851,-128,0
2011/12/29,86.5,87.6,86.5,87.6,0.3,0.3436,88,87.47,88.88,,,37,63,1034,1021.6,1017.1,4,3.2,5,3266,3269,3276,1785,1794,1862,0,78,78,5051,5141,5215,-10799,52,0
2011/12/30,88,88.9,86.7,87.4,-0.2,-0.2283,87.72,87.29,88.72,,,58,50,1037,1025.2,1018.4,4,2.8,4.5,3264,3268,3269,1773,1787,1845,95,78,79,5133,5133,5193,-10810,-11,0
2012/1/2,87.5,87.6,86.5,86.5,-0.9,-1.0297,87.36,87.48,88.495,,,111,65,1029,1029.2,1020.1,4,3.2,4,3260,3266,3267,2825,1991,1933,87,75,80,6173,5332,5280,-11137,-327,0
2012/1/3,87.1,87.6,86.5,87.3,0.8,0.9249,87.22,87.68,88.335,,,101,75,1025,1031.4,1021.1,4,3.6,3.8,3260,3264,3266,2774,2189,2016,86,73,81,6121,5526,5364,-10889,248,0
2012/1/4,87.3,89.2,87.3,88,0.7,0.8018,87.36,87.67,88.17,,,132,87,1045,1034,1025.1,4,4,3.7,3260,3262,3266,2774,2387,2100,91,72,83,6126,5721,5448,-10724,165,0
2012/1/5,88.5,88.5,86.5,87.9,-0.1,-0.1136,87.42,87.71,88.09,,,156,111,1055,1038.2,1029.9,2,3.6,3.4,3260,3261,3265,2718,2573,2184,96,92,85,6075,5926,5534,-10656,68,0
2012/1/6,88,88.2,86.9,87.8,-0.1,-0.1138,87.5,87.61,88.005,,,105,121,1065,1043.8,1034.5,2,3.2,3,3260,3260,3264,2719,2762,2275,96,92,85,6076,6115,5624,-10632,24,0
2012/1/9,87.8,87.8,86.5,87.5,-0.3,-0.3417,87.7,87.53,87.85,,,132,125,1070,1052,1040.6,2,2.8,3,3252,3259,3262,2643,2726,2359,94,93,84,5990,6078,5705,-10842,-210,0
2012/1/10,88,89,87.5,88.6,1.1,1.2571,87.96,87.59,87.78,,,137,132,1090,1065,1048.2,2,2.4,3,3268,3260,3262,2618,2695,2442,107,98,85,5994,6053,5789,-10757,85,0
2012/1/11,89.8,94.5,89.7,92.8,4.2,4.7404,88.92,88.14,87.92,,,589,223,1081,1072.2,1053.1,2,2,3,3279,3264,3263,2586,2657,2522,188,117,95,6054,6038,5880,-10705,52,0
2012/1/12,92.8,92.8,91.2,92,-0.8,-0.8621,89.74,88.58,88.025,,,193,231,1069,1075,1056.6,2,2,2.8,3293,3271,3266,2516,2617,2595,191,136,114,6001,6023,5975,-10974,-269,0
2012/1/13,92,92,90,90,-2,-2.1739,90.18,88.84,88.065,,,123,234,1084,1078.8,1061.3,2,2,2.6,3292,3277,3269,2500,2573,2668,189,155,123,5982,6005,6060,-11247,-273,0
2012/1/16,91.2,92.3,89.6,92.3,2.3,2.5556,91.14,89.42,88.45,,,195,247,1070,1078.8,1065.4,2,2,2.4,3292,3285,3272,2493,2543,2635,198,175,134,5984,6003,6041,-11072,175,0
2012/1/17,93,95.5,92.3,94.8,2.5,2.7086,92.38,90.17,88.925,,,303,280,1065,1073.8,1069.4,2,2,2.2,3307,3293,3276,2463,2512,2603,224,199,148,5995,6004,6028,-10597,475,0
2012/1/18,97.2,97.2,94.6,94.6,-0.2,-0.211,92.74,90.83,89.25,,,222,207,1022,1062,1067.1,3,2.2,2.1,3303,3298,3281,2463,2487,2572,223,206,161,5990,5991,6014,-10433,164,0
2012/1/30,99.5,99.5,97.5,97.7,3.1,3.277,93.88,91.81,89.76,,,269,222,1015,1051.2,1063.1,3,2.4,2.2,3246,3288,3279,2483,2481,2549,226,213,174,5956,5982,6003,-9939,494,0
2012/1/31,97.7,99.3,96.4,97,-0.7,-0.7165,95.28,92.73,90.17,,,216,241,1007,1035.8,1057.3,4,2.8,2.4,3225,3275,3276,2448,2470,2522,219,219,187,5893,5964,5984,-9423,516,0
2012/2/1,97,98.8,97,97.7,0.7,0.7216,96.36,93.75,90.64,,,147,231,1016,1025,1051.9,4,3.2,2.6,3238,3264,3274,2408,2453,2498,237,227,201,5884,5944,5974,-8841,582,0
2012/2/2,98.1,99.3,97.8,98.1,0.4,0.4094,97.02,94.7,91.145,,,212,213,1003,1012.6,1043.2,4,3.6,2.8,3250,3253,3273,2328,2426,2469,276,237,218,5855,5916,5960,-8349,492,0
2012/2/3,98,99.5,98,99.5,1.4,1.4271,98,95.37,91.755,,,215,211,1054,1019,1040.5,4,3.8,3,3258,3244,3271,2288,2391,2439,264,245,225,5811,5880,5935,-8049,300,0
2012/2/4,100.5,105,100,104.5,5,5.0251,99.36,96.62,92.6,,,522,262,1076,1031.2,1041.2,4,4,3.2,3258,3246,3267,2480,2391,2436,266,253,233,6005,5890,5936,-7699,350,0
2012/2/6,104,105,102,102.5,-2,-1.9139,100.46,97.87,93.355,,,277,274,1087,1047.2,1041.5,4,4,3.4,3267,3254,3265,2459,2393,2432,263,262,240,5990,5909,5937,-7836,-137,0
2012/2/7,103,103.5,101,103.5,1,0.9756,101.62,98.99,94.205,,,134,272,1084,1060.8,1042.9,4,4,3.6,3267,3260,3262,2443,2400,2427,252,265,246,5963,5925,5935,-7877,-41,0
2012/2/8,103.5,105,101.5,103,-0.5,-0.4831,102.6,99.81,94.99,,,280,285,1059,1072,1042.3,3,3.8,3.7,3270,3264,3258,2451,2425,2426,303,270,254,6025,5959,5938,-7388,489,0
2012/2/9,102.5,105.5,101,103,0,0,103.3,100.65,95.74,,,428,328,1117,1084.6,1051.8,3,3.6,3.7,3277,3268,3256,2345,2436,2414,311,280,262,5933,5984,5932,-7105,283,0
2012/2/10,101.5,104,100.5,102.5,-0.5,-0.4854,102.9,101.13,96.47,,,411,306,1078,1085,1058.1,3,3.4,3.7,3312,3279,3262,2195,2379,2385,355,297,275,5862,5955,5923,-7005,100,0
2012/2/13,102,103.5,102,103.5,1,0.9756,103.1,101.78,97.255,,,114,273,1072,1082,1064.6,3,3.2,3.6,3323,3290,3272,2195,2326,2360,353,315,289,5871,5931,5920,-6817,188,0
2012/2/14,103.5,106,102.5,102.5,-1,-0.9662,102.9,102.26,98.005,92.68,,277,302,1103,1085.8,1073.3,3,3,3.5,3311,3299,3279,2228,2283,2342,267,318,292,5806,5900,5913,-6848,-31,0
2012/2/15,102.5,107,102.5,106,3.5,3.4146,103.5,103.05,98.875,92.7833,,520,350,1223,1118.6,1095.3,4,3.2,3.5,3312,3307,3286,2255,2244,2334,297,317,294,5864,5868,5914,-6472,376,0
2012/2/16,105,109,104.5,105.5,-0.5,-0.4717,104,103.65,99.51,92.92,,651,394,1256,1146.4,1115.5,4,3.4,3.5,3277,3307,3288,2065,2188,2312,298,314,297,5641,5809,5897,-6822,-350,0
2012/2/17,107,107,103.5,104.5,-1,-0.9479,104.4,103.65,100.135,93.0383,,307,373,1282,1187.2,1136.1,4,3.6,3.5,3282,3301,3290,2017,2152,2266,292,302,300,5592,5755,5855,-6883,-61,0
2012/2/20,106,108,104.5,107,2.5,2.3923,105.1,104.1,100.985,93.2383,,207,392,1282,1229.2,1155.6,4,3.8,3.5,3286,3294,3292,2009,2115,2221,289,289,302,5585,5698,5815,-6545,338,0
2012/2/21,107.5,107.5,105.5,106.5,-0.5,-0.4673,105.9,104.4,101.695,93.4867,,110,359,1285,1265.6,1175.7,5,4.2,3.6,3285,3289,3294,1989,2067,2175,274,290,304,5549,5646,5773,-6590,-45,0
2012/2/22,106,107,105.5,106.5,0,0,106,104.75,102.28,93.745,,122,279,1288,1278.6,1198.6,5,4.4,3.8,3295,3285,3296,1989,2014,2129,275,286,301,5560,5586,5727,-6333,257,0
2012/2/23,106.5,107.5,106,107,0.5,0.4695,106.3,105.15,102.9,94.015,,157,180,1283,1284,1215.2,5,4.6,4,3302,3290,3299,1969,1995,2092,268,280,297,5540,5565,5687,-6414,-81,0
2012/2/24,108,108,105.5,107,0,0,106.8,105.6,103.365,94.3,,111,141,1266,1280.8,1234,5,4.8,4.2,3293,3292,3297,1971,1986,2069,262,274,288,5527,5552,5654,-6585,-171,0
2012/2/29,108,108,105.5,106,-1,-0.9346,106.6,105.85,103.815,94.5617,,110,122,1271,1278.6,1253.9,5,5,4.4,3294,3294,3294,1971,1978,2047,0,216,253,5265,5488,5593,-6506,79,0
2012/3/1,107,109,106,108.5,2.5,2.3585,107,106.45,104.355,94.86,,269,153,1307,1283,1274.3,5,5,4.6,3324,3302,3295,1995,1979,2023,280,217,254,5600,5499,5573,-6388,118,0
2012/3/2,108.5,111,108,108.5,0,0,107.4,106.7,104.875,95.1517,,250,179,1392,1303.8,1291.2,5,5,4.7,3324,3308,3296,1995,1981,1997,269,216,251,5589,5504,5545,-6070,318,0
2012/3/3,108.5,109,107.5,108.5,0,0,107.7,107,105.325,95.44,,132,174,1388,1324.8,1304.4,5,5,4.8,3324,3312,3301,1995,1986,1990,265,216,248,5585,5513,5539,-6081,-11,0
2012/3/5,108,108,105.5,106.5,-2,-1.8433,107.6,107.2,105.425,95.635,,147,181,1363,1344.2,1312.5,5,5,4.9,3323,3318,3305,1995,1991,1988,266,216,245,5585,5525,5539,-6357,-276,0
2012/3/6,105.5,106.5,104,106,-0.5,-0.4695,107.6,107.1,105.6,95.8917,,248,209,1314,1352.8,1315.7,6,5.2,5.1,3306,3320,3307,1995,1995,1987,0,216,216,5301,5532,5510,-6788,-431,0
2012/3/7,104,108,104,108,2,1.8868,107.5,107.25,105.825,96.175,,159,187,1329,1357.2,1320.1,6,5.4,5.2,3308,3317,3309,2010,1998,1989,265,213,215,5584,5529,5514,-6874,-86,0
2012/3/8,108,115.5,108,114.5,6.5,6.0185,108.7,108.05,106.4,96.575,,1613,459,1948,1468.4,1386.1,7,5.8,5.4,3195,3291,3300,2010,2001,1991,339,227,222,5545,5520,5512,-6544,330,0
2012/3/9,114,116.5,112,114.5,0,0,109.9,108.8,106.975,96.9617,,737,580,1947,1580.2,1452.5,6,6,5.5,3192,3265,3289,2010,2004,1995,388,252,234,5591,5522,5518,-6187,357,0
2012/3/12,116,116.5,112.5,112.5,-2,-1.7467,111.1,109.35,107.475,97.345,,303,612,1969,1701.4,1522.8,7,6.4,5.7,3175,3236,3277,2010,2007,1999,0,199,208,5186,5442,5483,-6340,-153,0
2012/3/13,114.5,114.5,111,114,1.5,1.3333,112.7,110.15,108,97.7533,,352,632,1928,1824.2,1588.5,7,6.6,5.9,3175,3210,3265,2010,2010,2003,348,268,242,5534,5488,5510,-6344,-4,0
2012/3/14,115,120,115,118,4,3.5088,114.7,111.1,108.775,98.21,,1410,883,1992,1956.8,1657,23,10,7.7,3189,3186,3252,2085,2025,2012,362,288,251,5637,5499,5514,-6132,212,0
2012/3/15,118,119,115.5,116.5,-1.5,-1.2712,115.1,111.9,109.3,98.6517,,371,634,1945,1956.2,1712.3,11,10.8,8.3,3191,3185,3238,2087,2041,2021,374,295,261,5653,5521,5521,-6107,25,0
2012/3/16,117.5,118,115,115.5,-1,-0.8584,115.3,112.6,109.8,99.0767,,371,561,1972,1961.2,1770.7,10,11.6,8.8,3204,3187,3226,2087,2056,2030,0,217,235,5292,5461,5491,-6079,28,0
2012/3/19,116,116,113.5,114.5,-1,-0.8658,115.7,113.4,110.3,99.4867,,203,541,1955,1958.4,1829.9,8,11.8,9.1,3204,3193,3214,2087,2072,2040,364,290,244,5656,5555,5498,-6232,-153,0
2012/3/20,115.5,116,113.5,113.5,-1,-0.8734,115.6,114.15,110.625,99.8917,,208,512,1962,1965.2,1894.7,8,12,9.3,3193,3197,3203,2062,2082,2046,399,300,284,5655,5579,5534,-6466,-234,0
2012/3/21,113.5,113.5,111,112,-1.5,-1.3216,114.4,114.55,110.9,100.3483,,312,293,1921,1951,1953.9,8,9,9.5,3194,3198,3192,2048,2075,2050,402,308,298,5645,5581,5540,-6618,-152,0
2012/3/22,112,113,111.5,113,1,0.8929,113.7,114.4,111.225,100.81,,147,248,1918,1945.6,1950.9,4,7.6,9.2,3195,3199,3192,1986,2054,2048,413,316,305,5595,5569,5545,-6389,229,0
2012/3/23,111,113,111,113,0,0,113.2,114.25,111.525,101.225,,113,196,1926,1936.4,1948.8,4,6.4,9,3206,3199,3193,1958,2029,2042,0,316,267,5165,5544,5502,-6364,25,0
2012/3/26,112.5,113,111.5,112,-1,-0.885,112.7,114.2,111.775,101.6333,,74,170,1916,1928.6,1943.5,4,5.6,8.7,3206,3200,3196,1940,1999,2035,0,243,267,5147,5442,5498,-6407,-43,0
2012/3/27,113.5,113.5,111.5,111.5,-0.5,-0.4464,112.3,113.95,112.05,102.0117,,191,167,1962,1928.6,1946.9,4,4.8,8.4,3199,3201,3199,1925,1972,2027,0,163,232,5125,5336,5457,-6625,-218,0
2012/3/28,111.5,112,109,110.5,-1,-0.8969,112,113.2,112.15,102.3817,,219,148,1942,1932.8,1941.9,4,4,6.5,3191,3200,3199,1868,1936,2005,408,164,236,5468,5300,5441,-6763,-138,0
2012/3/29,110.5,110.5,104,106,-4.5,-4.0724,110.6,112.15,112.025,102.6817,,442,207,1741,1897.4,1921.5,2,3.6,5.6,3184,3198,3198,1863,1911,1983,411,164,240,5460,5273,5421,-7343,-580,0
2012/3/30,106,109,104,109,3,2.8302,109.8,111.5,112.05,103.0433,,132,211,1745,1861.2,1898.8,2,3.2,4.8,3180,3193,3196,1873,1894,1962,431,250,283,5486,5338,5441,-7078,265,0
2012/4/2,108.5,108.5,104.5,107,-2,-1.8349,108.8,110.75,112.075,103.3667,,165,229,1738,1825.6,1877.1,2,2.8,4.2,3169,3185,3193,1824,1871,1935,391,329,286,5385,5385,5414,-7244,-166,0
2012/4/3,106.5,106.5,101,102.5,-4.5,-4.2056,107,109.65,111.9,103.6183,,208,233,1704,1774,1851.3,2,2.4,3.6,3163,3178,3190,1824,1851,1911,378,404,284,5366,5434,5385,-7783,-539,0
2012/4/5,98,100.5,97.5,100,-2.5,-2.439,104.9,108.45,111.5,103.8433,,205,230,1650,1715.6,1824.2,2,2,3,3174,3175,3188,1824,1842,1889,400,403,284,5399,5420,5360,-8189,-406,0
2012/4/6,100,106,100,102,2,2,104.1,107.35,110.875,104.0883,,202,182,1654,1698.2,1797.8,8,3.2,3.4,3178,3174,3186,1824,1834,1873,402,401,282,5405,5409,5341,-7671,518,0
2012/4/9,101,102.5,100,102,0,0,102.7,106.25,110.25,104.3217,,75,171,1662,1681.6,1771.4,8,4.4,3.8,3100,3157,3175,1824,1824,1859,393,393,322,5318,5375,5356,-7882,-211,0
2012/4/10,102,103.5,101,103.5,1.5,1.4706,102,105.4,109.8,104.5817,,188,175,1593,1652.6,1739.1,8,5.6,4.2,3103,3144,3165,1804,1820,1846,0,315,322,4907,5279,5332,-7633,249,0
