日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 騰落指標, 騰落指標, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 未平倉量
2011/11/30,33.2,33.2,32,32.55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/1,34,34.8,33.5,34.5,1.95,5.9908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/2,34.5,34.75,33.8,34.75,0.25,0.7246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/5,34.85,35.15,34.6,35,0.25,0.7194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/6,35.1,35.6,34.2,34.85,-0.15,-0.4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/7,35.5,35.5,35.1,35.5,0.65,1.8651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/8,34.8,35.2,33.8,34.6,-0.9,-2.5352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/9,34,34,32.2,33,-1.6,-4.6243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/12,33.5,33.55,32.6,33.5,0.5,1.5152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/13,32.8,33.4,32.65,33.25,-0.25,-0.7463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/14,32.65,33.1,32.35,32.7,-0.55,-1.6541,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/15,32.55,32.6,31.85,32.4,-0.3,-0.9174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/16,33,33.45,32.4,33,0.6,1.8519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/19,33.3,33.4,31.95,32.8,-0.2,-0.6061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/20,32.8,33.2,32.3,33,0.2,0.6098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/21,34.35,35.1,34,35,2,6.0606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/22,35.1,35.1,33.85,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/23,35.4,35.5,34.85,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/26,35,35.25,34.65,34.95,-0.05,-0.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/27,34.65,35.1,34.5,35,0.05,0.1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/28,34.9,35.05,34.65,34.95,-0.05,-0.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/29,34.7,35,34.5,35,0.05,0.1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011/12/30,35,35.25,34.8,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/1/2,35,35.05,34.6,34.7,-0.3,-0.8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/1/3,34.95,35.4,34.9,35.4,0.7,2.0173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/1/4,35.8,35.8,35.45,35.6,0.2,0.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/1/5,35.8,35.8,35,35.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/1/6,35.6,35.65,34.95,34.95,-0.65,-1.8258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/1/9,34.9,34.95,34.3,34.45,-0.5,-1.4306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/1/10,34.7,35.5,34.6,35.5,1.05,3.0479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/1/11,35.8,36.2,35.65,36,0.5,1.4085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/1/12,36,36.3,35.7,36.2,0.2,0.5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/1/13,36.5,36.75,36.1,36.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
