日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 騰落指標, 騰落指標, 未平倉量
2012/2/15,85,88,78,83,0,0,,,,,,125,,0,,,0,,,0,,,0,,,0,,,0,,,-6472,-6472,0
2012/2/16,78.85,78.85,73,74,-9,-10.8434,,,,,,41,,0,,,0,,,0,,,0,,,0,,,0,,,-6822,-350,0
2012/2/17,72.2,72.2,58,60.7,-13.3,-17.973,,,,,,80,,0,,,0,,,0,,,0,,,0,,,0,,,-6883,-61,0
2012/2/20,61.1,63,60,61,0.3,0.4942,,,,,,30,,0,,,0,,,0,,,0,,,0,,,0,,,-6545,338,0
2012/2/21,60,61,59.5,60.1,-0.9,-1.4754,67.76,,,,,30,61,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,-6590,-45,0
2012/2/22,61.5,64.5,60.5,64.5,4.4,7.3211,64.06,,,,,27,41,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,-6333,257,0
2012/2/23,67.26,68,63.5,64,-0.5,-0.7752,62.06,,,,,25,38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,-6414,-81,0
2012/2/24,65,66.5,64.5,65,1,1.5625,62.92,,,,,19,26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,-6585,-171,0
2012/2/29,67.36,71.05,67,67,2,3.0769,64.12,,,,,47,29,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,-6506,79,0
2012/3/1,68.5,69.3,66,67.2,0.2,0.2985,65.54,66.65,,,,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6388,118,0
2012/3/2,65.5,66.5,65.5,66.5,-0.7,-1.0417,65.94,65,,,,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6070,318,0
2012/3/3,65.5,66,64.5,65.5,-1,-1.5038,66.24,64.15,,,,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6081,-11,0
2012/3/5,65,65,64.5,64.7,-0.8,-1.2214,66.18,64.55,,,,50,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6357,-276,0
2012/3/6,64.75,65.26,63.6,64.5,-0.2,-0.3091,65.68,64.9,,,,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6788,-431,0
2012/3/7,69,69,67.36,67.5,3,4.6512,65.74,65.64,,,,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6874,-86,0
2012/3/8,65.55,68,65.55,67,-0.5,-0.7407,65.84,65.89,,,,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6544,330,0
