日期,開盤,最高,最低,收盤,漲跌,漲跌%," 均價5"," 均價10"," 均價20"," 均價60"," 均價120"," 成交量"," 均量5"," 融資張數"," 均量5"," 均量10"," 融券張數"," 均量5"," 均量10"," 騰落指標"," 騰落指標"," 外資庫存"," 均量5"," 均量10"," 投信庫存"," 均量5"," 均量10"," 自營商庫存"," 均量5"," 均量10"," 法人庫存"," 均量5"," 均量10"," 未平倉量",
2012/02/22,25.50,25.65,25.40,25.40,0.00,0.00,,,,,,4273,,12444.0000,,,367.0000,,,-3709,-3709,1342685,,,14484,,,15913,,,1373083,,,0.000,
2012/02/23,25.40,25.60,25.30,25.60,0.20,0.7874,,,,,,3077,,12404.0000,,,323.0000,,,-3953,-244,1343598,,,14369,,,15774,,,1373742,,,0.000,
2012/02/24,25.60,25.70,25.35,25.65,0.05,0.1953,,,,,,2893,,12295.0000,,,310.0000,,,-4156,-203,1343697,,,14352,,,15642,,,1373692,,,0.000,
2012/02/29,25.65,26.20,25.65,26.10,0.45,1.7544,,,,,,8068,,12461.0000,,,382.0000,,,-3809,347,1347256,,,14305,,,15829,,,1377391,,,0.000,
2012/03/01,26.10,26.15,25.90,25.90,-0.20,-0.7663,25.7300,,,,,3641,4390,12204.0000,12361.6000,,379.0000,352.2000,,-3570,239,1349206,1345289,,13855,14273,,15862,15804,,1378924,1375367,,0.000,
2012/03/02,26.00,26.15,25.90,26.15,0.25,0.9653,25.8800,,,,,4018,4339,12268.0000,12326.4000,,370.0000,352.8000,,-3257,313,1351048,1346962,,13809,14138,,15815,15785,,1380673,1376885,,0.000,
2012/03/03,26.15,26.15,25.90,25.95,-0.20,-0.7648,25.9500,,,,,1238,3971,12302.0000,12306.0000,,356.0000,359.4000,,-3232,25,1351098,1348462,,13809,14026,,15737,15777,,1380645,1378265,,0.000,
2012/03/05,25.90,25.95,25.80,25.85,-0.10,-0.3854,25.9900,,,,,3282,4049,12463.0000,12339.6000,,341.0000,365.6000,,-3774,-542,1352063,1350135,,14203,13997,,15679,15785,,1381945,1379916,,0.000,
2012/03/06,25.85,26.10,25.75,25.90,0.05,0.1934,25.9500,,,,,3290,3093,12357.0000,12318.8000,,297.0000,348.6000,,-4381,-607,1353472,1351378,,14202,13976,,15724,15764,,1383398,1381118,,0.000,
2012/03/07,25.70,25.90,25.60,25.60,-0.30,-1.1583,25.8900,25.8100,,,,2933,2952,12486.0000,12375.2000,12368.4000,278.0000,328.4000,340.3000,-4522,-141,1352886,1352114,1348702,14202,14045,14159,15660,15723,15764,1382748,1381883,1378625,0.000,
