日期,開盤,最高,最低,收盤,漲跌,漲跌%," 均價5"," 均價10"," 均價20"," 均價60"," 均價120"," 成交量"," 均量5"," 融資張數"," 均量5"," 均量10"," 融券張數"," 均量5"," 均量10"," 外資庫存"," 均量5"," 均量10"," 投信庫存"," 均量5"," 均量10"," 自營商庫存"," 均量5"," 均量10"," 法人庫存"," 均量5"," 均量10"," 騰落指標"," 騰落指標"," 未平倉量",
2011/11/15,19.65,20.20,19.65,19.85,0.00,0.00,,,,,,990,,15510.0000,,,76.0000,,,5363,,,0,,,0,,,5363,,,-5649,-5649,0.000,
2011/11/16,20.20,20.20,19.70,19.70,-0.15,-0.7557,,,,,,637,,15453.0000,,,76.0000,,,5322,,,0,,,0,,,5322,,,-6218,-569,0.000,
2011/11/17,19.50,19.90,19.50,19.65,-0.05,-0.2538,,,,,,440,,15326.0000,,,74.0000,,,5319,,,0,,,5,,,5324,,,-6274,-56,0.000,
2011/11/18,19.60,19.90,19.50,19.65,0.00,0.00,,,,,,443,,15172.0000,,,76.0000,,,5321,,,0,,,4,,,5325,,,-6877,-603,0.000,
2011/11/21,19.70,19.70,18.70,18.70,-0.95,-4.8346,19.5100,,,,,654,632,15016.0000,15295.4000,,60.0000,72.4000,,5281,5322,,0,0,,0,2,,5281,5324,,-7777,-900,0.000,
2011/11/22,18.60,18.60,17.40,17.45,-1.25,-6.6845,19.0300,,,,,1558,746,14793.0000,15152.0000,,19.0000,61.0000,,5252,5300,,0,0,,0,2,,5252,5302,,-8356,-579,0.000,
2011/11/23,17.15,17.15,16.25,16.25,-1.20,-6.8768,18.3400,,,,,2148,1048,14818.0000,15025.0000,,19.0000,49.6000,,5170,5270,,0,0,,0,2,,5170,5271,,-9154,-798,0.000,
2011/11/24,15.50,16.40,15.40,15.85,-0.40,-2.4615,17.5800,,,,,1343,1229,14435.0000,14846.8000,,25.0000,39.8000,,5287,5263,,0,0,,0,1,,5287,5264,,-8870,284,0.000,
2011/11/25,16.05,16.50,15.85,16.10,0.25,1.5773,16.8700,,,,,683,1277,14345.0000,14681.4000,,27.0000,30.0000,,5280,5255,,0,0,,0,0,,5280,5255,,-9191,-321,0.000,
2011/11/28,16.25,16.50,16.20,16.20,0.10,0.6211,16.3700,17.9400,,,,502,1246,14428.0000,14563.8000,14929.6000,29.0000,23.8000,48.1000,5285,5256,5289,0,0,0,0,0,1,5285,5256,5290,-8609,582,0.000,
2011/11/29,16.35,16.70,16.35,16.60,0.40,2.4691,16.2000,17.6150,,,,510,1037,14456.0000,14496.4000,14824.2000,25.0000,25.0000,43.0000,5353,5276,5288,0,0,0,3,1,1,5356,5277,5289,-7969,640,0.000,
2011/11/30,16.60,17.10,16.25,16.45,-0.15,-0.9036,16.2400,17.2900,,,,1168,841,14390.0000,14410.8000,14717.9000,37.0000,28.6000,39.1000,5286,5299,5284,0,0,0,0,1,1,5286,5300,5286,-8583,-614,0.000,
2011/12/01,17.00,17.20,16.80,17.05,0.60,3.6474,16.4800,17.0300,,,,1193,811,14611.0000,14446.0000,14646.4000,43.0000,32.2000,36.0000,5359,5314,5288,0,0,0,0,1,1,5359,5314,5289,-7707,876,0.000,
2011/12/02,17.10,17.20,16.85,17.00,-0.05,-0.2933,16.6600,16.7650,,,,397,754,14650.0000,14507.0000,14594.2000,48.0000,36.4000,33.2000,5330,5324,5289,0,0,0,0,1,0,5330,5324,5290,-7968,-261,0.000,
2011/12/05,17.00,17.00,16.30,16.55,-0.45,-2.6471,16.7300,16.5500,,,,560,765,14700.0000,14561.4000,14562.6000,36.0000,37.8000,30.8000,5334,5333,5295,0,0,0,0,1,0,5334,5334,5295,-8227,-259,0.000,
2011/12/06,16.60,16.60,16.05,16.05,-0.50,-3.0211,16.6200,16.4100,,,,568,777,14560.0000,14582.2000,14539.3000,36.0000,40.0000,32.5000,5327,5328,5302,0,0,0,0,0,0,5327,5328,5302,-8889,-662,0.000,
2011/12/07,16.15,16.35,16.05,16.15,0.10,0.6231,16.5600,16.4000,,,,310,605,14528.0000,14609.8000,14510.3000,41.0000,40.8000,34.7000,5339,5339,5319,0,0,0,0,0,0,5339,5339,5319,-8700,189,0.000,
2011/12/08,16.15,16.15,15.90,16.05,-0.10,-0.6192,16.3600,16.4200,,,,297,426,14583.0000,14604.2000,14525.1000,41.0000,40.4000,36.3000,5326,5332,5323,0,0,0,0,0,0,5326,5332,5323,-9162,-462,0.000,
2011/12/09,15.70,15.80,15.40,15.75,-0.30,-1.8692,16.1100,16.3850,,,,552,457,14460.0000,14566.2000,14536.6000,32.0000,37.2000,36.8000,5297,5326,5325,0,0,0,0,0,0,5297,5326,5325,-9527,-365,0.000,
2011/12/12,15.75,16.00,15.75,15.80,0.05,0.3175,15.9600,16.3450,17.1425,,,396,424,14415.0000,14509.2000,14535.3000,30.0000,36.0000,36.9000,5315,5322,5328,0,0,0,0,0,0,5315,5322,5328,-9383,144,0.000,
2011/12/13,15.80,15.80,15.45,15.50,-0.30,-1.8987,15.8500,16.2350,16.9250,,,332,377,14407.0000,14478.6000,14530.4000,27.0000,34.2000,37.1000,5275,5311,5320,0,0,0,0,0,0,5275,5311,5320,-9770,-387,0.000,
2011/12/14,15.50,16.10,15.45,16.10,0.60,3.871,15.8400,16.2000,16.7450,,,425,400,14394.0000,14451.8000,14530.8000,38.0000,33.6000,37.2000,5272,5298,5318,0,0,0,0,0,0,5272,5298,5318,-9421,349,0.000,
2011/12/15,15.90,16.00,15.65,15.70,-0.40,-2.4845,15.7700,16.0650,16.5475,,,191,379,14375.0000,14410.2000,14507.2000,31.0000,31.6000,36.0000,5261,5285,5309,0,0,0,0,0,0,5261,5285,5309,-10049,-628,0.000,
2011/12/16,15.80,16.00,15.60,15.65,-0.05,-0.3185,15.7500,15.9300,16.3475,,,268,322,14438.0000,14405.8000,14486.0000,31.0000,31.4000,34.3000,5234,5272,5299,0,0,0,0,0,0,5234,5272,5299,-10086,-37,0.000,
2011/12/19,16.70,16.70,16.60,16.70,1.05,6.7093,15.9300,15.9450,16.2475,,,2285,700,14369.0000,14396.6000,14452.9000,99.0000,45.2000,40.6000,5217,5253,5287,0,0,0,0,0,0,5217,5253,5287,-10919,-833,0.000,
2011/12/20,16.80,16.80,16.50,16.55,-0.15,-0.8982,16.1400,15.9950,16.2025,,,1750,983,14131.0000,14341.4000,14410.0000,145.0000,68.8000,51.5000,5168,5231,5271,0,0,0,5,1,0,5173,5232,5272,-10724,195,0.000,
2011/12/21,16.90,17.40,16.90,17.25,0.70,4.2296,16.3700,16.1050,16.2525,,,1824,1263,14137.0000,14290.0000,14370.9000,165.0000,94.2000,63.9000,5182,5213,5256,0,0,0,0,1,0,5182,5214,5256,-9697,1027,0.000,
2011/12/22,17.25,17.25,16.75,16.75,-0.50,-2.8986,16.5800,16.1750,16.2975,,,862,1397,14175.0000,14250.0000,14330.1000,152.0000,118.4000,75.0000,5213,5204,5244,0,0,0,0,1,0,5213,5205,5245,-9941,-244,0.000,
2011/12/23,16.90,17.45,16.90,17.10,0.35,2.0896,16.8700,16.3100,16.3475,,,1686,1681,14152.0000,14192.8000,14299.3000,163.0000,144.8000,88.1000,5333,5224,5248,0,0,0,0,1,0,5333,5225,5248,-9138,803,0.000,
2011/12/26,17.50,17.70,17.25,17.40,0.30,1.7544,17.0100,16.4700,16.4075,,,1255,1475,14143.0000,14147.6000,14272.1000,176.0000,160.2000,102.7000,5380,5256,5254,0,0,0,0,1,0,5380,5257,5255,-9267,-129,0.000,
2011/12/27,17.45,18.60,17.45,18.60,1.20,6.8966,17.4200,16.7800,16.5075,,,4448,2015,14737.0000,14268.8000,14305.1000,699.0000,271.0000,169.9000,5401,5303,5267,0,0,0,1,0,1,5402,5303,5268,-9463,-196,0.000,
2011/12/28,18.90,19.20,18.50,18.50,-0.10,-0.5376,17.6700,17.0200,16.6100,,,4712,2592,14532.0000,14347.8000,14318.9000,854.0000,408.8000,251.5000,5373,5341,5277,0,0,0,0,0,1,5373,5341,5278,-9518,-55,0.000,
2011/12/29,18.35,19.30,18.20,19.10,0.60,3.2432,18.1400,17.3600,16.7125,,,1967,2813,14577.0000,14428.2000,14339.1000,767.0000,531.8000,325.1000,5426,5384,5294,0,0,0,0,0,1,5426,5384,5294,-9460,58,0.000,
2011/12/30,19.10,19.40,18.55,18.55,-0.55,-2.8796,18.4300,17.6500,16.7900,,,1505,2777,14468.0000,14491.4000,14342.1000,590.0000,617.2000,381.0000,5398,5397,5310,0,0,0,0,0,1,5398,5397,5311,-9509,-49,0.000,
2012/01/02,18.35,18.80,18.35,18.50,-0.05,-0.2695,18.6500,17.8300,16.8875,,,1116,2749,14302.0000,14523.2000,14335.4000,540.0000,690.0000,425.1000,5473,5415,5336,93,19,9,0,0,1,5567,5434,5346,-10067,-558,0.000,
2012/01/03,18.80,19.05,18.50,18.80,0.30,1.6216,18.6900,18.0550,17.0250,,,1608,2181,14372.0000,14450.2000,14359.5000,544.0000,659.0000,465.0000,5536,5442,5372,93,37,19,0,0,0,5630,5480,5391,-9497,570,0.000,
2012/01/04,19.00,19.15,18.80,18.80,0.00,0.00,18.7500,18.2100,17.1575,,,1335,1506,14181.0000,14380.0000,14363.9000,543.0000,596.8000,502.8000,5552,5478,5409,93,56,28,0,0,0,5646,5534,5438,-9291,206,0.000,
2012/01/05,19.05,19.05,18.65,18.80,0.00,0.00,18.6900,18.4150,17.2950,,,929,1298,14327.0000,14330.0000,14379.1000,533.0000,550.0000,540.9000,5578,5508,5446,93,75,37,7,1,1,5679,5585,5484,-8986,305,0.000,
2012/01/06,18.80,18.90,18.50,18.60,-0.20,-1.0638,18.7000,18.5650,17.4375,,,1133,1224,14255.0000,14287.4000,14389.4000,424.0000,516.8000,567.0000,5683,5565,5481,93,94,47,0,1,1,5777,5660,5529,-9139,-153,0.000,
2012/01/09,18.60,18.90,18.60,18.60,0.00,0.00,18.7200,18.6850,17.5775,,,1346,1270,14119.0000,14250.8000,14387.0000,389.0000,486.6000,588.3000,5778,5626,5521,93,94,56,0,1,1,5872,5721,5578,-9448,-309,0.000,
2012/01/10,18.90,19.10,18.55,18.55,-0.05,-0.2688,18.6700,18.6800,17.7300,,,2033,1355,13971.0000,14170.6000,14310.4000,326.0000,443.0000,551.0000,5946,5708,5575,93,94,66,0,1,1,6040,5803,5642,-9032,416,0.000,
2012/01/11,18.55,18.65,18.30,18.35,-0.20,-1.0782,18.5800,18.6650,17.8425,,,1054,1299,14011.0000,14136.6000,14258.3000,276.0000,389.6000,493.2000,5847,5767,5623,93,94,75,0,1,1,5941,5862,5698,-9013,19,0.000,
2012/01/12,18.35,18.50,17.90,17.90,-0.45,-2.4523,18.4000,18.5450,17.9525,,,839,1281,14172.0000,14105.6000,14217.8000,218.0000,326.6000,438.3000,5845,5821,5665,93,94,84,16,3,2,5955,5918,5751,-9379,-366,0.000,
2012/01/13,17.95,18.10,17.00,17.10,-0.80,-4.4693,18.1000,18.4000,18.0250,,,1421,1338,13918.0000,14038.2000,14162.8000,124.0000,266.6000,391.7000,5866,5857,5711,93,94,94,18,7,4,5978,5958,5809,-9776,-397,0.000,
2012/01/16,17.50,17.55,17.10,17.35,0.25,1.462,17.8500,18.2850,18.0575,,,774,1224,13820.0000,13978.4000,14114.6000,147.0000,218.2000,352.4000,5811,5864,5745,93,94,94,19,11,6,5924,5968,5845,-9717,59,0.000,
2012/01/17,17.50,17.90,17.45,17.80,0.45,2.5937,17.7000,18.1850,18.1200,,,643,946,13782.0000,13940.6000,14055.6000,152.0000,183.4000,313.2000,5815,5838,5773,93,94,94,0,11,6,5909,5942,5873,-8963,754,0.000,
