日期,開盤,最高,最低,收盤,漲跌,漲跌%," 均價5"," 均價10"," 均價20"," 均價60"," 均價120"," 成交量"," 均量5"," 融資張數"," 均量5"," 均量10"," 融券張數"," 均量5"," 均量10"," 騰落指標"," 騰落指標"," 外資庫存"," 均量5"," 均量10"," 投信庫存"," 均量5"," 均量10"," 自營商庫存"," 均量5"," 均量10"," 法人庫存"," 均量5"," 均量10"," 未平倉量",
2012/03/23,156.00,157.00,155.50,156.00,0.00,0.00,,,,,,124,,783.0000,,,77.0000,,,-6364,-6364,116917,,,2597,,,13,,,119527,,,0.000,
2012/03/26,156.00,156.50,154.50,155.00,-1.00,-0.641,,,,,,125,,780.0000,,,83.0000,,,-6407,-43,116920,,,2597,,,0,,,119517,,,0.000,
2012/03/27,155.00,155.00,153.00,153.50,-1.50,-0.9677,,,,,,207,,740.0000,,,80.0000,,,-6625,-218,116923,,,2615,,,12,,,119550,,,0.000,
2012/03/28,153.50,155.00,153.00,153.50,0.00,0.00,,,,,,167,,741.0000,,,77.0000,,,-6763,-138,116923,,,2615,,,11,,,119549,,,0.000,
2012/03/29,152.50,154.00,151.00,152.00,-1.50,-0.9772,154.0000,,,,,146,153,716.0000,752.0000,,76.0000,78.6000,,-7343,-580,116923,116921,,2615,2608,,39,15,,119577,119545,,0.000,
2012/03/30,150.50,155.00,149.50,155.00,3.00,1.9737,153.8000,,,,,620,253,712.0000,737.8000,,73.0000,77.8000,,-7078,265,116945,116927,,2565,2602,,9,14,,119519,119543,,0.000,
2012/04/02,155.00,158.00,154.00,157.00,2.00,1.2903,154.2000,,,,,317,291,689.0000,719.6000,,73.0000,75.8000,,-7244,-166,116915,116926,,2566,2596,,17,18,,119498,119539,,0.000,
2012/04/03,157.00,157.00,150.00,150.50,-6.50,-4.1401,153.6000,,,,,344,318,685.0000,708.6000,,73.0000,74.4000,,-7783,-539,116751,116892,,2566,2586,,2,16,,119319,119493,,0.000,
2012/04/05,147.00,147.50,143.00,146.00,-4.50,-2.99,152.1000,,,,,486,382,407.0000,641.8000,,73.0000,73.6000,,-8189,-406,116766,116860,,2730,2609,,0,13,,119496,119483,,0.000,
2012/04/06,147.00,152.50,147.00,151.00,5.00,3.4247,151.9000,152.9500,,,,255,404,382.0000,575.0000,663.5000,74.0000,73.2000,75.9000,-7671,518,116787,116833,116877,2785,2643,2626,0,6,10,119572,119482,119513,0.000,
2012/04/09,150.00,152.00,148.00,150.50,-0.50,-0.3311,151.0000,152.4000,,,,149,310,366.0000,505.8000,621.8000,75.0000,73.6000,75.7000,-7882,-211,116785,116801,116864,2835,2697,2649,1,4,9,119621,119502,119523,0.000,
2012/04/10,151.00,154.00,150.50,151.00,0.50,0.3322,149.8000,152.0000,,,,251,297,357.0000,439.4000,579.5000,61.0000,71.2000,73.5000,-7633,249,116748,116768,116847,2885,2761,2678,4,1,10,119637,119530,119535,0.000,
2012/04/11,151.00,152.00,150.50,151.00,0.00,0.00,149.9000,151.7500,,,,69,242,357.0000,373.8000,541.2000,55.0000,67.6000,71.0000,-7586,47,116740,116765,116828,2870,2822,2704,3,2,9,119613,119589,119541,0.000,
2012/04/12,149.00,150.50,148.00,149.00,-2.00,-1.3245,150.5000,151.3000,,,,151,175,364.0000,365.2000,503.5000,24.0000,57.8000,65.7000,-7438,148,116729,116758,116809,2820,2840,2724,0,2,8,119549,119599,119541,0.000,
2012/04/13,149.00,151.50,149.00,149.50,0.50,0.3356,150.2000,151.0500,,,,142,152,369.0000,362.6000,468.8000,1.0000,43.2000,58.2000,-7027,411,116715,116744,116788,2820,2847,2745,0,2,4,119535,119592,119537,0.000,
2012/04/16,147.50,149.00,147.00,147.50,-2.00,-1.3378,149.6000,150.3000,,,,58,134,365.0000,362.4000,434.1000,0.0000,28.2000,50.9000,-7279,-252,116712,116729,116765,2820,2844,2770,11,4,4,119543,119576,119539,0.000,
2012/04/17,146.00,146.50,144.00,144.50,-3.00,-2.0339,148.3000,149.0500,,,,236,131,355.0000,362.0000,400.7000,0.0000,16.0000,43.6000,-7715,-436,116595,116698,116733,2820,2831,2796,15,6,4,119430,119535,119532,0.000,
2012/04/18,145.00,145.50,141.00,141.50,-3.00,-2.0761,146.4000,148.1500,,,,281,173,337.0000,358.0000,365.9000,0.0000,5.0000,36.3000,-7835,-120,116503,116651,116708,2800,2817,2819,3,6,4,119306,119474,119531,0.000,
2012/04/19,141.00,144.50,140.00,140.50,-1.00,-0.7067,144.7000,147.6000,,,,224,188,362.0000,357.6000,361.4000,30.0000,6.2000,32.0000,-8000,-165,116504,116606,116682,2800,2813,2826,0,6,4,119304,119425,119512,0.000,
2012/04/20,140.50,141.50,139.50,140.00,-0.50,-0.3559,142.8000,146.5000,149.7250,,,313,222,357.0000,355.2000,358.9000,52.0000,16.4000,29.8000,-8385,-385,116392,116541,116643,2750,2799,2823,0,6,4,119142,119346,119469,0.000,
2012/04/23,140.00,144.50,138.00,144.50,4.50,3.2143,142.2000,145.9000,149.1500,,,291,269,330.0000,348.2000,355.3000,55.0000,27.4000,27.8000,-8755,-370,116414,116482,116605,2750,2785,2814,0,4,4,119164,119270,119423,0.000,
2012/04/24,144.50,144.50,140.50,142.00,-2.50,-1.7301,141.7000,145.0000,148.5000,,,450,311,343.0000,345.8000,353.9000,55.0000,38.4000,27.2000,-8783,-28,116413,116445,116572,2540,2729,2780,0,1,3,118953,119175,119355,0.000,
2012/04/25,142.00,143.50,140.50,142.50,0.50,0.3521,141.9000,144.1500,147.9500,,,265,308,329.0000,344.2000,351.1000,56.0000,49.6000,27.3000,-8428,355,116483,116441,116546,2410,2651,2734,0,0,3,118893,119092,119283,0.000,
2012/04/26,142.50,142.50,141.00,141.50,-1.00,-0.7018,142.1000,143.4000,147.3500,,,278,319,348.0000,341.4000,349.5000,56.0000,54.8000,30.5000,-8618,-190,116490,116439,116522,2256,2542,2677,0,0,3,118746,118981,119203,0.000,
2012/04/27,143.00,143.00,140.50,141.50,0.00,0.00,142.4000,142.6000,146.8250,,,219,300,342.0000,338.4000,346.8000,58.0000,56.0000,36.2000,-8912,-294,116493,116459,116500,2174,2427,2613,0,0,3,118667,118886,119116,0.000,
2012/04/30,141.50,142.50,138.50,139.00,-2.50,-1.7668,141.3000,141.7500,146.0250,,,225,287,343.0000,341.0000,344.6000,60.0000,57.0000,42.2000,-8893,19,116489,116474,116478,2075,2292,2538,1,0,2,118565,118766,119018,0.000,
2012/05/02,137.50,143.00,137.50,142.50,3.50,2.518,141.4000,141.5500,145.3000,,,224,242,339.0000,340.2000,343.0000,63.0000,58.6000,48.5000,-8392,501,116521,116495,116470,2025,2189,2459,0,0,0,118546,118684,118930,0.000,
2012/05/03,143.00,143.00,141.00,142.50,0.00,0.00,141.4000,141.6500,144.9000,,,51,199,337.0000,341.8000,343.0000,62.0000,59.8000,54.7000,-8502,-110,116530,116505,116473,2025,2112,2381,0,0,0,118555,118617,118854,0.000,
2012/05/04,143.00,147.00,143.00,145.00,2.50,1.7544,142.1000,142.1000,144.8500,,,316,207,333.0000,338.8000,340.1000,34.0000,55.4000,55.1000,-8253,249,116655,116538,116488,2024,2065,2304,2,1,0,118681,118604,118792,0.000,
2012/05/07,145.00,145.00,141.50,143.50,-1.50,-1.0345,142.5000,142.4500,144.4750,,,152,193,348.0000,340.0000,339.2000,33.0000,50.4000,53.2000,-8588,-335,116696,116578,116519,2024,2035,2231,0,1,0,118720,118614,118750,0.000,
2012/05/08,143.50,144.50,142.50,144.50,1.00,0.6969,143.6000,142.4500,144.1750,,,55,159,344.0000,340.2000,340.6000,33.0000,45.0000,51.0000,-8531,57,116711,116623,116548,2024,2025,2158,5,1,1,118740,118649,118708,0.000,
2012/05/09,143.50,144.50,143.00,144.50,0.00,0.00,144.0000,142.7000,143.8500,,,52,125,341.0000,340.6000,340.4000,33.0000,39.0000,48.8000,-8789,-258,116725,116664,116580,2024,2025,2107,7,3,2,118756,118691,118688,0.000,
2012/05/10,144.00,146.50,143.50,146.50,2.00,1.3841,144.8000,143.1000,143.6250,,,172,149,328.0000,338.8000,340.3000,35.0000,33.6000,46.7000,-8979,-190,116795,116717,116611,2024,2025,2068,0,3,2,118819,118744,118680,0.000,
2012/05/11,146.50,149.00,145.00,148.50,2.00,1.3652,145.5000,143.8000,143.6000,,,184,123,316.0000,335.4000,337.1000,40.0000,34.8000,45.1000,-9300,-321,116922,116770,116654,2024,2025,2045,10,4,2,118957,118799,118702,0.000,
2012/05/14,148.50,148.50,146.50,147.00,-1.50,-1.0101,146.2000,144.3500,143.4750,,,45,101,338.0000,333.4000,336.7000,40.0000,36.2000,43.3000,-9522,-222,116918,116815,116697,2024,2025,2030,14,7,4,118957,118847,118730,0.000,
2012/05/15,145.00,145.00,143.00,143.50,-3.50,-2.381,146.0000,144.8000,143.2750,,,50,100,323.0000,329.2000,334.7000,37.0000,37.0000,41.0000,-9555,-33,116912,116855,116739,2024,2025,2025,13,9,5,118950,118889,118769,0.000,
2012/05/16,143.50,143.50,141.00,141.00,-2.50,-1.7422,145.3000,144.6500,143.1000,,,65,103,302.0000,321.4000,331.0000,37.0000,37.8000,38.4000,-9956,-401,116908,116892,116778,2024,2025,2025,14,10,6,118947,118927,118809,0.000,
2012/05/17,141.00,142.50,141.00,142.50,1.50,1.0638,144.5000,144.6500,143.1500,,,28,74,298.0000,315.4000,327.1000,37.0000,38.2000,35.9000,-9700,256,116913,116915,116816,2024,2025,2025,13,13,8,118951,118953,118849,0.000,
2012/05/18,141.50,141.50,140.00,140.50,-2.00,-1.4035,142.9000,144.2000,143.1500,,,118,61,309.0000,314.0000,324.7000,37.0000,37.6000,36.2000,-10235,-535,116909,116913,116841,2024,2025,2025,10,13,9,118944,118950,118875,0.000,
2012/05/21,142.00,142.00,140.50,140.50,0.00,0.00,141.6000,143.9000,143.1750,,,19,56,298.0000,306.0000,319.7000,39.0000,37.4000,36.8000,-10120,115,116911,116911,116863,2024,2025,2025,0,10,9,118936,118946,118896,0.000,
2012/05/22,142.00,142.50,141.50,142.00,1.50,1.0676,141.3000,143.6500,143.0500,,,24,50,294.0000,300.2000,314.7000,39.0000,37.8000,37.4000,-9727,393,116903,116910,116882,2024,2025,2025,0,7,8,118928,118942,118915,0.000,
2012/05/23,143.00,143.00,140.50,141.50,-0.50,-0.3521,141.4000,143.3500,143.0250,,,14,40,294.0000,298.6000,310.0000,39.0000,38.2000,38.0000,-10102,-375,116898,116908,116900,2024,2025,2025,9,6,8,118932,118939,118933,0.000,
2012/05/24,140.50,141.50,140.00,140.50,-1.00,-0.7067,141.0000,142.7500,142.9250,,,46,44,292.0000,297.4000,306.4000,39.0000,38.6000,38.4000,-10471,-369,116895,116904,116910,2013,2023,2024,0,4,8,118909,118930,118942,0.000,
2012/05/25,140.50,141.00,140.00,140.50,0.00,0.00,141.0000,141.9500,142.8750,,,50,30,288.0000,293.2000,303.6000,40.0000,39.2000,38.4000,-10695,-224,116894,116901,116907,2003,2018,2022,10,4,8,118908,118923,118937,0.000,
2012/05/28,140.00,141.00,140.00,140.50,0.00,0.00,141.0000,141.3000,142.8250,,,22,31,289.0000,291.4000,298.7000,40.0000,39.4000,38.4000,-10527,168,116896,116898,116905,1993,2012,2018,8,5,8,118898,118916,118931,0.000,
2012/05/29,142.50,144.00,142.50,144.00,3.50,2.4911,141.4000,141.3500,143.0750,,,57,37,289.0000,290.4000,295.3000,40.0000,39.6000,38.7000,-9955,572,116915,116900,116905,1993,2006,2015,5,6,7,118914,118913,118927,0.000,
2012/05/30,144.00,144.00,142.00,142.50,-1.50,-1.0417,141.6000,141.5000,143.0750,,,39,42,291.0000,289.8000,294.2000,40.0000,39.8000,39.0000,-10166,-211,116934,116908,116908,1983,1998,2011,0,5,6,118918,118910,118924,0.000,
2012/05/31,141.00,143.00,140.00,143.00,0.50,0.3509,142.1000,141.5500,143.1000,,,37,41,295.0000,290.4000,293.9000,40.0000,40.0000,39.3000,-10139,27,116945,116918,116911,1983,1992,2007,0,5,4,118929,118914,118922,0.000,
