日期,開盤,最高,最低,收盤,漲跌,漲跌%," 均價5"," 均價10"," 均價20"," 均價60"," 均價120"," 成交量"," 均量5"," 融資張數"," 均量5"," 均量10"," 融券張數"," 均量5"," 均量10"," 騰落指標"," 騰落指標"," 外資庫存"," 均量5"," 均量10"," 投信庫存"," 均量5"," 均量10"," 自營商庫存"," 均量5"," 均量10"," 法人庫存"," 均量5"," 均量10"," 未平倉量",
2011/10/12,38.70,38.95,38.25,38.80,0.00,0.00,,,,,,1911.0000,,10523.0000,,,218.0000,,,-5608,-5608,37895,,,13265,,,443,,,51603,,,0.000,
2011/10/13,39.15,39.30,38.50,38.55,-0.25,-0.6443,,,,,,1644.0000,,10391.0000,,,243.0000,,,-5281,327,37841,,,13265,,,446,,,51552,,,0.000,
2011/10/14,38.00,38.00,37.10,37.60,-0.95,-2.4643,,,,,,2501.0000,,10364.0000,,,232.0000,,,-5542,-261,37449,,,13011,,,714,,,51174,,,0.000,
2011/10/17,37.80,38.60,37.75,38.40,0.80,2.1277,,,,,,1674.0000,,10422.0000,,,221.0000,,,-5072,470,37485,,,13010,,,950,,,51446,,,0.000,
2011/10/18,37.60,38.05,37.50,38.00,-0.40,-1.0417,38.2700,,,,,995.0000,1745.0000,10546.0000,10449.2000,,209.0000,224.6000,,-5577,-505,37506,37636,,13011,13113,,989,708,,51506,51457,,0.000,
2011/10/19,38.20,38.50,37.70,37.80,-0.20,-0.5263,38.0700,,,,,1074.0000,1577.6000,10370.0000,10418.6000,,172.0000,215.4000,,-5640,-63,37381,37533,,13011,13062,,987,817,,51379,51412,,0.000,
2011/10/20,38.00,38.00,37.45,37.60,-0.20,-0.5291,37.8800,,,,,798.0000,1408.4000,10400.0000,10420.4000,,168.0000,200.4000,,-6153,-513,37425,37449,,13011,13011,,991,926,,51427,51387,,0.000,
2011/10/21,37.60,37.60,36.80,37.05,-0.55,-1.4628,37.7700,,,,,1483.0000,1204.8000,10624.0000,10472.4000,,130.0000,180.0000,,-6129,24,37464,37452,,12561,12921,,990,982,,51015,51355,,0.000,
2011/10/24,37.50,37.70,36.90,37.30,0.25,0.6748,37.5500,,,,,3055.0000,1481.0000,10958.0000,10579.6000,,264.0000,188.6000,,-5433,696,37533,37462,,12432,12806,,1001,992,,50966,51259,,0.000,
2011/10/25,37.50,38.20,37.45,37.90,0.60,1.6086,37.5300,37.9000,,,,1759.0000,1633.8000,10802.0000,10630.8000,10540.0000,255.0000,197.8000,211.2000,-5397,36,37616,37484,37560,12432,12690,12901,1002,994,851,51051,51168,51313,0.000,
2011/10/26,37.50,38.65,37.50,38.55,0.65,1.715,37.6800,37.8750,,,,2034.0000,1825.8000,10701.0000,10697.0000,10557.8000,285.0000,220.4000,217.9000,-5258,139,37749,37558,37545,12432,12574,12818,1007,998,908,51189,51130,51271,0.000,
2011/10/27,39.20,40.50,38.70,40.30,1.75,4.5396,38.2200,38.0500,,,,5271.0000,2720.4000,11090.0000,10835.0000,10627.7000,249.0000,236.6000,218.5000,-4903,355,37604,37594,37521,12897,12551,12781,1042,1009,967,51544,51154,51270,0.000,
2011/10/28,42.00,42.30,40.55,40.55,0.25,0.6203,38.9200,38.3450,,,,6237.0000,3671.2000,10004.0000,10711.0000,10591.7000,256.0000,261.8000,220.9000,-4927,-24,37286,37558,37505,15207,13081,13001,1121,1035,1008,53616,51674,51514,0.000,
2011/10/31,41.20,42.05,40.75,41.00,0.45,1.1097,39.6600,38.6050,,,,3655.0000,3791.2000,9883.0000,10496.0000,10537.8000,569.0000,322.8000,255.7000,-5172,-245,37481,37548,37505,15457,13686,13246,1203,1075,1034,54143,52309,51784,0.000,
2011/11/01,40.60,41.20,40.40,40.80,-0.20,-0.4878,40.2400,38.8850,,,,3665.0000,4172.4000,9728.0000,10281.2000,10456.0000,327.0000,337.2000,267.5000,-4973,199,36361,37297,37390,15993,14398,13544,1206,1116,1055,53562,52811,51990,0.000,
2011/11/02,39.50,40.80,39.20,40.70,-0.10,-0.2451,40.6700,39.1750,,,,2174.0000,4200.4000,9600.0000,10061.0000,10379.0000,287.0000,337.6000,279.0000,-5204,-231,36427,37032,37295,15705,15052,13813,1219,1159,1079,53353,53244,52187,0.000,
2011/11/03,40.70,40.70,39.40,39.50,-1.20,-2.9484,40.5100,39.3650,,,,2095.0000,3565.2000,9478.0000,9738.6000,10286.8000,277.0000,343.2000,289.9000,-5742,-538,35923,36696,37145,15530,15579,14065,1412,1233,1121,52867,53508,52331,0.000,
2011/11/04,40.10,41.40,40.10,41.20,1.70,4.3038,40.6400,39.7800,,,,3906.0000,3099.0000,9298.0000,9597.4000,10154.2000,280.0000,348.0000,304.9000,-5017,725,35856,36410,36984,16921,15922,14501,1431,1295,1165,54210,53627,52650,0.000,
2011/11/07,41.30,42.30,41.10,42.20,1.00,2.4272,40.8800,40.2700,,,,3379.0000,3043.8000,8888.0000,9398.4000,9947.2000,302.0000,294.6000,308.7000,-4940,77,35621,36038,36793,17721,16375,15030,1618,1378,1227,54962,53791,53050,0.000,
2011/11/08,42.35,42.90,41.70,41.80,-0.40,-0.9479,41.0800,40.6600,39.2800,,,2577.0000,2826.2000,8676.0000,9188.0000,9734.6000,267.0000,282.6000,309.9000,-5069,-129,35324,35831,36564,18287,16833,15616,1671,1471,1294,55284,54135,53473,0.000,
2011/11/09,42.05,43.05,42.05,42.45,0.65,1.555,41.4300,41.0500,39.4625,,,3846.0000,3160.6000,8836.0000,9035.2000,9548.1000,391.0000,303.4000,320.5000,-5322,-253,35405,35626,36329,18767,17446,16249,1689,1565,1362,55862,54637,53941,0.000,
2011/11/10,41.00,41.00,39.50,39.50,-2.95,-6.9494,41.4300,40.9700,39.5100,,,9451.0000,4631.8000,9644.0000,9068.4000,9403.5000,272.0000,302.4000,322.8000,-6129,-807,32012,34844,35770,18054,17951,16765,2098,1702,1468,52165,54497,54003,0.000,
2011/11/11,39.50,39.75,38.05,39.50,0.00,0.00,41.0900,40.8650,39.6050,,,5502.0000,4951.0000,9559.0000,9120.6000,9359.0000,295.0000,305.4000,326.7000,-5912,217,28894,33452,34931,18464,18259,17091,2093,1835,1565,49452,53546,53586,0.000,
2011/11/14,39.95,40.30,39.45,39.85,0.35,0.8861,40.6200,40.7500,39.6775,,,1524.0000,4580.0000,9501.0000,9243.2000,9320.8000,304.0000,305.8000,300.2000,-5250,662,29071,32141,34090,18464,18408,17391,2091,1929,1654,49627,52479,53135,0.000,
2011/11/15,39.90,40.00,38.90,39.20,-0.65,-1.6311,40.1000,40.5900,39.7375,,,1282.0000,4321.0000,9587.0000,9425.4000,9306.7000,294.0000,311.2000,296.9000,-5649,-399,29158,30908,33369,18092,18369,17601,2092,2013,1742,49343,51290,52713,0.000,
2011/11/16,39.50,39.70,38.65,38.90,-0.30,-0.7653,39.3900,40.4100,39.7925,,,1437.0000,3839.2000,9490.0000,9556.2000,9295.7000,305.0000,294.0000,298.7000,-6218,-569,29746,29777,32701,18092,18234,17840,2085,2093,1829,49925,50103,52370,0.000,
2011/11/17,38.70,38.85,38.15,38.75,-0.15,-0.3856,39.2400,40.3350,39.8500,,,1335.0000,2216.0000,9460.0000,9519.4000,9293.9000,287.0000,297.0000,299.7000,-6274,-56,30101,29394,32119,17742,18171,18061,2086,2090,1896,49931,49656,52076,0.000,
2011/11/18,38.35,38.35,36.90,37.00,-1.75,-4.5161,38.7400,39.9150,39.8475,,,2584.0000,1632.4000,9475.0000,9502.6000,9311.6000,272.0000,292.4000,298.9000,-6877,-603,29940,29604,31528,17208,17920,18090,1916,2055,1945,49066,49579,51562,0.000,
2011/11/21,34.45,34.45,34.45,34.45,-2.55,-6.8919,37.6600,39.1400,39.7050,,,1293.0000,1586.2000,9650.0000,9532.4000,9387.8000,265.0000,284.6000,295.2000,-7777,-900,29565,29703,30922,17209,17669,18038,0,1636,1783,46775,49008,50743,0.000,
2011/11/22,32.05,33.00,32.05,32.05,-2.40,-6.9666,36.2300,38.1650,39.4125,,,7087.0000,2747.2000,9872.0000,9589.4000,9507.4000,238.0000,273.4000,292.3000,-8356,-579,29805,29832,30370,15994,17249,17809,1370,1492,1753,47171,48574,49932,0.000,
2011/11/23,31.50,32.15,31.00,31.60,-0.45,-1.4041,34.7700,37.0800,39.0650,,,3748.0000,3209.4000,9432.0000,9577.8000,9567.0000,192.0000,250.8000,272.4000,-9154,-798,30303,29944,29860,14680,16567,17400,1166,1308,1700,46151,47819,48961,0.000,
2011/11/24,31.10,33.00,31.10,32.40,0.80,2.5316,33.5000,36.3700,38.6700,,,4370.0000,3816.4000,9723.0000,9630.4000,9574.9000,376.0000,268.6000,282.8000,-8870,284,30597,30043,29719,14568,15932,17052,676,1026,1558,45843,47001,48329,0.000,
2011/11/25,33.70,33.70,30.75,31.00,-1.40,-4.321,32.3000,35.5200,38.1925,,,3209.0000,3941.4000,9989.0000,9733.2000,9617.9000,351.0000,284.4000,288.4000,-9191,-321,30304,30116,29860,13697,15230,16575,616,766,1411,44619,46112,47845,0.000,
