日期,開盤,最高,最低,收盤,漲跌,漲跌%," 均價5"," 均價10"," 均價20"," 均價60"," 均價120"," 成交量"," 均量5"," 融資張數"," 均量5"," 均量10"," 融券張數"," 均量5"," 均量10"," 外資庫存"," 均量5"," 均量10"," 投信庫存"," 均量5"," 均量10"," 自營商庫存"," 均量5"," 均量10"," 法人庫存"," 均量5"," 均量10"," 騰落指標"," 騰落指標"," 未平倉量",
2011/11/08,34.00,34.00,33.05,33.05,0.00,0.00,,,,,,2018,,30646.0000,,,931.0000,,,13732,,,115,,,1013,,,14862,,,-5069,-5069,0.000,
2011/11/09,33.85,34.05,33.20,33.20,0.15,0.4539,,,,,,2228,,30706.0000,,,986.0000,,,13089,,,115,,,972,,,14178,,,-5322,-253,0.000,
2011/11/10,32.20,32.50,30.90,30.90,-2.30,-6.9277,,,,,,2917,,30433.0000,,,666.0000,,,12645,,,115,,,936,,,13698,,,-6129,-807,0.000,
2011/11/11,31.00,31.20,29.45,30.10,-0.80,-2.589,,,,,,2278,,30352.0000,,,584.0000,,,12608,,,115,,,875,,,13600,,,-5912,217,0.000,
2011/11/14,30.85,31.40,30.65,31.10,1.00,3.3223,31.6700,,,,,1263,2140,30232.0000,30473.8000,,617.0000,756.8000,,12611,12938,,116,116,,889,938,,13618,13991,,-5250,662,0.000,
2011/11/15,31.00,31.25,30.55,30.90,-0.20,-0.6431,31.2400,,,,,672,1871,30223.0000,30389.2000,,613.0000,693.2000,,12678,12727,,116,116,,894,914,,13690,13757,,-5649,-399,0.000,
2011/11/16,31.05,31.45,30.60,30.85,-0.05,-0.1618,30.7700,,,,,803,1586,30318.0000,30311.6000,,573.0000,610.6000,,12673,12644,,116,116,,900,900,,13691,13660,,-6218,-569,0.000,
2011/11/17,30.50,31.00,30.50,30.65,-0.20,-0.6483,30.7200,,,,,539,1111,30412.0000,30307.4000,,602.0000,597.8000,,12749,12665,,88,111,,863,885,,13702,13660,,-6274,-56,0.000,
2011/11/18,30.65,30.70,29.80,30.05,-0.60,-1.9576,30.7100,,,,,966,848,30507.0000,30338.4000,,529.0000,586.8000,,12739,12691,,88,105,,828,876,,13657,13672,,-6877,-603,0.000,
2011/11/21,30.05,30.15,27.95,27.95,-2.10,-6.9884,30.0800,30.8750,,,,2635,1123,29844.0000,30260.8000,30367.3000,453.0000,554.0000,655.4000,12694,12707,12823,88,100,108,759,850,894,13543,13657,13824,-7777,-900,0.000,
2011/11/22,27.10,27.70,26.00,26.00,-1.95,-6.9767,29.1000,30.1700,,,,1828,1354,28703.0000,29956.8000,30173.0000,396.0000,510.6000,601.9000,12735,12719,12723,89,94,105,731,817,865,13557,13630,13694,-8356,-579,0.000,
2011/11/23,24.50,25.80,24.20,24.20,-1.80,-6.9231,27.7700,29.2700,,,,4337,2061,26997.0000,29292.6000,29802.1000,342.0000,464.4000,537.5000,12892,12763,12703,78,87,101,648,767,833,13620,13616,13638,-9154,-798,0.000,
