,布腹,祇,基,程蔼基,程基,p0,p1,p2
0,6621,2017,2017,27.90,17.59,0.59,0.42,-0.14
1,6621,2018,2018,24.93,11.21,1.22,0.36,7.30
2,6621,2019,2019,15.21,8.58,0.77,9.84,1.61
3,6621,2020,2020,93.00,6.19,14.02,2.62,1.11
4,6621,2021,2021,22.40,10.80,1.07,0.21,
5,6621,2022,2022,13.05,10.90,0.20,,
