,布腹,祇,基,程蔼基,程基,p0,p1,p2
0,6611,2016,2016,28.00,21.66,0.29,0.45,-0.45
1,6611,2017,2017,31.47,9.79,2.21,0.21,0.50
2,6611,2018,2018,11.82,3.86,2.06,2.81,13.46
3,6611,2019,2019,14.69,4.75,2.09,10.75,1.28
4,6611,2020,2020,55.80,1.65,32.82,5.58,15.88
5,6611,2021,2021,10.85,6.56,0.65,3.25,
6,6611,2022,2022,27.85,7.10,2.92,,
