,布腹,祇,基,程蔼基,程基,p0,p1,p2
0,8266,2012,2012,8.50,1.19,6.14,3.87,52.78
1,8266,2013,2013,5.79,1.70,2.41,36.65,34.47
2,8266,2014,2014,64.00,4.10,14.61,13.71,5.83
3,8266,2015,2015,60.30,20.00,2.02,0.40,
4,8266,2016,2016,28.00,20.00,0.40,,
