,股票代號,股票名稱,股利發放年度,股價年度,年度最高價,年度最低價,p0,p1,p2
0,6517,保勝光學,2015,2015,35.49,7.92,3.48,0.69,-0.03
1,6517,保勝光學,2016,2016,13.35,6.31,1.12,0.22,4.82
2,6517,保勝光學,2017,2017,7.70,2.95,1.61,11.46,12.32
3,6517,保勝光學,2021,2021,36.75,16.50,1.23,1.38,
4,6517,保勝光學,2022,2022,39.30,29.05,0.35,,
