"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","15.45","7.23","1.30",
"1102","亞泥","8.98","10.64","1.25",
"1103","嘉泥","13.91","7.81","0.61",
"1104","環泥","17.74","6.18","0.68",
"1108","幸福","17.29","4.13","0.57",
"1109","信大","18.41","6.17","0.58",
"1110","東泥","23.62","4.34","0.65",
"1201","味全","20.57","0.00","2.26",
"1203","味王","48.80","0.00","0.79",
"1210","大成","9.25","7.58","1.34",
"1213","大飲","78.56","0.00","0.62",
"1215","卜蜂","8.33","8.70","1.02",
"1216","統一","12.54","8.82","1.81",
"1217","愛之味","-","0.00","0.70",
"1218","泰山","22.82","0.00","0.67",
"1219","福壽","10.24","6.51","0.60",
"1220","台榮","-","0.00","0.57",
"1225","福懋油","7.53","3.57","0.57",
"1227","佳格","9.39","4.17","1.40",
"1229","聯華","7.73","10.21","0.62",
"1231","聯華食","12.78","6.80","0.60",
"1232","大統益","5.97","10.46","1.53",
"1233","天仁","15.45","5.49","1.92",
"1234","黑松","52.11","2.73","0.56",
"1235","興泰","16.94","4.52","2.43",
"1236","宏亞","7.41","10.57","0.89",
"1301","台塑","5.45","15.51","1.19",
"1303","南亞","6.70","18.98","1.10",
"1304","台聚","4.88","14.71","0.68",
"1305","華夏","7.79","0.00","0.65",
"1307","三芳","6.52","8.65","1.12",
"1308","亞聚","4.53","13.25","0.70",
"1309","台達化","66.88","9.35","0.35",
"1310","台苯","-","8.36","0.63",
"1312","國喬","14.50","0.00","0.35",
"1313","聯成","5.08","14.07","0.58",
"1314","中石化","645.00","9.30","0.51",
"1315","達新","10.92","7.74","0.70",
"1316","上曜","-","0.00","0.29",
"1319","東陽","6.01","7.49","0.58",
"1321","大洋","-","0.00","0.82",
"1323","永裕","8.33","8.65","0.67",
"1324","地球","57.53","0.00","0.72",
"1325","恆大","6.11","6.63","0.64",
"1326","台化","5.76","17.46","1.06",
"1402","遠東新","12.67","8.97","1.19",
"1409","新纖","18.04","4.43","0.43",
"1410","南染","-","0.00","0.74",
"1413","宏洲","-","0.00","0.29",
"1414","東和","-","0.00","0.27",
"1416","廣豐","-","0.00","0.50",
"1417","嘉裕","15.52","0.00","0.41",
"1418","東華","-","0.00","0.22",
"1419","新紡","276.00","1.81","0.94",
"1423","利華","-","12.69","0.28",
"1432","大魯閣","2.25","0.00","0.10",
"1434","福懋","7.79","18.50","0.62",
"1435","中福","200.00","0.00","0.45",
"1436","華友聯","-","0.00","0.69",
"1437","勤益控","-","2.47","0.46",
"1438","三地開發","-","0.00","1.56",
"1439","雋揚","50.95","0.00","0.73",
"1440","南紡","14.09","9.06","0.46",
"1441","大東","-","0.00","0.47",
"1442","名軒","5.02","0.00","0.98",
"1443","立益物流","-","0.00","0.24",
"1444","力麗","7.72","0.00","0.40",
"1445","大宇","12.57","9.09","0.37",
"1446","宏和","19.94","4.37","0.45",
"1447","力鵬","-","0.00","0.31",
"1449","佳和","-","0.00","0.23",
"1451","年興","9.01","18.29","0.46",
"1452","宏益","-","7.32","0.48",
"1453","大將","1.98","0.00","0.53",
"1454","台富","18.70","0.00","0.39",
"1455","集盛","13.76","7.52","0.33",
"1456","怡華","2.56","0.00","0.35",
"1457","宜進","14.58","0.00","0.29",
"1459","聯發","-","11.09","0.54",
"1460","宏遠","-","4.60","0.41",
"1463","強盛","-","0.00","0.27",
"1464","得力","-","4.08","0.44",
"1465","偉全","8.82","9.34","0.43",
"1466","聚隆","281.00","0.00","0.32",
"1467","南緯","-","11.90","0.46",
"1468","昶和","-","0.00","0.88",
"1469","理隆","-","0.00","0.81",
"1470","大統新創","21.11","0.00","1.07",
"1471","首利","-","1.07","0.65",
"1472","三洋實業","-","0.00","0.22",
"1473","台南","7.58","14.53","0.63",
"1474","弘裕","29.67","14.04","0.28",
"1475","業旺","-","0.00","0.41",
"1476","儒鴻","7.92","13.68","0.65",
"1477","聚陽","6.54","24.42","1.23",
"1503","士電","15.45","3.88","1.30",
"1504","東元","9.90","9.71","0.57",
"1506","正道","-","0.00","1.49",
"1507","永大","9.55","7.81","0.60",
"1512","瑞利","13.82","11.43","0.42",
"1513","中興電","12.62","9.09","1.04",
"1514","亞力","84.00","5.36","0.42",
"1515","力山","-","0.00","0.36",
"1516","川飛","-","0.00","2.36",
"1517","利奇","9.51","7.43","0.70",
"1519","華城","9.82","8.49","2.19",
"1521","大億","8.62","15.14","0.60",
"1522","堤維西","7.52","7.86","0.58",
"1523","開億","5.17","0.93","0.53",
"1524","耿鼎","15.20","4.39","0.51",
"1525","江申","6.43","8.40","0.44",
"1526","日馳","11.91","0.00","0.77",
"1527","鑽全","-","14.53","1.09",
"1528","恩德","9.38","23.21","0.50",
"1529","樂事綠能","-","0.00","0.21",
"1530","亞崴","4.20","19.40","1.01",
"1531","高林股","6.03","13.45","0.54",
"1532","勤美","5.37","7.39","0.68",
"1533","車王電","14.44","10.99","0.46",
"1535","中宇","8.60","6.28","1.83",
"1536","和大","9.11","15.20","0.82",
"1537","廣隆","4.15","15.54","0.73",
"1538","正峰","8.28","0.00","1.37",
"1539","巨庭","57.50","6.52","0.36",
"1540","喬福","5.33","18.46","1.04",
"1541","錩泰","18.24","9.68","0.55",
"1560","中砂","8.27","12.68","0.82",
"1583","程泰","4.62","21.19","0.94",
"1603","華電","7.78","0.00","0.50",
"1604","聲寶","10.49","0.00","0.55",
"1605","華新","55.17","4.53","0.36",
"1608","華榮","-","13.70","0.42",
"1609","大亞","10.73","2.69","0.42",
"1611","中電","7.85","12.23","0.69",
"1612","宏泰","12.21","17.96","0.60",
"1613","台一","12.00","0.00","0.32",
"1614","三洋電","14.79","6.20","1.10",
"1615","大山","4.77","11.62","0.64",
"1616","億泰","43.30","0.00","0.36",
"1617","榮星","7.28","4.04","0.35",
"1618","合機","9.18","0.00","0.34",
"1701","中化","18.58","3.64","0.99",
"1702","南僑","166.67","0.00","0.60",
"1704","榮化","6.50","12.11","1.00",
"1707","葡萄王","13.81","7.97","1.21",
"1708","東鹼","6.79","5.83","1.31",
"1709","和益","5.46","6.37","0.72",
"1710","東聯","4.73","16.96","0.89",
"1711","永光","19.76","3.04","0.73",
"1712","興農","6.85","7.07","0.65",
"1713","國化","22.48","4.04","0.51",
"1714","和桐","7.32","0.00","0.70",
"1715","萬洲","31.62","6.58","0.79",
"1716","永信","14.64","7.04","1.45",
"1717","長興","6.53","14.81","0.90",
"1718","中纖","86.00","19.30","0.38",
"1720","生達","12.86","6.11","1.27",
"1721","三晃","-","0.00","0.73",
"1722","台肥","16.55","6.17","1.09",
"1723","中碳","7.71","10.83","2.57",
"1724","台硝","14.77","10.52","0.58",
"1725","元禎","8.51","10.41","1.56",
"1726","永記","8.88","7.24","0.87",
"1727","中華化","7.58","3.70","1.00",
"1729","必翔","32.25","3.60","2.98",
"1730","花仙子","13.61","8.43","0.69",
