"98年01月19日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","13.44","8.32","1.13",
"1102","亞泥","7.90","12.10","1.10",
"1103","嘉泥","12.90","8.33","0.56",
"1104","環泥","16.51","6.64","0.64",
"1108","幸福","15.91","4.49","0.52",
"1109","信大","17.93","6.34","0.57",
"1110","東泥","23.23","4.42","0.63",
"1201","味全","20.09","0.00","2.21",
"1203","味王","52.00","0.00","0.84",
"1210","大成","9.11","7.70","1.32",
"1213","大飲","74.89","0.00","0.59",
"1215","卜蜂","8.04","9.01","0.99",
"1216","統一","11.99","9.23","1.73",
"1217","愛之味","-","0.00","0.69",
"1218","泰山","21.79","0.00","0.64",
"1219","福壽","9.47","7.04","0.55",
"1220","台榮","-","0.00","0.55",
"1225","福懋油","7.48","3.59","0.56",
"1227","佳格","8.79","4.13","1.42",
"1229","聯華","7.24","10.91","0.58",
"1231","聯華食","12.32","7.06","0.58",
"1232","大統益","5.90","10.59","1.51",
"1233","天仁","15.48","5.48","1.93",
"1234","黑松","51.74","2.75","0.56",
"1235","興泰","17.16","4.46","2.46",
"1236","宏亞","7.38","10.61","0.89",
"1301","台塑","5.99","14.12","1.31",
"1303","南亞","6.36","20.00","1.04",
"1304","台聚","5.55","12.93","0.78",
"1305","華夏","8.35","0.00","0.69",
"1307","三芳","6.54","8.62","1.13",
"1308","亞聚","5.05","11.90","0.78",
"1309","台達化","63.75","9.80","0.33",
"1310","台苯","-","7.79","0.67",
"1312","國喬","14.09","0.00","0.34",
"1313","聯成","4.85","14.74","0.56",
"1314","中石化","616.00","9.74","0.49",
"1315","達新","10.21","8.28","0.65",
"1316","上曜","-","0.00","0.28",
"1319","東陽","6.22","7.23","0.60",
"1321","大洋","-","0.00","0.80",
"1323","永裕","8.09","8.91","0.65",
"1324","地球","53.33","0.00","0.67",
"1325","恆大","5.95","6.81","0.63",
"1326","台化","5.39","18.67","0.99",
"1402","遠東新","12.16","9.35","1.14",
"1409","新纖","16.08","4.98","0.38",
"1410","南染","-","0.00","0.71",
"1413","宏洲","-","0.00","0.27",
"1414","東和","-","0.00","0.26",
"1416","廣豐","-","0.00","0.44",
"1417","嘉裕","14.07","0.00","0.37",
"1418","東華","-","0.00","0.21",
"1419","新紡","268.00","1.87","0.91",
"1423","利華","-","13.93","0.25",
"1432","大魯閣","2.12","0.00","0.09",
"1434","福懋","7.21","20.00","0.57",
"1435","中福","190.00","0.00","0.42",
"1436","華友聯","-","0.00","0.69",
"1437","勤益控","-","2.78","0.41",
"1438","三地開發","-","0.00","1.56",
"1439","雋揚","50.00","0.00","0.72",
"1440","南紡","13.00","9.82","0.42",
"1441","大東","-","0.00","0.46",
"1442","名軒","4.69","0.00","0.92",
"1443","立益物流","-","0.00","0.22",
"1444","力麗","7.40","0.00","0.38",
"1445","大宇","11.58","9.09","0.35",
"1446","宏和","18.45","4.72","0.42",
"1447","力鵬","-","0.00","0.30",
"1449","佳和","-","0.00","0.21",
"1451","年興","8.65","18.84","0.44",
"1452","宏益","-","7.58","0.47",
"1453","大將","1.83","0.00","0.49",
"1454","台富","21.09","0.00","0.44",
"1455","集盛","12.72","8.13","0.31",
"1456","怡華","2.24","0.00","0.31",
"1457","宜進","13.25","0.00","0.26",
"1459","聯發","-","11.39","0.53",
"1460","宏遠","-","5.01","0.38",
"1463","強盛","-","0.00","0.25",
"1464","得力","-","4.33","0.41",
"1465","偉全","8.53","9.66","0.42",
"1466","聚隆","276.00","0.00","0.31",
"1467","南緯","-","12.12","0.45",
"1468","昶和","-","0.00","0.87",
"1469","理隆","-","0.00","0.83",
"1470","大統新創","20.22","0.00","1.02",
"1471","首利","-","1.22","0.57",
"1472","三洋實業","-","0.00","0.19",
"1473","台南","7.60","14.49","0.63",
"1474","弘裕","28.50","14.62","0.27",
"1475","業旺","-","0.00","0.39",
"1476","儒鴻","7.93","13.67","0.66",
"1477","聚陽","6.20","25.73","1.17",
"1503","士電","14.10","4.26","1.19",
"1504","東元","9.38","10.26","0.54",
"1506","正道","-","0.00","1.44",
"1507","永大","9.37","7.97","0.59",
"1512","瑞利","13.13","12.02","0.40",
"1513","中興電","10.74","10.69","0.88",
"1514","亞力","78.00","5.77","0.39",
"1515","力山","-","0.00","0.35",
"1516","川飛","-","0.00","2.09",
"1517","利奇","8.71","8.11","0.64",
"1519","華城","9.45","8.82","2.11",
"1521","大億","8.55","15.26","0.60",
"1522","堤維西","7.66","7.50","0.60",
"1523","開億","5.17","0.93","0.53",
"1524","耿鼎","15.87","4.20","0.53",
"1525","江申","6.22","8.70","0.43",
"1526","日馳","13.00","0.00","0.84",
"1527","鑽全","-","15.71","0.96",
"1528","恩德","8.22","26.50","0.44",
"1529","樂事綠能","-","0.00","0.19",
"1530","亞崴","3.99","20.45","0.95",
"1531","高林股","5.81","13.95","0.52",
"1532","勤美","5.03","7.88","0.64",
"1533","車王電","14.29","11.11","0.46",
"1535","中宇","9.55","5.66","2.03",
"1536","和大","7.06","18.45","0.63",
"1537","廣隆","4.05","15.93","0.72",
"1538","正峰","7.84","0.00","1.30",
"1539","巨庭","50.63","7.41","0.32",
"1540","喬福","5.39","18.24","1.05",
"1541","錩泰","17.71","9.97","0.53",
"1560","中砂","7.60","13.79","0.75",
"1583","程泰","4.52","21.64","0.92",
"1603","華電","7.39","0.00","0.48",
"1604","聲寶","9.08","0.00","0.48",
"1605","華新","49.17","5.08","0.32",
"1608","華榮","-","14.64","0.40",
"1609","大亞","9.94","2.90","0.39",
"1611","中電","8.08","11.88","0.71",
"1612","宏泰","10.62","20.65","0.52",
"1613","台一","10.43","0.00","0.28",
"1614","三洋電","13.93","6.59","1.04",
"1615","大山","4.66","11.90","0.63",
"1616","億泰","40.00","0.00","0.33",
"1617","榮星","7.06","4.17","0.34",
"1618","合機","9.11","0.00","0.34",
"1701","中化","17.16","3.94","0.92",
"1702","南僑","153.67","0.00","0.55",
"1704","榮化","6.71","11.74","1.03",
"1707","葡萄王","13.58","8.11","1.19",
"1708","東鹼","7.26","5.45","1.39",
"1709","和益","5.55","6.45","0.73",
"1710","東聯","4.57","17.58","0.86",
"1711","永光","18.30","3.28","0.68",
"1712","興農","6.66","7.26","0.63",
"1713","國化","21.21","4.29","0.48",
"1714","和桐","6.79","0.00","0.65",
"1715","萬洲","31.62","6.58","0.79",
"1716","永信","14.18","7.27","1.41",
"1717","長興","5.89","16.44","0.81",
"1718","中纖","79.00","21.01","0.35",
"1720","生達","12.14","6.48","1.19",
"1721","三晃","-","0.00","0.64",
"1722","台肥","16.34","6.25","1.08",
"1723","中碳","7.68","10.87","2.56",
"1724","台硝","13.94","11.15","0.55",
"1725","元禎","8.01","11.06","1.47",
"1726","永記","8.83","7.27","0.87",
"1727","中華化","7.22","3.89","0.95",
"1729","必翔","31.52","3.68","2.91",
"1730","花仙子","13.44","8.54","0.68",
"1731","美吾華","25.80","1.94","0.96",
"1732","毛寶","33.88","5.90","0.76",
"1733","五鼎","12.90","8.91","3.17",
"1734","杏輝","44.76","3.40","1.26",
"1735","日勝化","13.67","12.72","0.48",
"1736","喬山","8.47","6.03","0.73",
"1737","臺鹽","-","3.98","0.54",
"1802","台玻","14.52","7.19","0.86",
"1805","寶徠","-","0.00","0.64",
"1806","冠軍","5.67","10.93","0.53",
"1808","潤隆","7.39","23.08","0.98",
"1809","中釉","11.46","4.04","0.43",
"1810","和成","-","0.00","0.40",
"1902","台紙","3.17","0.00","0.43",
"1903","士紙","-","0.00","1.05",
"1904","正隆","8.00","6.17","0.42",
"1905","華紙","7.31","13.08","0.57",
"1906","寶隆","7.65","0.00","0.36",
"1907","永豐餘","8.76","9.01","0.53",
"1909","榮成","14.40","8.43","0.41",
"2002","中鋼","5.54","16.49","1.32",
"2006","東和鋼鐵","4.49","14.41","0.98",
"2007","燁興","-","0.00","0.21",
"2008","高興昌","3.33","0.00","0.63",
"2009","第一銅","10.80","17.01","0.48",
"2010","春源","3.95","7.85","0.50",
"2012","春雨","5.60","7.14","0.54",
"2013","中鋼構","7.34","9.34","0.68",
"2014","中鴻","3.02","15.80","0.81",
"2015","豐興","5.54","9.22","1.41",
"2017","官田鋼","13.16","0.00","0.49",
"2020","美亞","25.65","22.46","0.64",
"2022","聚亨","3.33","0.00","0.40",
"2023","燁輝","6.01","11.17","0.48",
"2024","志聯","2.74","0.00","0.35",
"2025","千興","-","0.00","0.38",
"2027","大成鋼","7.13","23.57","0.50",
"2028","威致","2.51","0.00","0.49",
"2029","盛餘","4.84","9.35","0.73",
"2030","彰源","-","26.92","0.56",
"2031","新光鋼","3.95","13.65","0.61",
"2032","新鋼","-","6.26","0.62",
"2033","佳大","23.56","0.57","3.92",
"2034","允強","43.28","18.49","0.68",
"2038","海光","4.47","0.00","1.06",
"2059","川湖","8.33","5.18","2.75",
"2062","橋椿","10.93","10.28","0.79",
"2101","南港","-","26.62","0.91",
"2102","泰豐","16.34","10.03","0.47",
"2103","台橡","4.59","18.33","1.35",
"2104","國際中橡","8.77","7.02","1.12",
"2105","正新","7.89","10.80","1.28",
"2106","建大","25.50","5.88","0.84",
"2107","厚生","9.14","3.14","0.77",
"2108","南帝","5.90","12.20","1.06",
"2109","華豐","-","1.26","0.63",
