"98年09月18日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","27.65","3.62","1.63",
"1102","亞泥","16.36","5.73","1.55",
"1103","嘉泥","60.56","0.00","0.71",
"1104","環泥","113.57","0.00","0.79",
"1108","幸福","-","0.00","0.82",
"1109","信大","30.44","1.93","0.73",
"1110","東泥","-","0.00","0.83",
"1201","味全","37.43","0.00","4.17",
"1203","味王","5.20","3.97","1.32",
"1210","大成","16.57","4.73","1.84",
"1213","大飲","-","0.00","0.81",
"1215","卜蜂","19.13","4.26","1.42",
"1216","統一","26.19","2.29","2.41",
"1217","愛之味","48.57","0.00","1.31",
"1218","泰山","-","0.00","1.07",
"1219","福壽","1,175.00","0.00","0.91",
"1220","台榮","-","0.00","0.85",
"1225","福懋油","-","0.00","0.97",
"1227","佳格","14.96","4.31","2.04",
"1229","聯華","108.93","3.93","0.85",
"1231","聯華食","15.37","5.62","0.87",
"1232","大統益","11.09","6.38","2.31",
"1233","天仁","20.94","4.31","2.44",
"1234","黑松","39.77","1.71","1.00",
"1235","興泰","-","0.87","2.27",
"1236","宏亞","10.19","6.13","1.21",
"1301","台塑","40.36","3.75","2.16",
"1303","南亞","-","2.16","1.76",
"1304","台聚","787.50","0.00","1.06",
"1305","華夏","-","0.00","1.01",
"1307","三芳","10.22","5.40","1.86",
"1308","亞聚","22.14","4.03","1.13",
"1309","台達化","-","0.00","1.15",
"1310","台苯","-","0.00","1.25",
"1312","國喬","-","0.00","1.10",
"1313","聯成","-","1.29","0.93",
"1314","中石化","-","0.00","0.94",
"1315","達新","14.28","4.41","0.97",
"1316","上曜","-","0.00","0.62",
"1319","東陽","27.16","1.36","2.17",
"1321","大洋","-","0.00","2.22",
"1323","永裕","18.18","4.46","0.97",
"1324","地球","22.26","0.72","1.12",
"1325","恆大","19.40","2.05","2.00",
"1326","台化","2,060.00","1.94","1.82",
"1402","遠東新","44.24","2.66","2.02",
"1409","新纖","62.07","0.00","0.74",
"1410","南染","-","0.00","1.21",
"1413","宏洲","-","0.00","0.50",
"1414","東和","-","0.00","0.70",
"1416","廣豐","-","0.00","0.86",
"1417","嘉裕","-","0.00","0.61",
"1418","東華","-","0.00","1.12",
"1419","新紡","109.14","0.00","2.36",
"1423","利華","-","0.00","0.48",
"1432","大魯閣","-","0.00","0.71",
"1434","福懋","-","6.93","0.81",
"1435","中福","-","0.00","0.77",
"1436","華友聯","-","0.00","0.77",
"1437","勤益控","-","0.00","1.34",
"1438","三地開發","-","0.00","5.14",
"1439","雋揚","59.23","0.00","1.05",
"1440","南紡","-","0.00","0.87",
"1441","大東","-","0.00","1.11",
"1442","名軒","9.23","7.69","1.33",
"1443","立益物流","-","0.00","0.41",
"1444","力麗","-","0.00","0.65",
"1445","大宇","37.11","2.99","0.53",
"1446","宏和","41.63","0.00","0.56",
"1447","力鵬","-","0.00","1.12",
"1449","佳和","-","0.00","0.47",
"1451","年興","35.42","2.94","0.91",
"1452","宏益","-","0.00","0.54",
"1453","大將","-","0.00","0.71",
"1454","台富","-","3.31","0.56",
"1455","集盛","-","0.00","0.85",
"1456","怡華","-","0.00","0.35",
"1457","宜進","-","0.00","0.44",
"1459","聯發","-","0.00","0.94",
"1460","宏遠","-","0.00","0.62",
"1463","強盛","-","0.00","0.60",
"1464","得力","-","0.00","0.50",
"1465","偉全","18.07","5.34","0.57",
"1466","聚隆","-","0.00","0.90",
"1467","南緯","-","0.00","0.71",
"1468","昶和","-","0.00","1.03",
"1469","理隆","-","0.00","0.73",
"1470","大統新創","10.72","0.00","0.77",
"1471","首利","-","0.00","1.80",
"1472","三洋實業","-","0.00","0.48",
"1473","台南","17.26","6.34","0.89",
"1474","弘裕","55.36","0.00","0.48",
"1475","業旺","-","0.00","1.32",
"1476","儒鴻","8.12","3.52","1.13",
"1477","聚陽","21.16","3.23","3.03",
"1503","士電","6.73","1.47","1.37",
"1504","東元","20.70","3.40","0.80",
"1506","正道","-","0.00","1.84",
"1507","永大","12.13","4.50","1.00",
"1512","瑞利","-","0.00","0.71",
"1513","中興電","16.54","4.97","1.17",
"1514","亞力","-","0.00","0.61",
"1515","力山","-","0.00","1.08",
"1516","川飛","9.32","0.00","1.73",
"1517","利奇","11.18","6.73","0.90",
