"98年04月17日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","18.46","6.05","1.55",
"1102","亞泥","10.41","6.42","1.44",
"1103","嘉泥","16.44","6.47","0.72",
"1104","環泥","19.32","5.67","0.74",
"1108","幸福","22.31","0.00","0.73",
"1109","信大","21.27","2.14","0.68",
"1110","東泥","23.59","4.35","0.64",
"1201","味全","23.63","0.00","2.60",
"1203","味王","67.00","0.00","1.08",
"1210","大成","11.53","6.08","1.67",
"1213","大飲","103.33","0.00","0.82",
"1215","卜蜂","10.62","6.83","1.30",
"1216","統一","13.78","8.03","1.99",
"1217","愛之味","-","0.00","0.90",
"1218","泰山","25.03","0.00","0.73",
"1219","福壽","12.05","0.00","0.71",
"1220","台榮","-","0.00","0.68",
"1225","福懋油","9.72","2.77","0.73",
"1227","佳格","13.09","3.13","1.87",
"1229","聯華","9.44","8.36","0.75",
"1231","聯華食","15.00","6.76","0.70",
"1232","大統益","7.00","8.25","1.79",
"1233","天仁","16.26","5.28","1.97",
"1234","黑松","32.31","2.14","0.72",
"1235","興泰","18.85","4.06","2.71",
"1236","宏亞","9.77","6.60","1.07",
"1301","台塑","16.26","4.46","1.78",
"1303","南亞","34.39","2.60","1.43",
"1304","台聚","5.69","12.61","0.80",
"1305","華夏","9.53","0.00","0.79",
"1307","三芳","8.38","7.17","1.44",
"1308","亞聚","4.97","12.08","0.77",
"1309","台達化","84.25","7.42","0.44",
"1310","台苯","-","0.00","0.96",
"1312","國喬","25.16","0.00","0.60",
"1313","聯成","6.10","11.72","0.70",
"1314","中石化","782.00","7.67","0.62",
"1315","達新","12.61","6.70","0.81",
"1316","上曜","-","0.00","0.43",
"1319","東陽","12.75","2.49","1.24",
"1321","大洋","-","0.00","1.19",
"1323","永裕","9.64","5.61","0.78",
"1324","地球","80.67","0.83","1.01",
"1325","恆大","7.91","4.27","0.83",
"1326","台化","43.27","2.52","1.48",
"1402","遠東新","17.10","3.32","1.60",
"1409","新纖","25.00","3.20","0.60",
"1410","南染","-","0.00","0.87",
"1413","宏洲","-","0.00","0.46",
"1414","東和","-","0.00","0.46",
"1416","廣豐","-","0.00","0.55",
"1417","嘉裕","44.92","0.00","0.60",
"1418","東華","-","0.00","0.44",
"1419","新紡","635.00","0.00","1.35",
"1423","利華","-","0.00","0.39",
"1432","大魯閣","7.46","0.00","0.32",
"1434","福懋","8.96","7.54","0.71",
"1435","中福","391.00","0.00","0.87",
"1436","華友聯","-","0.00","0.67",
"1437","勤益控","-","0.00","0.70",
"1438","三地開發","-","0.00","1.92",
"1439","雋揚","57.14","0.00","0.82",
"1440","南紡","-","6.99","0.61",
"1441","大東","-","0.00","1.10",
"1442","名軒","6.88","0.00","1.35",
"1443","立益物流","-","0.00","0.44",
"1444","力麗","9.11","0.00","0.47",
"1445","大宇","36.11","2.92","0.56",
"1446","宏和","22.10","0.00","0.50",
"1447","力鵬","-","0.00","0.47",
"1449","佳和","-","0.00","0.35",
"1451","年興","65.28","4.26","0.66",
"1452","宏益","-","0.00","0.49",
"1453","大將","2.11","0.00","0.57",
"1454","台富","23.17","3.56","0.48",
"1455","集盛","16.79","6.16","0.41",
"1456","怡華","3.63","0.00","0.50",
"1457","宜進","18.54","0.00","0.37",
"1459","聯發","-","0.00","0.68",
"1460","宏遠","-","0.00","0.56",
"1463","強盛","-","0.00","0.39",
"1464","得力","-","0.00","0.48",
"1465","偉全","10.44","7.89","0.51",
"1466","聚隆","400.00","0.00","0.45",
"1467","南緯","-","10.15","0.53",
"1468","昶和","-","0.00","0.96",
"1469","理隆","-","0.00","0.80",
"1470","大統新創","12.61","0.00","0.96",
"1471","首利","-","0.68","1.02",
"1472","三洋實業","-","0.00","0.33",
"1473","台南","8.85","12.44","0.73",
"1474","弘裕","-","10.42","0.38",
"1475","業旺","-","0.00","0.60",
"1476","儒鴻","13.38","4.40","0.92",
"1477","聚陽","17.24","18.04","1.70",
"1503","士電","15.98","1.88","1.34",
"1504","東元","12.92","3.83","0.72",
"1506","正道","-","0.00","1.45",
"1507","永大","11.72","6.37","0.74",
"1512","瑞利","21.03","0.00","0.63",
"1513","中興電","17.05","5.16","1.15",
"1514","亞力","105.83","0.00","0.52",
"1515","力山","-","0.00","0.54",
"1516","川飛","-","0.00","2.01",
"1517","利奇","11.27","6.26","0.80",
"1519","華城","10.89","7.61","2.51",
"1521","大億","14.43","6.02","1.01",
"1522","堤維西","12.55","3.39","0.98",
"1523","開億","8.36","2.31","0.85",
"1524","耿鼎","27.31","2.82","0.80",
"1525","江申","9.30","5.00","0.57",
"1526","日馳","15.00","0.00","0.97",
"1527","鑽全","-","10.79","1.40",
"1528","恩德","36.16","1.55","0.67",
"1529","樂事綠能","-","0.00","0.48",
"1530","亞崴","6.38","5.42","1.18",
"1531","高林股","7.49","10.83","0.68",
"1532","勤美","8.21","4.66","1.05",
"1533","車王電","23.41","6.78","0.75",
"1535","中宇","11.11","5.61","2.18",
"1536","和大","10.54","12.25","0.95",
"1537","廣隆","5.14","12.53","0.91",
"1538","正峰","8.67","9.00","1.44",
"1539","巨庭","72.13","5.20","0.45",
"1540","喬福","7.45","11.03","1.61",
"1541","錩泰","16.04","0.00","0.73",
"1560","中砂","20.00","4.69","1.03",
"1583","程泰","13.76","4.27","1.06",
"1603","華電","9.33","0.00","0.61",
"1604","聲寶","1.47","0.00","0.71",
"1605","華新","-","0.00","0.54",
"1608","華榮","-","0.00","0.63",
"1609","大亞","11.96","2.32","0.47",
"1611","中電","10.36","4.63","0.91",
"1612","宏泰","14.39","15.02","0.71",
"1613","台一","21.74","0.00","0.58",
"1614","三洋電","28.67","1.20","1.61",
"1615","大山","5.74","0.00","0.80",
"1616","億泰","56.40","0.00","0.47",
"1617","榮星","10.00","0.00","0.48",
"1618","合機","20.36","0.00","0.75",
"1701","中化","78.57","1.21","1.22",
"1702","南僑","209.67","0.00","0.75",
"1704","榮化","8.16","9.64","1.25",
"1707","葡萄王","18.94","4.84","1.66",
"1708","東鹼","8.76","4.84","1.60",
"1709","和益","10.38","4.55","0.81",
"1710","東聯","5.79","5.78","1.09",
"1711","永光","50.00","0.00","0.86",
"1712","興農","11.69","5.52","1.11",
"1713","國化","80.00","1.14","0.61",
"1714","和桐","7.88","0.00","0.76",
"1715","萬洲","27.03","7.70","0.68",
"1716","永信","15.93","6.47","1.58",
"1717","長興","8.73","11.09","1.20",
"1718","中纖","120.40","13.79","0.53",
"1720","生達","15.38","5.11","1.51",
"1721","三晃","-","0.00","0.95",
"1722","台肥","31.92","4.76","1.42",
"1723","中碳","9.77","7.80","3.06",
"1724","台硝","18.55","8.37","0.73",
"1725","元禎","8.73","0.00","1.61",
"1726","永記","10.12","6.35","1.00",
"1727","中華化","10.36","5.02","1.19",
"1729","必翔","39.06","2.97","3.61",
"1730","花仙子","16.39","5.00","0.83",
"1731","美吾華","22.47","1.83","1.22",
"1732","毛寶","40.40","0.00","0.90",
"1733","五鼎","16.08","5.45","3.61",
"1734","杏輝","68.57","1.22","1.92",
"1735","日勝化","-","0.00","0.72",
"1736","喬山","2,905.00","4.13","1.10",
"1737","臺鹽","-","0.00","0.65",
"1773","勝一","4.24","8.00","1.00",
"1802","台玻","18.39","2.36","1.08",
"1805","寶徠","-","0.00","0.68",
"1806","冠軍","8.57","7.24","0.79",
"1808","潤隆","10.28","16.57","1.36",
"1809","中釉","14.24","0.00","0.65",
"1810","和成","-","0.00","0.54",
"1902","台紙","9.76","0.00","0.60",
"1903","士紙","-","0.00","1.81",
"1904","正隆","9.21","0.00","0.48",
"1905","華紙","61.39","1.36","0.78",
"1906","寶隆","10.54","0.00","0.50",
"1907","永豐餘","13.29","0.00","0.81",
"1909","榮成","17.40","0.00","0.49",
"2002","中鋼","13.69","6.62","1.38",
"2006","東和鋼鐵","14.97","10.79","1.40",
"2007","燁興","-","0.00","0.30",
"2008","高興昌","4.56","0.00","0.87",
"2009","第一銅","-","0.00","0.98",
"2010","春源","17.06","4.65","0.65",
"2012","春雨","9.24","4.33","0.88",
"2013","中鋼構","12.54","6.74","0.95",
"2014","中鴻","4.40","14.22","1.17",
"2015","豐興","11.79","8.23","1.82",
"2017","官田鋼","19.37","0.00","0.72",
"2020","美亞","33.48","17.21","0.84",
"2022","聚亨","4.24","0.00","0.51",
"2023","燁輝","7.05","9.52","0.57",
"2024","志聯","14.97","0.00","0.46",
"2025","千興","-","0.00","0.62",
"2027","大成鋼","11.19","15.01","0.78",
"2028","威致","3.76","0.00","0.74",
"2029","盛餘","10.70","6.74","0.90",
"2030","彰源","-","0.00","0.84",
"2031","新光鋼","12.29","8.95","1.08",
"2032","新鋼","-","0.00","0.98",
"2033","佳大","12.22","1.09","2.03",
"2034","允強","181.50","1.10","1.03",
"2038","海光","4.61","0.00","1.11",
"2059","川湖","11.14","4.04","3.29",
"2062","橋椿","11.81","5.12","0.87",
"2101","南港","-","0.00","1.77",
