"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","23.06","4.03","1.45",
"1102","亞泥","16.83","6.00","1.47",
"1103","嘉泥","-","0.00","0.71",
"1104","環泥","-","0.00","0.76",
"1108","幸福","-","0.00","0.69",
"1109","信大","39.13","2.13","0.66",
"1110","東泥","-","0.00","0.82",
"1201","味全","36.75","0.00","4.17",
"1203","味王","5.64","3.85","1.32",
"1210","大成","16.73","4.68","1.73",
"1213","大飲","54.53","0.00","0.81",
"1215","卜蜂","16.70","4.32","1.38",
"1216","統一","29.25","2.51","2.18",
"1217","愛之味","40.28","0.00","1.44",
"1218","泰山","-","0.00","1.11",
"1219","福壽","-","0.00","0.91",
"1220","台榮","-","0.00","0.74",
"1225","福懋油","-","0.00","1.08",
"1227","佳格","13.59","4.70","1.86",
"1229","聯華","139.09","3.92","0.84",
"1231","聯華食","15.78","5.34","0.87",
"1232","大統益","11.84","6.90","2.01",
"1233","天仁","20.00","4.24","2.35",
"1234","黑松","39.77","1.75","0.97",
"1235","興泰","-","0.87","2.71",
"1236","宏亞","11.27","5.76","1.19",
"1301","台塑","21.68","4.50","1.81",
"1303","南亞","-","2.61","1.41",
"1304","台聚","-","0.00","1.08",
"1305","華夏","-","0.00","1.05",
"1307","三芳","9.55","5.53","1.62",
"1308","亞聚","21.67","4.81","1.01",
"1309","台達化","-","0.00","0.90",
"1310","台苯","-","0.00","1.24",
"1312","國喬","-","0.00","1.11",
"1313","聯成","-","1.43","0.85",
"1314","中石化","-","0.00","0.95",
"1315","達新","12.57","4.76","0.89",
"1316","上曜","-","0.00","0.50",
"1319","東陽","24.90","1.64","1.78",
"1321","大洋","-","0.00","2.15",
"1323","永裕","14.42","5.33","0.79",
"1324","地球","20.08","0.79","1.01",
"1325","恆大","13.21","2.70","1.46",
"1326","台化","-","2.36","1.56",
"1402","遠東新","65.08","2.60","2.01",
"1409","新纖","-","0.00","0.84",
"1410","南染","-","0.00","1.10",
"1413","宏洲","-","0.00","0.40",
"1414","東和","-","0.00","0.73",
"1416","廣豐","-","0.00","0.75",
"1417","嘉裕","-","0.00","0.60",
"1418","東華","-","0.00","0.60",
"1419","新紡","690.00","0.00","2.86",
"1423","利華","-","0.00","0.41",
"1432","大魯閣","-","0.00","0.51",
"1434","福懋","12.84","6.91","0.83",
"1435","中福","-","0.00","0.68",
"1436","華友聯","-","0.00","0.78",
"1437","勤益控","-","0.00","1.12",
"1438","三地開發","-","0.00","2.92",
"1439","雋揚","60.00","0.00","1.07",
"1440","南紡","-","0.00","0.88",
"1441","大東","-","0.00","1.23",
"1442","名軒","8.71","7.74","1.22",
"1443","立益物流","-","0.00","0.38",
"1444","力麗","-","0.00","0.59",
"1445","大宇","20.13","3.31","0.48",
"1446","宏和","-","0.00","0.57",
"1447","力鵬","-","0.00","0.83",
"1449","佳和","-","0.00","0.47",
"1451","年興","121.67","3.42","0.78",
"1452","宏益","-","0.00","0.45",
"1453","大將","-","0.00","0.62",
"1454","台富","81.43","3.51","0.52",
"1455","集盛","-","0.00","0.59",
"1456","怡華","-","0.00","0.27",
"1457","宜進","-","0.00","0.41",
"1459","聯發","-","0.00","0.98",
"1460","宏遠","-","0.00","0.57",
"1463","強盛","-","0.00","0.59",
"1464","得力","-","0.00","0.46",
"1465","偉全","13.25","5.69","0.51",
"1466","聚隆","-","0.00","0.56",
"1467","南緯","-","0.00","0.68",
"1468","昶和","-","0.00","1.00",
"1469","理隆","-","0.00","0.73",
"1470","大統新創","8.96","0.00","0.70",
"1471","首利","-","0.00","1.39",
"1472","三洋實業","-","0.00","0.33",
"1473","台南","19.39","6.29","0.82",
"1474","弘裕","35.75","0.00","0.44",
"1475","業旺","-","0.00","0.52",
"1476","儒鴻","10.70","3.55","1.09",
"1477","聚陽","22.04","3.86","2.45",
"1503","士電","26.39","1.58","1.50",
"1504","東元","17.41","3.55","0.76",
"1506","正道","-","0.00","1.90",
"1507","永大","11.13","4.96","0.86",
"1512","瑞利","-","0.00","0.73",
"1513","中興電","18.24","5.30","1.08",
"1514","亞力","-","0.00","0.55",
"1515","力山","-","0.00","0.97",
"1516","川飛","13.46","0.00","2.02",
"1517","利奇","9.33","6.25","0.91",
"1519","華城","11.16","8.04","2.27",
"1521","大億","22.42","4.60","1.27",
"1522","堤維西","17.54","2.85","1.13",
"1523","開億","14.96","2.01","0.98",
"1524","耿鼎","16.26","3.48","0.64",
"1525","江申","11.29","3.26","0.64",
"1526","日馳","116.00","0.00","0.89",
"1527","鑽全","7.41","4.46","1.82",
"1528","恩德","34.67","1.50","0.69",
"1529","樂事綠能","-","0.00","0.47",
"1530","亞崴","8.05","5.49","1.15",
"1531","高林股","9.29","4.86","0.67",
"1532","勤美","49.18","1.80","1.22",
"1533","車王電","-","0.00","0.81",
"1535","中宇","12.34","4.74","2.47",
"1536","和大","-","0.00","0.98",
"1537","廣隆","-","1.66","1.11",
"1538","正峰","5.47","9.98","1.36",
"1539","巨庭","-","0.00","0.45",
"1540","喬福","7.00","9.85","1.67",
"1541","錩泰","10.65","0.00","0.95",
"1560","中砂","-","4.12","1.22",
"1583","程泰","25.29","3.77","1.21",
"1603","華電","18.90","0.00","0.78",
"1604","聲寶","2.80","0.00","0.61",
"1605","華新","-","0.00","0.63",
"1608","華榮","-","0.00","0.76",
"1609","大亞","-","0.00","0.53",
"1611","中電","21.30","4.08","1.03",
"1612","宏泰","96.82","2.44","0.73",
"1613","台一","-","0.00","0.56",
"1614","三洋電","38.15","1.00","1.91",
"1615","大山","24.26","3.03","0.71",
