"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","4.99","110","13.97","1.18","111/1",
"1102","亞泥","7.79","110","10.75","0.94","111/1",
"1103","嘉泥","3.57","110","16.70","0.46","111/1",
"1104","環泥","4.61","110","10.19","0.70","111/1",
"1108","幸福","5.53","110","16.69","0.99","111/1",
"1109","信大","7.63","110","10.08","0.83","111/1",
"1110","東泥","1.04","110","71.30","1.26","111/1",
"1201","味全","2.43","110","20.00","1.48","111/1",
"1203","味王","3.30","110","17.28","1.45","111/1",
"1210","大成","4.19","110","23.52","1.96","111/1",
"1213","大飲","0.00","110","-","1.06","111/1",
"1215","卜蜂","4.88","110","16.92","2.61","111/1",
"1216","統一","4.22","110","19.45","2.93","111/1",
"1217","愛之味","2.83","110","28.65","0.78","111/1",
"1218","泰山","3.32","110","25.77","2.21","111/1",
"1219","福壽","5.16","110","23.67","1.48","111/1",
"1220","台榮","5.88","110","20.48","1.26","111/1",
"1225","福懋油","3.36","110","22.78","2.85","111/1",
"1227","佳格","4.13","110","18.85","2.25","111/1",
"1229","聯華","4.11","110","19.08","2.01","111/1",
"1231","聯華食","3.17","110","19.52","3.46","111/1",
"1232","大統益","3.85","110","20.29","4.67","111/1",
"1233","天仁","2.48","110","65.92","1.96","111/1",
"1234","黑松","4.94","110","17.55","0.76","111/1",
"1235","興泰","6.95","110","46.36","1.38","111/1",
"1236","宏亞","1.66","110","9.81","1.28","111/1",
"1256","鮮活果汁-KY","4.68","110","16.98","2.46","111/1",
"1301","台塑","7.70","110","9.29","1.58","111/1",
"1303","南亞","9.05","110","8.36","1.50","111/1",
"1304","台聚","8.53","110","6.17","1.04","111/1",
"1305","華夏","7.76","110","8.94","1.61","111/1",
"1307","三芳","2.52","110","397.00","1.02","111/1",
"1308","亞聚","10.03","110","6.39","1.12","111/1",
"1309","台達化","8.46","110","6.90","1.40","111/1",
"1310","台苯","0.94","110","-","1.16","111/1",
"1312","國喬","8.35","110","4.89","0.63","111/1",
"1313","聯成","6.02","110","11.86","0.72","111/1",
"1314","中石化","3.62","110","16.01","0.52","111/1",
"1315","達新","5.84","110","135.09","0.63","111/1",
"1316","上曜","0.00","110","-","1.65","111/1",
"1319","東陽","2.06","110","32.96","1.10","111/1",
"1321","大洋","2.20","110","127.20","1.06","111/1",
"1323","永裕","4.58","110","11.31","1.37","111/1",
"1324","地球","1.89","110","530.00","0.83","111/1",
"1325","恆大","6.50","110","20.92","0.88","111/1",
"1326","台化","5.90","110","15.10","1.18","111/1",
"1337","再生-KY","0.00","109","-","0.33","111/1",
"1338","廣華-KY","4.36","110","13.36","0.71","111/1",
"1339","昭輝","5.16","110","14.96","0.84","111/1",
"1340","勝悅-KY","0.00","109","-","0.31","111/1",
