"95年03月29日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","11.58","4.96","1.30",
"1102","亞泥","9.02","8.83","1.08",
"1103","嘉泥","-","0.00","0.89",
"1104","環泥","9.37","11.08","0.48",
"1107","建台","-","0.00","24.50",
"1108","幸福","-","4.38","0.64",
"1109","信大","19.15","5.56","0.67",
"1110","東泥","22.56","4.11","0.44",
"1201","味全","-","0.00","1.13",
"1203","味王","-","0.00","0.72",
"1210","大成","6.53","2.75","0.86",
"1213","大飲","412.00","0.00","0.60",
"1215","卜蜂","-","0.00","0.39",
"1216","統一","19.31","1.83","1.53",
"1217","愛之味","25.75","0.00","0.59",
"1218","泰山","-","0.00","0.50",
"1219","福壽","36.08","0.00","0.38",
"1220","台榮","-","0.00","0.62",
"1225","福懋油","15.72","0.00","0.35",
"1227","佳格","8.22","6.41","1.00",
"1229","聯華","16.79","5.33","0.73",
"1231","聯華食","12.60","0.00","0.63",
"1232","大統益","8.31","7.08","1.23",
"1233","天仁","15.54","6.11","1.94",
"1234","黑松","87.10","2.30","0.50",
"1235","興泰","10.90","8.60","1.07",
"1236","宏亞","8.66","8.62","1.28",
"1301","台塑","6.88","8.89","1.91",
"1303","南亞","7.62","7.57","1.87",
"1304","台聚","7.82","11.63","0.66",
"1305","華夏","-","0.00","0.66",
"1307","三芳","13.06","4.00","1.27",
"1308","亞聚","7.21","9.80","0.74",
"1309","台達化","-","5.58","0.50",
"1310","台苯","-","7.75","1.23",
"1311","福聚","9.05","18.70","1.08",
"1312","國喬","22.38","0.00","0.74",
"1313","聯成","12.24","8.27","0.69",
"1314","中石化","6.15","0.00","0.69",
"1315","達新","8.27","7.11","0.80",
"1316","上曜","-","0.00","0.22",
"1319","東陽","19.43","5.04","2.39",
"1321","大洋","7.46","9.71","0.72",
"1323","永裕","8.50","8.76","0.62",
"1324","地球","12.00","8.33","0.59",
"1325","恆大","-","0.00","1.01",
"1326","台化","5.89","10.83","1.80",
"1402","遠東新","12.35","8.05","1.24",
"1409","新纖","29.11","0.00","0.49",
"1410","南染","-","0.00","0.36",
"1413","宏洲","-","0.00","0.24",
"1414","東和","-","0.00","0.35",
"1416","廣豐","-","0.00","0.39",
"1417","嘉裕","-","0.00","0.48",
"1418","東華","-","0.00","0.35",
"1419","新紡","19.58","0.00","0.81",
"1423","利華","-","0.00","0.26",
"1434","福懋","10.51","6.06","1.18",
"1435","中福","-","0.00","1.62",
"1436","華友聯","-","0.00","0.63",
"1437","勤益控","-","0.00","0.73",
"1438","三地開發","-","0.00","0.42",
"1439","雋揚","90.00","2.47","0.55",
"1440","南紡","114.60","3.49","0.40",
"1441","大東","-","0.00","0.27",
"1442","名軒","13.73","0.00","0.52",
"1443","立益物流","-","0.00","0.36",
"1444","力麗","-","0.00","0.29",
"1445","大宇","-","0.00","0.36",
"1446","宏和","-","0.00","0.24",
"1447","力鵬","10.18","0.00","0.42",
"1449","佳和","-","0.00","0.48",
"1451","年興","10.31","10.15","1.16",
"1452","宏益","-","0.00","0.43",
"1453","大將","-","0.00","0.43",
"1454","台富","-","0.00","0.48",
"1455","集盛","19.24","17.92","0.45",
"1456","怡華","-","0.00","0.32",
"1457","宜進","-","0.00","0.31",
"1459","聯發","-","11.34","0.47",
"1460","宏遠","245.50","3.05","0.47",
"1463","強盛","15.67","11.82","0.40",
"1464","得力","-","2.78","0.49",
"1465","偉全","11.64","3.53","0.49",
"1466","聚隆","-","0.00","0.55",
"1467","南緯","23.80","2.56","0.74",
"1468","昶和","-","0.00","1.14",
"1469","理隆","-","10.31","0.73",
"1470","大統新創","-","0.00","0.52",
"1471","首利","26.60","1.97","3.26",
"1472","三洋實業","-","0.00","0.31",
"1473","台南","9.33","8.20","1.55",
"1474","弘裕","8.11","13.70","0.65",
"1475","業旺","-","0.00","2.02",
"1476","儒鴻","8.28","14.52","1.22",
"1477","聚陽","8.66","6.93","2.65",
"1503","士電","18.11","4.18","1.23",
"1504","東元","52.42","0.00","0.60",
"1506","正道","36.09","0.00","0.76",
"1507","永大","12.04","3.51","0.91",
"1512","瑞利","18.85","13.01","0.82",
"1513","中興電","11.67","5.71","1.79",
"1514","亞力","-","2.77","0.45",
"1515","力山","-","8.42","0.67",
"1516","川飛","-","0.00","0.36",
"1517","利奇","-","4.44","0.54",
"1519","華城","49.33","0.00","0.84",
"1520","復盛","13.41","8.92","2.21",
"1521","大億","8.62","12.41","1.66",
"1522","堤維西","-","7.18","1.32",
"1523","開億","7.75","10.06","0.98",
"1524","耿鼎","16.25","8.27","1.28",
"1525","江申","7.59","7.06","0.82",
"1526","日馳","-","0.00","0.47",
"1527","鑽全","9.74","7.12","2.79",
"1528","恩德","12.71","3.77","0.92",
"1529","樂事綠能","29.50","0.00","0.52",
"1530","亞崴","10.61","5.26","3.23",
"1531","高林股","9.81","7.78","1.30",
"1532","勤美","14.06","9.52","1.21",
"1533","車王電","560.00","3.57","0.99",
"1535","中宇","9.08","5.08","0.97",
"1536","和大","17.28","2.49","2.69",
"1537","廣隆","427.50","2.92","1.07",
"1538","正峰","12.93","1.47","2.76",
"1539","巨庭","-","2.69","0.49",
"1540","喬福","7.63","8.45","1.07",
"1541","錩泰","-","0.00","0.92",
"1560","中砂","26.34","3.36","3.06",
"1601","台光","-","0.00","1.18",
"1603","華電","-","0.00","0.47",
"1604","聲寶","-","21.86","0.39",
"1605","華新","-","16.90","0.74",
"1606","歌林","-","0.00","0.93",
"1608","華榮","-","9.31","0.46",
"1609","大亞","8.88","7.43","0.62",
"1611","中電","30.00","2.04","1.11",
"1612","宏泰","9.29","4.04","0.82",
"1613","台一","1.22","0.00","0.43",
"1614","三洋電","9.57","8.03","1.07",
"1615","大山","36.07","6.34","0.47",
"1616","億泰","9.27","3.81","0.53",
"1617","榮星","-","7.25","0.50",
"1618","合機","13.00","20.07","0.40",
"1701","中化","-","14.42","0.79",
"1702","南僑","476.00","0.00","0.53",
"1704","榮化","6.76","5.22","1.26",
"1707","葡萄王","10.73","6.25","0.76",
"1708","東鹼","15.63","2.50","0.75",
"1709","和益","14.49","5.31","0.83",
"1710","東聯","6.68","17.07","1.31",
"1711","永光","50.25","4.98","0.75",
"1712","興農","63.25","5.93","0.42",
"1713","國化","25.45","6.78","0.53",
"1714","和桐","-","16.10","0.62",
"1715","萬洲","10.95","5.54","0.67",
"1716","永信","12.58","4.89","1.58",
"1717","長興","18.23","4.86","2.18",
"1718","中纖","5.68","25.18","0.66",
"1720","生達","11.70","5.00","1.41",
"1721","三晃","39.47","0.00","0.99",
"1722","台肥","12.30","4.35","0.81",
"1723","中碳","8.54","10.56","2.71",
"1724","台硝","-","5.13","1.04",
"1725","元禎","7.21","12.74","1.33",
"1726","永記","10.25","6.70","1.32",
"1727","中華化","9.09","11.62","0.77",
"1729","必翔","19.82","4.49","4.31",
"1730","花仙子","11.08","5.31","0.95",
"1731","美吾華","17.36","4.12","0.71",
"1732","毛寶","-","0.00","1.53",
"1733","五鼎","15.54","7.35","2.38",
"1734","杏輝","11.68","5.90","1.47",
"1735","日勝化","12.75","11.54","1.01",
"1736","喬山","18.78","2.17","6.62",
"1737","臺鹽","12.93","21.05","0.74",
"1802","台玻","9.92","6.05","1.21",
"1805","寶徠","-","0.00","0.48",
"1806","冠軍","7.44","0.00","0.42",
"1808","潤隆","9.56","0.00","1.38",
"1809","中釉","78.25","0.00","0.50",
"1810","和成","-","0.00","0.45",
"1902","台紙","-","0.00","0.32",
"1903","士紙","-","0.00","1.21",
"1904","正隆","31.06","7.27","0.67",
"1905","華紙","9.50","6.14","0.78",
"1906","寶隆","-","0.00","0.38",
"1907","永豐餘","10.14","9.78","0.92",
"1909","榮成","15.13","8.26","0.57",
"2002","中鋼","6.34","14.52","1.63",
"2006","東和鋼鐵","7.46","10.25","1.35",
"2007","燁興","-","0.00","0.48",
"2008","高興昌","-","0.00","0.80",
"2009","第一銅","14.51","5.83","0.93",
"2010","春源","6.11","16.23","0.89",
"2012","春雨","10.08","0.00","0.71",
"2013","中鋼構","18.96","2.36","0.79",
"2014","中鴻","-","10.31","1.76",
"2015","豐興","5.72","12.20","1.50",
"2017","官田鋼","-","5.85","0.52",
"2020","美亞","23.43","15.18","1.04",
"2022","聚亨","8.81","9.62","0.49",
"2023","燁輝","8.56","10.95","0.76",
"2024","志聯","-","0.00","0.41",
"2025","千興","-","0.00","0.79",
"2027","大成鋼","9.52","10.17","1.32",
"2028","威致","-","0.00","0.66",
"2029","盛餘","6.58","15.76","1.18",
"2030","彰源","6.70","13.41","1.03",
"2031","新光鋼","11.11","14.25","1.02",
"2032","新鋼","44.00","12.99","1.17",
"2033","佳大","10.76","12.27","0.70",
