"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","6.20","106","17.60","1.14","107/1",
"1102","亞泥","2.96","106","19.15","1.05","107/1",
"1103","嘉泥","3.30","106","8.42","0.54","107/1",
"1104","環泥","5.54","106","11.47","0.74","107/1",
"1108","幸福","0.00","106","-","0.73","107/1",
"1109","信大","0.61","106","10.12","1.01","107/1",
"1110","東泥","0.71","106","155.56","0.94","107/1",
"1201","味全","0.00","106","16.48","2.27","107/1",
"1203","味王","5.05","106","14.31","1.31","107/1",
"1210","大成","6.72","106","10.86","1.62","107/1",
"1213","大飲","0.00","106","-","1.10","107/1",
"1215","卜蜂","5.24","106","11.92","2.17","107/1",
"1216","統一","6.82","106","11.56","3.68","107/1",
"1217","愛之味","0.00","106","19.78","0.70","107/1",
"1218","泰山","2.23","106","21.89","1.40","107/1",
"1219","福壽","1.63","106","38.23","1.50","107/1",
"1220","台榮","3.36","106","20.88","0.94","107/1",
"1225","福懋油","1.50","106","72.89","5.53","107/1",
"1227","佳格","3.31","106","23.59","3.49","107/1",
"1229","聯華","7.16","106","12.22","1.42","107/1",
"1231","聯華食","4.72","106","12.96","1.87","107/1",
"1232","大統益","5.26","106","17.99","3.83","107/1",
"1233","天仁","6.00","106","20.05","2.22","107/1",
"1234","黑松","4.89","106","21.47","0.70","107/1",
"1235","興泰","11.52","106","8.26","0.50","107/1",
"1236","宏亞","0.60","106","40.00","0.97","107/1",
"1256","鮮活果汁-KY","2.96","106","16.82","3.28","107/1",
"1262","綠悅-KY","1.07","106","18.27","0.41","107/1",
"1301","台塑","5.16","106","13.69","1.85","107/1",
"1303","南亞","6.06","106","11.68","1.72","107/1",
"1304","台聚","3.64","106","13.61","0.78","107/1",
"1305","華夏","6.35","106","9.74","1.67","107/1",
"1307","三芳","5.94","106","17.02","1.36","107/1",
"1308","亞聚","5.29","106","17.71","0.90","107/1",
"1309","台達化","0.00","106","7.81","1.14","107/1",
"1310","台苯","7.24","106","11.51","1.53","107/1",
"1312","國喬","3.51","106","7.54","1.19","107/1",
"1313","聯成","9.57","106","9.00","0.99","107/1",
"1314","中石化","0.00","106","6.41","0.58","107/1",
"1315","達新","4.14","106","30.87","0.63","107/1",
"1316","上曜","11.49","106","4.20","1.13","107/1",
"1319","東陽","4.63","106","11.24","1.25","107/1",
"1321","大洋","0.00","106","208.85","1.11","107/1",
"1323","永裕","3.50","106","12.58","1.77","107/1",
"1324","地球","2.48","106","-","0.89","107/1",
"1325","恆大","1.97","106","30.17","0.89","107/1",
"1326","台化","5.91","106","12.42","1.73","107/1",
"1337","再生-KY","0.34","106","-","0.24","107/1",
"1338","廣華-KY","5.07","106","10.59","1.21","107/1",
"1339","昭輝","4.77","106","8.93","0.96","107/1",
"1340","勝悅-KY","3.47","106","5.81","0.70","107/1",
"1402","遠東新","3.72","106","18.64","0.86","107/1",
"1409","新纖","3.77","106","19.20","0.76","107/1",
"1410","南染","6.05","106","17.54","1.36","107/1",
"1413","宏洲","0.00","106","8.98","1.67","107/1",
"1414","東和","4.32","106","16.44","0.52","107/1",
"1416","廣豐","7.34","106","18.58","0.71","107/1",
"1417","嘉裕","0.00","106","-","0.57","107/1",
"1418","東華","0.00","106","-","18.27","107/1",
"1419","新紡","8.57","106","10.51","1.41","107/1",
"1423","利華","0.00","106","29.82","0.65","107/1",
"1432","大魯閣","0.00","106","-","0.84","107/1",
"1434","福懋","5.81","106","13.29","0.78","107/1",
"1435","中福","0.00","106","-","0.76","107/1",
"1436","華友聯","7.56","106","9.30","1.17","107/1",
"1437","勤益控","5.42","106","13.67","0.66","107/1",
"1438","三地開發","0.00","106","-","1.48","107/1",
"1439","雋揚","0.00","106","-","1.52","107/1",
"1440","南紡","2.69","106","27.92","0.89","107/1",
"1441","大東","0.00","106","-","2.50","107/1",
"1442","名軒","9.23","106","14.34","1.02","107/1",
"1443","立益物流","0.00","106","-","1.10","107/1",
"1444","力麗","5.05","106","52.11","0.86","107/1",
"1445","大宇","2.48","106","-","0.61","107/1",
"1446","宏和","1.15","106","-","2.17","107/1",
"1447","力鵬","0.00","106","-","0.67","107/1",
"1449","佳和","0.00","106","-","0.91","107/1",
"1451","年興","6.42","106","61.45","0.62","107/1",
"1452","宏益","7.43","106","12.24","0.99","107/1",
"1453","大將","0.00","106","2.45","0.62","107/1",
"1454","台富","2.47","106","73.64","0.67","107/1",
"1455","集盛","3.98","106","26.45","0.78","107/1",
"1456","怡華","0.00","106","22.44","0.73","107/1",
"1457","宜進","5.07","106","3.38","0.73","107/1",
"1459","聯發","1.18","106","15.47","0.78","107/1",
"1460","宏遠","1.54","106","27.55","1.19","107/1",
"1463","強盛","17.00","106","8.10","1.11","107/1",
"1464","得力","8.78","106","34.32","1.71","107/1",
"1465","偉全","2.76","106","65.91","0.92","107/1",
"1466","聚隆","0.00","106","-","0.65","107/1",
"1467","南緯","0.00","106","-","1.01","107/1",
"1468","昶和","0.00","106","-","1.88","107/1",
"1470","大統新創","2.72","106","39.04","1.66","107/1",
"1471","首利","0.00","106","-","0.80","107/1",
"1472","三洋實業","0.00","106","-","4.41","107/1",
"1473","台南","2.42","106","-","0.81","107/1",
"1474","弘裕","4.80","106","12.63","0.84","107/1",
"1475","業旺","0.00","106","-","3.25","107/1",
"1476","儒鴻","2.72","106","26.06","6.03","107/1",
"1477","聚陽","4.43","106","21.96","3.28","107/1",
"1503","士電","3.16","106","17.36","0.94","107/1",
"1504","東元","3.85","106","14.33","0.84","107/1",
"1506","正道","0.00","106","-","2.07","107/1",
"1507","永大","4.05","106","18.14","1.67","107/1",
"1512","瑞利","0.00","106","-","2.35","107/1",
"1513","中興電","4.62","106","17.89","1.20","107/1",
"1514","亞力","3.24","106","18.18","1.10","107/1",
"1515","力山","2.20","106","35.39","4.00","107/1",
"1516","川飛","2.31","106","39.35","1.82","107/1",
"1517","利奇","1.98","106","-","0.71","107/1",
"1519","華城","1.83","106","-","1.88","107/1",
"1521","大億","6.93","106","12.50","2.81","107/1",
"1522","堤維西","5.25","106","14.95","1.44","107/1",
"1524","耿鼎","4.37","106","10.00","0.84","107/1",
"1525","江申","3.38","106","10.17","1.26","107/1",
"1526","日馳","2.49","106","10.75","2.56","107/1",
"1527","鑽全","2.12","106","19.47","3.08","107/1",
"1528","恩德","3.47","106","18.95","1.09","107/1",
"1529","樂事綠能","0.00","106","35.22","2.88","107/1",
"1530","亞崴","3.40","106","13.97","1.25","107/1",
"1531","高林股","3.97","106","24.28","0.96","107/1",
"1532","勤美","4.84","106","13.36","0.96","107/1",
"1533","車王電","0.81","106","16.20","1.55","107/1",
"1535","中宇","3.42","106","22.67","1.46","107/1",
"1536","和大","2.78","106","28.07","5.02","107/1",
"1537","廣隆","6.29","106","13.41","3.26","107/1",
"1538","正峰","0.00","106","-","0.84","107/1",
"1539","巨庭","4.02","106","13.76","1.46","107/1",
