"日期","成交股數","成交金額","成交筆數","發行量加權股價指數","漲跌點數",
"115/02/02","11,735,154,321","771,419,543,919","5,758,292","31,624.03","-439.72",
"115/02/03","11,518,844,202","821,574,120,123","4,708,431","32,195.36","571.33",
"115/02/04","10,160,254,873","704,644,032,693","4,072,781","32,289.81","94.45",
"115/02/05","11,186,277,150","715,168,705,076","4,940,125","31,801.27","-488.54",
"115/02/06","10,552,234,186","700,313,173,141","4,521,784","31,782.92","-18.35",
"115/02/09","9,406,563,866","653,957,736,705","3,954,439","32,404.62","621.70",
"115/02/10","8,544,963,373","678,490,714,672","3,900,357","33,072.97","668.35",
"115/02/11","9,640,426,235","699,292,298,413","4,234,328","33,605.71","532.74",
