"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","7.20","109","14.58","1.45","110/4",
"1102","亞泥","7.13","110","11.22","1.08","110/4",
"1103","嘉泥","6.93","109","19.80","0.52","110/4",
"1104","環泥","4.87","110","12.38","0.70","110/4",
"1108","幸福","5.04","110","18.31","1.04","110/4",
"1109","信大","7.26","110","8.19","0.90","110/4",
"1110","東泥","0.97","110","82.60","1.36","110/4",
"1201","味全","2.24","110","22.35","1.61","110/4",
"1203","味王","3.27","110","17.90","1.52","110/4",
"1210","大成","3.66","110","23.53","2.19","110/4",
"1213","大飲","0.00","109","-","1.02","110/4",
"1215","卜蜂","5.51","109","16.13","2.69","110/4",
"1216","統一","4.00","110","19.29","3.29","110/4",
"1217","愛之味","2.38","110","30.73","0.94","110/4",
"1218","泰山","3.16","110","25.94","2.20","110/4",
"1219","福壽","3.62","109","27.65","2.02","110/4",
"1220","台榮","4.12","110","24.30","1.82","110/4",
"1225","福懋油","2.69","110","28.74","3.78","110/4",
"1227","佳格","3.78","110","18.59","2.53","110/4",
"1229","聯華","3.61","110","21.85","2.26","110/4",
"1231","聯華食","2.93","110","22.03","3.94","110/4",
"1232","大統益","3.87","110","19.97","5.10","110/4",
"1233","天仁","2.38","110","70.00","2.09","110/4",
"1234","黑松","4.72","110","18.18","0.80","110/4",
"1235","興泰","8.23","110","57.04","1.29","110/4",
"1236","宏亞","1.78","110","-","1.43","110/4",
"1256","鮮活果汁-KY","4.55","110","13.63","2.65","110/4",
"1301","台塑","7.66","110","9.55","1.69","110/4",
"1303","南亞","8.49","110","8.61","1.69","110/4",
"1304","台聚","7.47","110","6.08","1.24","110/4",
"1305","華夏","7.40","110","7.95","1.76","110/4",
"1307","三芳","2.45","110","70.34","1.06","110/4",
"1308","亞聚","8.04","110","7.15","1.43","110/4",
"1309","台達化","7.73","110","6.63","1.60","110/4",
"1310","台苯","0.89","110","84.50","1.25","110/4",
"1312","國喬","7.55","110","4.17","0.69","110/4",
"1313","聯成","5.73","110","10.64","0.76","110/4",
"1314","中石化","3.23","110","13.05","0.58","110/4",
"1315","達新","5.64","110","1,330.00","0.66","110/4",
"1316","上曜","0.00","109","-","1.63","110/4",
"1319","東陽","2.49","110","29.40","0.93","110/4",
"1321","大洋","2.05","110","23.59","1.14","110/4",
"1323","永裕","4.50","109","11.58","1.38","110/4",
"1324","地球","1.84","110","1,085.00","0.86","110/4",
"1325","恆大","4.51","110","13.59","1.28","110/4",
"1326","台化","5.93","110","12.33","1.21","110/4",
"1337","再生-KY","0.00","109","-","0.34","110/4",
"1338","廣華-KY","4.65","110","13.32","0.71","110/4",
"1339","昭輝","5.65","110","19.34","0.76","110/4",
"1340","勝悅-KY","0.00","109","-","0.32","110/4",
"1341","富林-KY","8.12","110","12.50","2.93","110/4",
"1342","八貫","4.43","110","17.27","2.95","110/4",
"1402","遠東新","4.93","110","16.80","0.79","110/4",
"1409","新纖","6.91","110","8.40","0.91","110/4",
"1410","南染","3.52","110","28.64","2.06","110/4",
"1413","宏洲","0.00","109","13.00","1.20","110/4",
"1414","東和","1.39","109","27.77","1.24","110/4",
"1416","廣豐","4.42","110","25.68","0.61","110/4",
"1417","嘉裕","2.67","110","27.87","0.93","110/4",
"1418","東華","0.00","109","-","0.82","110/4",
"1419","新紡","2.37","110","27.91","1.26","110/4",
"1423","利華","3.79","110","17.84","0.88","110/4",
"1432","大魯閣","0.00","109","-","1.40","110/4",
"1434","福懋","3.60","110","21.85","0.75","110/4",
"1435","中福","0.00","109","1,026.00","5.73","110/4",
"1436","華友聯","6.07","110","13.54","2.18","110/4",
"1437","勤益控","3.16","110","12.67","0.85","110/4",
"1438","三地開發","0.00","109","77.38","2.08","110/4",
"1439","中和","0.85","110","17.01","0.96","110/4",
"1440","南紡","3.62","110","12.49","1.32","110/4",
"1441","大東","0.00","109","-","1.15","110/4",
"1442","名軒","5.24","110","16.24","1.43","110/4",
"1443","立益","0.00","109","9.70","1.51","110/4",
"1444","力麗","0.00","109","16.09","0.98","110/4",
"1445","大宇","1.31","109","-","1.21","110/4",
"1446","宏和","0.90","110","-","2.99","110/4",
"1447","力鵬","0.00","109","28.63","0.80","110/4",
"1449","佳和","0.00","109","21.29","1.10","110/4",
"1451","年興","2.93","109","16.67","0.55","110/4",
"1452","宏益","8.30","110","9.09","1.13","110/4",
"1453","大將","1.80","110","15.86","1.21","110/4",
"1454","台富","3.45","110","362.50","1.10","110/4",
"1455","集盛","5.21","110","8.87","1.12","110/4",
"1456","怡華","7.37","110","4.20","1.09","110/4",
"1457","宜進","5.43","110","20.44","0.90","110/4",
"1459","聯發","1.81","110","5.50","1.02","110/4",
"1460","宏遠","0.00","109","33.22","0.89","110/4",
"1463","強盛","2.88","110","28.37","1.05","110/4",
"1464","得力","1.90","109","32.92","1.31","110/4",
"1465","偉全","2.40","110","-","0.80","110/4",
"1466","聚隆","6.76","110","9.25","0.94","110/4",
"1467","南緯","5.09","109","-","1.09","110/4",
"1468","昶和","0.00","109","204.17","1.67","110/4",
"1470","大統新創","2.82","110","37.37","2.42","110/4",
"1471","首利","0.00","109","-","1.03","110/4",
"1472","三洋實業","0.00","109","-","2.62","110/4",
"1473","台南","0.53","110","-","0.90","110/4",
"1474","弘裕","3.50","110","12.88","0.90","110/4",
"1475","業旺","0.00","109","55.20","6.49","110/4",
"1476","儒鴻","2.46","110","26.01","6.33","110/4",
"1477","聚陽","4.99","110","17.35","3.36","110/4",
"1503","士電","3.38","110","15.40","1.05","110/4",
"1504","東元","4.13","110","13.72","0.77","110/4",
"1506","正道","0.00","109","69.58","2.89","110/4",
"1512","瑞利","0.00","109","-","13.20","110/4",
"1513","中興電","4.97","110","13.44","2.31","110/4",
"1514","亞力","4.41","110","17.72","1.81","110/4",
"1515","力山","7.05","110","7.34","1.83","110/4",
"1516","川飛","5.60","110","16.10","2.17","110/4",
"1517","利奇","3.34","110","11.98","1.46","110/4",
"1519","華城","2.48","110","36.35","3.03","110/4",
"1521","大億","1.61","110","34.54","1.64","110/4",
"1522","堤維西","2.58","110","33.95","0.84","110/4",
