"證券代號","證券名稱","收盤價","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","25.05","3.19","114","-","0.83","114/4",
"1102","亞泥","35.20","6.53","114","12.44","0.69","114/4",
"1103","嘉泥","13.45","4.09","114","16.01","0.49","114/4",
"1104","環泥","28.30","6.54","114","11.05","0.80","114/4",
"1108","幸福","14.60","6.85","114","6.70","1.03","114/4",
"1109","信大","15.40","5.84","114","14.95","0.63","114/4",
"1110","東泥","15.10","1.99","114","41.94","0.91","114/4",
"1201","味全","12.30","1.71","114","30.75","0.81","114/4",
"1203","味王","43.70","2.29","114","24.14","1.63","114/4",
"1210","大成","52.00","5.77","114","12.01","1.64","114/4",
"1213","大飲","8.85","3.95","113","-","0.77","114/4",
"1215","卜蜂","139.50","5.02","114","13.43","3.31","114/4",
"1216","統一","68.70","4.37","114","19.91","2.87","114/4",
"1217","愛之味","9.69","2.58","114","23.07","0.61","114/4",
"1218","泰山","18.85","7.00","114","11.86","0.71","114/4",
"1219","福壽","13.40","3.73","114","29.78","1.00","114/4",
"1220","台榮","12.35","1.62","114","154.38","0.93","114/4",
"1225","福懋油","33.15","3.02","114","20.46","2.06","114/4",
"1227","佳格","28.75","4.66","114","21.62","1.41","114/4",
"1229","聯華","41.35","4.84","114","16.09","1.29","114/4",
"1231","聯華食","86.80","2.88","114","22.78","3.57","114/4",
"1232","大統益","148.50","4.85","114","17.17","3.79","115/1",
"1233","天仁","29.00","0.69","114","38.67","1.94","114/4",
"1234","黑松","35.05","4.71","114","17.53","0.75","114/4",
"1235","興泰","44.75","2.23","114","-","0.70","114/4",
"1236","宏亞","26.15","6.31","114","-","0.90","114/4",
"1256","鮮活果汁-KY","164.00","4.02","114","15.34","1.49","114/4",
"1301","台塑","50.70","0.99","114","-","0.89","114/4",
"1303","南亞","93.80","0.85","114","164.56","2.09","114/4",
"1304","台聚","13.20","1.14","114","-","0.81","114/4",
"1305","華夏","13.30","0.75","114","-","1.00","114/4",
"1307","三芳","31.25","7.04","114","10.96","1.23","114/4",
"1308","亞聚","13.70","1.46","114","-","0.79","114/4",
"1309","台達化","18.25","0.82","114","-","1.26","114/4",
"1310","台苯","8.78","0.00","113","-","0.63","114/4",
"1312","國喬","11.65","0.00","113","-","0.45","114/4",
"1313","聯成","10.80","0.93","114","-","0.49","114/4",
"1314","中石化","7.23","0.00","113","-","0.36","114/4",
"1315","達新","62.40","7.21","114","40.26","0.59","114/4",
"1316","上曜","11.50","0.00","113","-","0.92","114/4",
"1319","東陽","75.40","6.63","114","11.73","1.59","114/4",
"1321","大洋","29.25","1.30","113","-","1.13","114/4",
"1323","永裕","19.70","4.57","114","75.77","0.70","114/4",
"1324","地球","10.40","1.92","113","-","0.88","114/4",
"1325","恆大","26.50","1.13","113","-","0.87","114/4",
"1326","台化","51.00","1.18","114","-","0.86","114/4",
"1337","再生-KY","4.96","0.00","113","-","0.36","114/4",
"1338","廣華-KY","15.80","1.90","114","-","0.22","114/4",
"1339","昭輝","40.55","6.17","114","16.83","0.75","114/4",
"1340","勝悅-KY","5.60","0.00","113","-","0.32","115/1",
"1341","富林-KY","61.80","6.47","114","16.66","2.53","114/4",
"1342","八貫","93.80","6.40","114","15.76","3.50","115/1",
"1402","遠東新","26.10","4.79","114","17.88","0.61","114/4",
"1409","新纖","16.90","5.33","114","14.08","0.66","114/4",
"1410","南染","28.95","0.69","114","49.07","1.70","114/4",
"1413","宏洲","9.65","0.00","113","21.44","1.13","114/4",
"1414","東和","16.50","1.21","114","78.57","1.12","114/4",
"1416","廣豐","11.35","5.02","114","14.01","0.48","114/4",
"1417","嘉裕","8.86","2.82","114","14.29","0.72","114/4",
"1418","東華","19.10","0.00","113","-","0.84","114/4",
"1419","新紡","64.30","2.80","114","15.64","1.10","114/4",
"1423","利華","41.10","8.76","114","9.43","1.12","114/4",
"1432","大魯閣","16.80","11.90","114","2.79","1.09","114/4",
"1434","福懋","16.10","3.11","114","31.57","0.64","114/4",
"1436","華友聯","49.30","10.24","114","9.84","1.47","114/4",
"1437","勤益控","29.40","3.27","114","12.15","0.72","114/4",
"1438","三地開發","20.45","0.00","113","11.75","0.72","114/4",
"1439","雋揚","26.60","1.88","114","8.29","0.83","114/4",
"1440","南紡","12.55","2.39","114","-","0.75","114/4",
"1441","大東","9.87","0.00","113","-","1.53","114/4",
"1442","名軒","26.30","9.13","114","8.68","1.20","114/4",
"1443","立益物流","23.80","0.00","113","21.06","1.40","114/4",
"1444","力麗","6.01","0.00","113","-","0.62","114/4",
"1445","大宇","12.80","3.91","114","-","0.79","114/4",
"1446","宏和","15.60","9.62","114","9.63","0.77","114/4",
"1447","力鵬","4.96","0.00","113","-","0.56","114/4",
"1449","佳和","13.00","0.00","114","118.18","0.73","114/4",
"1451","年興","16.95","5.90","114","9.63","0.46","114/4",
"1452","宏益","11.25","1.78","114","-","0.56","115/1",
"1453","大將","11.85","2.53","114","296.25","0.93","114/4",
"1454","台富","13.95","0.72","114","-","1.24","114/4",
"1455","集盛","8.09","1.98","114","-","0.74","114/4",
"1456","怡華","12.95","0.00","113","3.80","0.63","114/4",
"1457","宜進","14.60","6.85","114","12.37","0.63","114/4",
"1459","聯發","12.10","1.65","114","7.81","1.09","115/1",
"1460","宏遠","7.12","0.00","113","-","0.84","114/4",
"1463","強盛新","18.40","0.71","114","141.54","1.21","114/4",
"1464","得力","9.91","2.52","114","28.31","0.81","114/4",
"1465","偉全","12.35","2.43","114","-","0.81","114/4",
"1466","聚隆","15.95","1.25","114","-","1.15","114/4",
"1467","南緯","7.16","0.00","113","-","0.57","114/4",
"1468","昶和","12.20","0.00","113","58.10","1.38","114/4",
"1470","大統新創","22.50","2.89","114","28.85","1.90","114/4",
"1471","首利","11.20","0.00","113","373.33","1.16","114/4",
"1472","三洋實業","90.50","6.63","114","14.14","2.07","114/4",
"1473","台南","20.70","2.42","114","36.32","0.80","114/4",
"1474","弘裕","9.97","2.51","114","29.32","0.60","114/4",
"1475","業旺","27.45","5.46","114","10.09","1.17","114/4",
"1476","儒鴻","333.00","4.50","114","16.57","3.08","114/4",
"1477","聚陽","212.50","7.06","114","15.34","4.03","115/1",
