"證券代號","證券名稱","收盤價","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","23.70","3.38","114","-","0.79","114/4",
"1102","亞泥","35.30","6.52","114","12.47","0.69","114/4",
"1103","嘉泥","13.85","3.97","113","16.49","0.50","114/4",
"1104","環泥","29.60","6.25","114","11.56","0.84","114/4",
"1108","幸福","14.80","6.76","114","6.79","1.04","114/4",
"1109","信大","15.25","5.90","114","14.81","0.62","114/4",
"1110","東泥","14.95","2.01","114","41.53","0.90","114/4",
"1201","味全","13.50","1.56","114","33.75","0.89","114/4",
"1203","味王","39.40","2.54","114","21.77","1.47","114/4",
"1210","大成","54.60","5.49","114","12.61","1.72","114/4",
"1213","大飲","9.59","3.65","113","-","0.83","114/4",
"1215","卜蜂","138.50","5.05","114","13.33","3.28","114/4",
"1216","統一","71.90","4.17","114","20.84","3.01","114/4",
"1217","愛之味","10.25","2.44","114","24.40","0.65","114/4",
"1218","泰山","19.50","6.77","114","12.26","0.73","114/4",
"1219","福壽","13.95","3.58","113","31.00","1.04","114/4",
"1220","台榮","12.60","1.59","114","157.50","0.95","114/4",
"1225","福懋油","31.65","3.16","114","19.54","1.96","114/4",
"1227","佳格","31.05","4.32","114","23.35","1.52","114/4",
"1229","聯華","44.85","4.46","114","17.45","1.40","114/4",
"1231","聯華食","93.10","2.69","114","24.44","3.83","114/4",
"1232","大統益","149.50","4.82","114","18.10","4.05","114/4",
"1233","天仁","28.50","0.70","114","38.00","1.91","114/4",
"1234","黑松","36.05","4.58","114","18.03","0.77","114/4",
"1235","興泰","37.65","6.64","113","-","0.59","114/4",
"1236","宏亞","26.10","6.32","114","-","0.90","114/4",
"1256","鮮活果汁-KY","147.00","4.49","114","13.75","1.33","114/4",
"1301","台塑","46.65","1.07","114","-","0.82","114/4",
"1303","南亞","78.70","1.02","114","138.07","1.75","114/4",
"1304","台聚","17.25","0.87","114","-","1.06","114/4",
"1305","華夏","16.90","0.59","114","-","1.27","114/4",
"1307","三芳","32.50","6.77","114","11.40","1.28","114/4",
"1308","亞聚","17.90","1.12","114","-","1.04","114/4",
"1309","台達化","23.60","0.64","114","-","1.63","114/4",
"1310","台苯","10.90","0.00","113","-","0.78","114/4",
"1312","國喬","13.30","0.00","113","-","0.52","114/4",
"1313","聯成","12.55","0.80","114","-","0.57","114/4",
"1314","中石化","8.24","0.00","113","-","0.41","114/4",
"1315","達新","63.20","7.12","114","40.77","0.60","114/4",
"1316","上曜","12.20","0.00","113","-","0.98","114/4",
"1319","東陽","82.00","6.10","114","12.75","1.73","114/4",
"1321","大洋","33.60","1.13","113","-","1.30","114/4",
"1323","永裕","21.20","4.25","114","81.54","0.75","114/4",
"1324","地球","11.35","1.76","113","-","0.96","114/4",
"1325","恆大","27.85","1.08","113","-","0.92","114/4",
"1326","台化","45.30","1.32","114","-","0.77","114/4",
"1337","再生-KY","6.15","0.00","113","-","0.45","114/4",
"1338","廣華-KY","17.15","1.75","114","-","0.24","114/4",
"1339","昭輝","40.50","6.17","114","16.80","0.74","114/4",
"1340","勝悅-KY","6.70","0.00","113","-","0.39","114/4",
"1341","富林-KY","58.00","6.90","114","15.63","2.37","114/4",
"1342","八貫","84.60","7.09","114","14.89","2.75","114/4",
"1402","遠東新","27.15","4.60","114","18.60","0.63","114/4",
"1409","新纖","15.55","5.79","114","12.96","0.60","114/4",
"1410","南染","31.30","0.64","114","53.05","1.84","114/4",
"1413","宏洲","9.84","0.00","113","21.87","1.15","114/4",
"1414","東和","17.15","1.17","114","81.67","1.17","114/4",
"1416","廣豐","11.45","4.98","114","14.14","0.48","114/4",
"1417","嘉裕","9.15","2.73","114","14.76","0.74","114/4",
"1418","東華","18.55","0.00","113","-","0.82","114/4",
"1419","新紡","62.40","2.40","113","15.18","1.07","114/4",
"1423","利華","39.85","9.03","114","9.14","1.08","114/4",
"1432","大魯閣","17.45","11.46","114","2.89","1.13","114/4",
"1434","福懋","16.65","3.00","114","32.65","0.66","114/4",
"1435","中福","17.70","0.00","113","-","2.49","114/4",
"1436","華友聯","54.00","9.35","114","10.78","1.61","114/4",
"1437","勤益控","30.70","3.13","114","12.69","0.75","114/4",
"1438","三地開發","28.05","0.00","113","16.12","0.99","114/4",
"1439","雋揚","27.35","1.83","114","8.52","0.85","114/4",
"1440","南紡","12.80","2.34","114","-","0.77","114/4",
"1441","大東","9.82","0.00","113","-","1.52","114/4",
"1442","名軒","26.30","17.11","113","8.68","1.20","114/4",
"1443","立益物流","23.00","0.00","113","20.35","1.36","114/4",
"1444","力麗","6.25","0.00","113","-","0.64","114/4",
"1445","大宇","12.60","3.97","114","-","0.78","114/4",
"1446","宏和","16.70","8.98","114","10.31","0.83","114/4",
"1447","力鵬","5.15","0.00","113","-","0.58","114/4",
"1449","佳和","11.30","0.00","114","102.73","0.63","114/4",
"1451","年興","18.10","5.52","114","10.28","0.49","114/4",
"1452","宏益","11.70","1.71","114","-","0.58","114/4",
"1453","大將","12.05","2.49","114","301.25","0.95","114/4",
"1454","台富","13.05","0.77","114","-","1.16","114/4",
"1455","集盛","8.72","1.83","114","-","0.80","114/4",
"1456","怡華","14.95","0.00","113","4.38","0.72","114/4",
"1457","宜進","15.00","6.67","114","12.71","0.65","114/4",
"1459","聯發","11.70","1.71","114","14.44","1.06","114/4",
"1460","宏遠","7.16","0.00","113","-","0.85","114/4",
"1463","強盛新","17.95","0.72","114","138.08","1.18","114/4",
"1464","得力","10.45","2.39","114","29.86","0.85","114/4",
"1465","偉全","12.25","2.45","114","-","0.81","114/4",
"1466","聚隆","17.00","1.18","114","-","1.22","114/4",
"1467","南緯","7.03","0.00","113","-","0.56","114/4",
"1468","昶和","11.80","0.00","113","56.19","1.34","114/4",
"1470","大統新創","22.30","2.91","114","28.59","1.89","114/4",
"1471","首利","12.25","0.00","113","408.33","1.27","114/4",
"1472","三洋實業","95.70","6.27","114","14.95","2.19","114/4",
"1473","台南","24.30","2.06","114","42.63","0.93","114/4",
"1474","弘裕","9.96","2.51","114","29.29","0.60","114/4",
"1475","業旺","28.95","5.18","114","10.64","1.23","114/4",
"1476","儒鴻","331.00","4.53","114","16.47","3.06","114/4",
"1477","聚陽","228.00","6.58","114","15.56","4.00","114/4",
"1503","士電","182.50","2.74","114","29.11","2.62","114/4",
"1504","東元","62.30","3.21","114","27.81","1.59","114/4",
"1506","正道","11.20","0.00","113","186.67","1.21","114/4",
"1512","瑞利","7.82","0.00","113","41.16","1.17","114/4",
"1513","中興電","145.00","4.14","114","17.97","3.46","114/4",
"1514","亞力","103.00","2.14","114","31.21","4.41","114/4",
"1515","力山","23.85","2.52","114","24.59","1.09","114/4",
"1516","川飛","20.35","0.00","113","407.00","3.94","114/4",
"1517","利奇","11.20","1.79","114","-","0.72","114/4",
"1519","華城","812.00","1.48","114","58.04","24.24","114/4",
"1521","大億","24.70","3.04","114","28.39","1.01","114/4",
"1522","堤維西","32.20","3.73","114","18.40","1.10","114/4",
"1524","耿鼎","30.60","4.58","114","15.69","1.68","114/4",
"1525","江申","64.50","4.34","114","20.09","0.94","114/4",
"1526","日馳","16.85","0.00","113","-","0.74","114/4",
"1527","鑽全","32.60","4.60","114","21.45","0.94","114/4",
"1528","恩德","26.10","0.38","113","-","2.32","114/4",
"1529","樂事綠能","23.50","0.85","113","23.27","2.01","114/4",
"1530","亞崴","26.30","3.80","114","-","0.78","114/4",
"1531","高林股","13.25","7.55","114","-","0.67","114/4",
"1532","勤美","21.80","3.67","114","22.02","0.60","114/4",
"1533","車王電","29.70","0.00","113","51.21","1.28","114/4",
"1535","中宇","53.00","5.66","114","13.25","1.72","114/4",
"1536","和大","49.45","1.62","113","-","1.78","114/4",
"1537","廣隆","124.00","5.81","114","15.60","2.32","114/4",
"1538","正峰","12.65","0.00","113","-","2.96","114/4",
"1539","巨庭","16.55","5.14","113","78.81","0.68","114/4",
"1540","喬福","22.40","4.46","114","20.18","1.29","114/4",
"1541","錩泰","26.30","1.90","113","11.34","0.98","114/4",
"1558","伸興","92.70","5.39","114","16.38","1.16","114/4",
"1560","中砂","452.00","1.11","114","48.92","8.17","114/4",
"1563","巧新","42.10","4.75","114","29.24","1.07","114/4",
"1568","倉佑","22.55","4.43","114","16.58","1.22","114/4",
"1582","信錦","108.00","2.78","114","31.30","2.15","114/4",
"1583","程泰","43.85","2.28","114","-","0.85","114/4",
"1587","吉茂","36.55","1.37","113","98.78","1.86","114/4",
"1589","永冠-KY","6.15","0.00","113","-","0.11","114/3",
"1590","亞德客-KY","1,025.00","2.79","114","24.40","3.90","114/4",
"1597","直得","86.50","0.81","114","95.05","3.13","114/4",
"1598","岱宇","19.90","2.51","113","-","0.80","114/4",
"1603","華電","32.10","6.23","114","9.85","0.68","114/4",
"1604","聲寶","25.50","5.88","114","15.00","1.08","114/4",
"1605","華新","30.80","1.62","114","42.78","0.82","114/4",
"1608","華榮","31.80","6.29","114","5.78","1.41","114/4",
