"證券代號","證券名稱","收盤價","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","24.35","3.29","114","-","0.81","114/4",
"1102","亞泥","35.25","6.52","114","12.46","0.69","114/4",
"1103","嘉泥","13.35","4.12","114","15.89","0.48","114/4",
"1104","環泥","28.40","6.51","114","11.09","0.81","114/4",
"1108","幸福","14.50","6.90","114","6.65","1.02","114/4",
"1109","信大","15.45","5.83","114","15.00","0.63","114/4",
"1110","東泥","14.90","2.01","114","41.39","0.90","114/4",
"1201","味全","12.70","1.65","114","31.75","0.84","114/4",
"1203","味王","43.10","2.32","114","23.81","1.61","114/4",
"1210","大成","53.70","5.59","114","12.40","1.69","114/4",
"1213","大飲","8.95","3.91","113","-","0.78","114/4",
"1215","卜蜂","139.00","5.04","114","13.38","3.29","114/4",
"1216","統一","70.50","4.26","114","20.43","2.95","114/4",
"1217","愛之味","9.98","2.51","114","23.76","0.63","114/4",
"1218","泰山","18.80","7.02","114","11.82","0.71","114/4",
"1219","福壽","13.55","3.69","114","30.11","1.01","114/4",
"1220","台榮","12.40","1.61","114","155.00","0.94","114/4",
"1225","福懋油","31.35","3.19","114","19.35","1.94","114/4",
"1227","佳格","29.10","4.60","114","21.88","1.42","114/4",
"1229","聯華","41.70","4.80","114","16.23","1.30","114/4",
"1231","聯華食","85.90","2.91","114","22.55","3.54","114/4",
"1232","大統益","149.50","4.82","114","18.10","4.05","114/4",
"1233","天仁","28.80","0.69","114","38.40","1.93","114/4",
"1234","黑松","35.25","4.68","114","17.63","0.75","114/4",
"1235","興泰","43.75","5.71","113","-","0.69","114/4",
"1236","宏亞","25.60","6.45","114","-","0.88","114/4",
"1256","鮮活果汁-KY","157.50","4.19","114","14.73","1.43","114/4",
"1301","台塑","50.30","0.99","114","-","0.88","114/4",
"1303","南亞","87.80","0.91","114","154.04","1.96","114/4",
"1304","台聚","13.75","1.09","114","-","0.84","114/4",
"1305","華夏","14.20","0.70","114","-","1.07","114/4",
"1307","三芳","31.25","7.04","114","10.96","1.23","114/4",
"1308","亞聚","14.75","1.36","114","-","0.86","114/4",
"1309","台達化","19.00","0.79","114","-","1.31","114/4",
"1310","台苯","9.51","0.00","113","-","0.68","114/4",
"1312","國喬","12.60","0.00","113","-","0.49","114/4",
"1313","聯成","11.35","0.88","114","-","0.51","114/4",
"1314","中石化","7.38","0.00","113","-","0.37","114/4",
"1315","達新","62.30","7.22","114","40.19","0.59","114/4",
"1316","上曜","10.90","0.00","113","-","0.87","114/4",
"1319","東陽","73.60","6.79","114","11.45","1.55","114/4",
"1321","大洋","30.65","1.24","113","-","1.19","114/4",
"1323","永裕","21.00","4.29","114","80.77","0.75","114/4",
"1324","地球","10.75","1.86","113","-","0.90","114/4",
"1325","恆大","25.60","1.17","113","-","0.84","114/4",
"1326","台化","50.40","1.19","114","-","0.85","114/4",
"1337","再生-KY","5.17","0.00","113","-","0.38","114/4",
"1338","廣華-KY","16.60","1.81","114","-","0.23","114/4",
"1339","昭輝","42.00","5.95","114","17.43","0.77","114/4",
"1340","勝悅-KY","5.78","0.00","113","-","0.34","114/4",
"1341","富林-KY","60.20","6.64","114","16.23","2.46","114/4",
