日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 騰落指標, 騰落指標, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 未平倉量
2012/5/8,52.5,52.5,51.5,51.6,0,0,,,,,,1610,,22601,,,1440,,,-7149,-7149,187251,,,18597,,,3454,,,209304,,,0
2012/5/9,51.1,51.8,50.9,51.4,-0.2,-0.3876,,,,,,1694,,22517,,,1162,,,-7636,-487,186879,,,18407,,,3463,,,208751,,,0
2012/5/10,51.4,51.7,50.8,50.9,-0.5,-0.9728,,,,,,1785,,22435,,,1180,,,-7846,-210,186756,,,18407,,,3422,,,208587,,,0
2012/5/11,50.9,51.4,49.2,50,-0.9,-1.7682,,,,,,3890,,22402,,,1416,,,-8411,-565,186519,,,17878,,,3316,,,207714,,,0
2012/5/14,50.2,50.5,49.75,50.5,0.5,1,50.88,,,,,2010,2197,22319,22454.8,,1418,1323.2,,-8803,-392,187261,186934,,17788,18216,,3309,3394,,208359,208543,,0
2012/5/15,50,50.9,49.8,50.5,0,0,50.66,,,,,1759,2227,22270,22388.6,,979,1231,,-8760,43,187030,186890,,17790,18054,,3346,3372,,208167,208316,,0
2012/5/16,50.5,50.7,48,48.25,-2.25,-4.4554,50.03,,,,,3325,2553,22143,22313.8,,1136,1225.8,,-9422,-662,186642,186842,,17524,17878,,3189,3317,,207356,208037,,0
2012/5/17,48.4,49.2,48.35,49.2,0.95,1.9689,49.69,,,,,2331,2663,22049,22236.6,,966,1183,,-8940,482,186889,186869,,17649,17726,,3085,3250,,207624,207844,,0
2012/5/18,48.1,48.5,46.2,46.8,-2.4,-4.878,49.05,,,,,3871,2659,22014,22159,,1005,1100.8,,-9717,-777,186642,186893,,17617,17674,,3062,3199,,207322,207766,,0
2012/5/21,46.85,47.6,46.3,46.6,-0.2,-0.4274,48.27,49.575,,,,2507,2758,22025,22100.2,22277.5,987,1014.6,1168.9,-9493,224,186696,186780,186857,17349,17586,17901,3101,3157,3275,207147,207524,208034,0
