日期,開盤,最高,最低,收盤,漲跌,漲跌%," 均價5"," 均價10"," 均價20"," 均價60"," 均價120"," 成交量"," 均量5"," 融資張數"," 均量5"," 均量10"," 融券張數"," 均量5"," 均量10"," 騰落指標"," 騰落指標"," 外資庫存"," 均量5"," 均量10"," 投信庫存"," 均量5"," 均量10"," 自營商庫存"," 均量5"," 均量10"," 法人庫存"," 均量5"," 均量10"," 未平倉量",
2015/04/09,299.00,304.50,297.50,297.50,0.00,0.00,,,,,,391,,189.0000,,,14.0000,,,-15804,-15804,211978,,,950,,,25,,,212954,,,0.000,
2015/04/10,300.00,302.00,298.50,301.00,3.50,1.1765,,,,,,199,,181.0000,,,5.0000,,,-15863,-59,212008,,,950,,,25,,,212984,,,0.000,
2015/04/13,300.00,300.00,293.00,298.00,-3.00,-0.9967,,,,,,502,,209.0000,,,3.0000,,,-15672,191,211914,,,946,,,45,,,212906,,,0.000,
2015/04/14,294.00,298.00,294.00,297.00,-1.00,-0.3356,,,,,,204,,220.0000,,,3.0000,,,-15527,145,211890,,,946,,,45,,,212882,,,0.000,
2015/04/15,294.00,296.00,289.50,289.50,-7.50,-2.5253,296.6000,,,,,948,448,251.0000,210.0000,,2.0000,5.4000,,-15932,-405,211429,211844,,929,945,,44,37,,212403,212826,,0.000,
2015/04/16,289.50,293.00,288.00,293.00,3.50,1.209,295.7000,,,,,343,439,269.0000,226.0000,,2.0000,3.0000,,-15801,131,211399,211728,,929,941,,38,40,,212367,212709,,0.000,
2015/04/17,290.00,292.00,289.00,290.00,-3.00,-1.0239,293.5000,,,,,258,451,313.0000,252.4000,,0.0000,2.0000,,-15904,-103,211318,211590,,929,937,,38,42,,212286,212569,,0.000,
2015/04/20,290.00,290.00,288.00,288.00,-2.00,-0.6897,291.5000,,,,,230,396,311.0000,272.8000,,0.0000,1.4000,,-16272,-368,211302,211468,,929,933,,38,41,,212270,212442,,0.000,
2015/04/21,290.00,291.50,285.00,288.00,0.00,0.00,289.7000,,,,,383,432,314.0000,291.6000,,0.0000,0.8000,,-16784,-512,211260,211342,,929,930,,38,39,,212228,212312,,0.000,
2015/04/22,288.00,290.00,286.00,286.00,-2.00,-0.6944,289.0000,292.8000,,,,510,344,337.0000,308.8000,259.4000,0.0000,0.4000,2.9000,-16621,163,211179,211292,211568,914,927,936,41,39,38,212135,212258,212542,0.000,
2015/04/23,286.00,286.00,280.50,281.00,-5.00,-1.7483,286.6000,291.1500,,,,1156,507,434.0000,341.8000,283.9000,2.0000,0.4000,1.7000,-16182,439,210816,211176,211452,857,912,927,44,40,40,211718,212128,212418,0.000,
