日期,開盤,最高,最低,收盤,漲跌,漲跌%," 均價5"," 均價10"," 均價20"," 均價60"," 均價120"," 成交量"," 均量5"," 融資張數"," 均量5"," 均量10"," 融券張數"," 均量5"," 均量10"," 騰落指標"," 騰落指標"," 外資庫存"," 均量5"," 均量10"," 投信庫存"," 均量5"," 均量10"," 自營商庫存"," 均量5"," 均量10"," 法人庫存"," 均量5"," 均量10"," 未平倉量",
2014/06/26,17.95,18.50,17.65,18.45,0.00,0.00,,,,,,2153,,7.0000,,,0.0000,,,-9884,-9884,223,,,0,,,111,,,334,,,0.000,
2014/06/27,18.75,18.95,17.95,18.05,-0.40,-2.168,,,,,,2334,,5.0000,,,0.0000,,,-9930,-46,63,,,0,,,111,,,174,,,0.000,
2014/06/30,17.90,18.00,17.70,17.70,-0.35,-1.9391,,,,,,1116,,5.0000,,,0.0000,,,-9661,269,67,,,0,,,111,,,178,,,0.000,
2014/07/01,17.70,18.00,17.30,17.35,-0.35,-1.9774,,,,,,1390,,5.0000,,,0.0000,,,-9539,122,96,,,0,,,111,,,207,,,0.000,
2014/07/02,17.35,17.50,16.50,16.80,-0.55,-3.17,17.6700,,,,,1490,1696,5.0000,5.4000,,0.0000,0.0000,,-9797,-258,76,105,,0,0,,111,111,,187,216,,0.000,
2014/07/03,16.80,16.80,16.10,16.25,-0.55,-3.2738,17.2300,,,,,1827,1631,5.0000,5.0000,,0.0000,0.0000,,-9522,275,193,99,,0,0,,111,111,,304,210,,0.000,
2014/07/04,16.35,16.90,16.35,16.70,0.45,2.7692,16.9600,,,,,1015,1367,5.0000,5.0000,,0.0000,0.0000,,-9534,-12,185,123,,0,0,,111,111,,296,234,,0.000,
2014/07/07,16.60,16.70,15.90,16.00,-0.70,-4.1916,16.6200,,,,,1171,1378,5.0000,5.0000,,0.0000,0.0000,,-9673,-139,221,154,,0,0,,111,111,,332,265,,0.000,
2014/07/08,16.00,16.00,15.25,15.45,-0.55,-3.4375,16.2400,,,,,1259,1352,5.0000,5.0000,,0.0000,0.0000,,-9652,21,394,214,,0,0,,111,111,,505,325,,0.000,
2014/07/09,15.20,15.95,15.15,15.60,0.15,0.9709,16.0000,16.8350,,,,955,1245,5.0000,5.0000,5.2000,0.0000,0.0000,0.0000,-9707,-55,395,278,191,0,0,0,111,111,111,506,389,302,0.000,
2014/07/10,16.00,16.65,15.80,16.65,1.05,6.7308,16.0800,16.6550,,,,1736,1227,5.0000,5.0000,5.0000,0.0000,0.0000,0.0000,-9672,35,339,307,203,0,0,0,111,111,111,450,418,314,0.000,
2014/07/11,16.65,17.45,16.10,16.15,-0.50,-3.003,15.9700,16.4650,,,,2337,1491,5.0000,5.0000,5.0000,0.0000,0.0000,0.0000,-10114,-442,96,289,206,0,0,0,111,111,111,207,400,317,0.000,
2014/07/14,16.15,16.45,15.70,15.75,-0.40,-2.4768,15.9200,16.2700,,,,923,1442,3.0000,4.6000,4.8000,0.0000,0.0000,0.0000,-10009,105,113,267,211,0,0,0,111,111,111,224,378,322,0.000,
2014/07/15,16.00,16.15,15.70,15.80,0.05,0.3175,15.9900,16.1150,,,,675,1325,3.0000,4.2000,4.6000,0.0000,0.0000,0.0000,-9872,137,162,221,217,0,0,0,111,111,111,273,332,328,0.000,
2014/07/16,15.75,16.85,15.75,16.25,0.45,2.8481,16.1200,16.0600,,,,1123,1358,3.0000,3.8000,4.4000,0.0000,0.0000,0.0000,-10056,-184,83,159,218,0,0,0,111,111,111,194,270,329,0.000,
2014/07/17,16.00,16.45,15.80,16.00,-0.25,-1.5385,15.9900,16.0350,,,,776,1166,3.0000,3.4000,4.2000,0.0000,0.0000,0.0000,-10055,1,91,109,208,0,0,0,111,111,111,202,220,319,0.000,
2014/07/18,15.80,15.95,15.60,15.70,-0.30,-1.875,15.9000,15.9350,,,,556,810,3.0000,3.0000,4.0000,0.0000,0.0000,0.0000,-10075,-20,90,108,198,0,0,0,111,111,111,201,219,309,0.000,
2014/07/21,15.70,15.95,15.55,15.60,-0.10,-0.6369,15.8700,15.8950,,,,496,725,3.0000,3.0000,3.8000,0.0000,0.0000,0.0000,-9965,110,69,99,183,0,0,0,111,111,111,180,210,294,0.000,
2014/07/22,15.60,15.90,15.60,15.65,0.05,0.3205,15.8400,15.9150,,,,390,668,3.0000,3.0000,3.6000,0.0000,0.0000,0.0000,-9886,79,67,80,151,0,0,0,111,111,111,178,191,262,0.000,
2014/07/24,15.90,15.90,15.60,15.60,-0.05,-0.3195,15.7100,15.9150,16.3750,,,369,517,3.0000,3.0000,3.4000,0.0000,0.0000,0.0000,-9595,291,60,75,117,0,0,0,111,111,111,171,186,228,0.000,
2014/07/25,15.60,15.80,15.00,15.35,-0.25,-1.6026,15.5800,15.7850,16.2200,,,441,450,3.0000,3.0000,3.2000,0.0000,0.0000,0.0000,-9754,-159,65,70,90,0,0,0,111,111,111,176,181,201,0.000,
2014/07/28,15.10,15.40,15.10,15.10,-0.25,-1.6287,15.4600,15.6800,16.0725,,,349,409,3.0000,3.0000,3.0000,0.0000,0.0000,0.0000,-10053,-299,68,66,87,0,0,0,111,111,111,179,177,198,0.000,
2014/07/29,15.10,15.30,14.30,14.30,-0.80,-5.298,15.2000,15.5350,15.9025,,,786,467,1.0000,2.6000,2.8000,0.0000,0.0000,0.0000,-10432,-379,59,64,81,0,0,0,111,111,111,170,175,192,0.000,
2014/07/30,14.30,14.80,14.30,14.75,0.45,3.1469,15.0200,15.4300,15.7725,,,440,477,1.0000,2.2000,2.6000,0.0000,0.0000,0.0000,-10251,181,112,73,76,0,0,0,111,111,111,223,184,187,0.000,
2014/07/31,15.20,15.20,14.50,14.65,-0.10,-0.678,14.8300,15.2700,15.6650,,,372,477,1.0000,1.8000,2.4000,0.0000,0.0000,0.0000,-10225,26,104,82,79,0,0,0,111,111,111,215,193,190,0.000,
