日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 騰落指標, 騰落指標, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 未平倉量
2012/5/17,66,66.4,64.8,65.1,0,0,,,,,,707,,4054,,,97,,,-8940,-8940,106489,,,9674,,,749,,,116913,,,0
2012/5/18,64.2,64.3,62.8,62.8,-2.3,-3.533,,,,,,671,,3996,,,93,,,-9717,-777,106404,,,9625,,,592,,,116622,,,0
2012/5/21,63,63.9,63,63.5,0.7,1.1146,,,,,,413,,3977,,,95,,,-9493,224,106336,,,9625,,,559,,,116521,,,0
2012/5/22,64.8,64.8,62.2,63.8,0.3,0.4724,,,,,,397,,3850,,,89,,,-8892,601,106301,,,9625,,,561,,,116488,,,0
2012/5/23,63.5,63.5,62.4,62.5,-1.3,-2.0376,63.54,,,,,357,509,3859,3947.2,,88,92.4,,-9539,-647,106315,106369,,9625,9636,,553,603,,116494,116608,,0
2012/5/24,62.8,63.2,62.6,62.7,0.2,0.32,63.06,,,,,213,410,3875,3911.4,,90,91,,-10033,-494,106368,106345,,9625,9626,,549,563,,116543,116534,,0
2012/5/25,62.6,63,62,62.5,-0.2,-0.319,63,,,,,220,320,3864,3885,,94,91.2,,-10413,-380,106355,106335,,9625,9626,,0,445,,115981,116406,,0
2012/5/28,63.4,63.8,62.7,63.3,0.8,1.28,62.96,,,,,274,292,3713,3832.2,,79,88,,-10048,365,106350,106338,,9725,9646,,531,439,,116607,116423,,0
2012/5/29,64.1,65.8,63.9,65.4,2.1,3.3175,63.28,,,,,579,328,3695,3801.2,,79,86,,-9198,850,106626,106403,,9681,9657,,533,434,,116841,116494,,0
2012/5/30,65.3,65.3,64.6,65.3,-0.1,-0.1529,63.84,63.69,,,,714,400,3669,3763.2,3855.2,79,84.2,88.3,-9645,-447,106815,106503,106436,9680,9668,9652,558,435,519,117054,116606,116607,0
2012/5/31,63.9,65.4,63.9,65.3,0,0,64.36,63.71,,,,821,521,3671,3722.4,3816.9,100,86.2,88.6,-9528,117,107154,106660,106503,9680,9679,9652,552,435,499,117387,116775,116654,0
2012/6/1,65.6,66.2,64.1,64.2,-1.1,-1.6845,64.7,63.85,,,,434,564,3718,3693.2,3789.1,101,87.6,89.4,-10205,-677,106996,106789,106562,9680,9690,9658,555,546,496,117232,117025,116715,0
2012/6/4,62.7,62.8,60.4,61.1,-3.1,-4.8287,64.26,63.61,,,,1105,730,3705,3691.6,3761.9,55,82.8,85.4,-11084,-879,107045,106928,106633,9590,9663,9654,197,479,459,116833,117070,116747,0
2012/6/5,61.8,62.6,61.6,62,0.9,1.473,63.58,63.43,,,,370,688,3567,3666,3733.6,56,78.2,82.1,-10434,650,107064,107015,106709,9591,9645,9651,185,410,422,116841,117070,116782,0
2012/6/6,62.5,63.5,62,62.9,0.9,1.4516,63.1,63.47,,,,254,596,3535,3639.2,3701.2,58,74,79.1,-9925,509,107173,107087,106795,9591,9627,9648,206,339,387,116971,117053,116830,0
2012/6/7,63.4,64,62.8,62.9,0,0,62.62,63.49,,,,574,547,3586,3622.2,3672.3,67,67.4,76.8,-9851,74,107323,107121,106890,9265,9544,9612,225,274,355,116814,116939,116857,0
2012/6/8,63.4,63.4,61.8,61.8,-1.1,-1.7488,62.14,63.42,,,,281,516,3635,3605.6,3649.4,66,60.4,74,-10078,-227,107317,107185,106987,9271,9462,9576,224,208,377,116814,116855,116940,0
2012/6/11,62.2,63,61.8,62,0.2,0.3236,62.32,63.29,,,,733,442,3667,3598,3644.8,58,61,71.9,-9529,549,107346,107245,107086,8895,9323,9493,253,219,349,116496,116788,116929,0
