日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 騰落指標, 騰落指標, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 未平倉量
2015/4/23,25.85,25.95,25.65,25.8,0,0,,,,,,20234,,6375,,,72,,,-16182,-16182,2558640,,,108636,,,83031,,,2750308,,,0
2015/4/24,25.9,26.05,25.9,26,0.2,0.7752,,,,,,23418,,6196,,,218,,,-15985,197,2574078,,,108630,,,82984,,,2765693,,,0
2015/4/27,26,26.2,26,26.2,0.2,0.7692,,,,,,26947,,6376,,,272,,,-15717,268,2593890,,,105495,,,83035,,,2782421,,,0
2015/4/28,26.2,26.2,26,26.2,0,0,,,,,,19116,,6459,,,318,,,-15773,-56,2598113,,,102645,,,83012,,,2783771,,,0
2015/4/29,26,26.2,25.95,26.05,-0.15,-0.5725,26.05,,,,,18861,21715,6449,6371,,352,246.4,,-15858,-85,2604497,2585844,,100537,105189,,83395,83092,,2788430,2774125,,0
2015/4/30,26,26.1,25.75,25.75,-0.3,-1.1516,26.04,,,,,17806,21229,6555,6407,,268,285.6,,-15561,297,2601246,2594365,,100275,103516,,83380,83162,,2784902,2781044,,0
2015/5/4,25.75,25.8,25.6,25.6,-0.15,-0.5825,25.96,,,,,12111,18968,6855,6538.8,,87,259.4,,-15858,-297,2594869,2598523,,100275,101845,,83258,83217,,2778403,2783586,,0
2015/5/5,25.65,25.7,25.45,25.6,0,0,25.84,,,,,22577,18094,7500,6763.6,,95,224,,-16116,-258,2594726,2598691,,99642,100675,,83859,83382,,2778228,2782747,,0
2015/5/6,25.6,25.75,25.45,25.7,0.1,0.3906,25.74,,,,,11759,16622,7664,7004.6,,83,177,,-15928,188,2595846,2598237,,98510,99848,,83918,83563,,2778275,2781648,,0
2015/5/7,25.55,25.55,25.4,25.5,-0.2,-0.7782,25.63,25.84,,,,12608,15372,7830,7280.8,6825.9,89,124.4,185.4,-16383,-455,2589375,2595213,2590528,98510,99442,102316,83852,83654,83373,2771738,2778309,2776217,0
2015/5/8,25.5,25.6,25.45,25.5,0,0,25.58,25.81,,,,8242,13459,7821,7534,6970.5,71,85,185.3,-16619,-236,2588247,2592613,2593489,97997,98987,101252,83461,83670,83416,2769706,2775270,2778157,0
2015/5/11,25.6,25.6,25.5,25.5,0,0,25.56,25.76,,,,13698,13776,8788,7920.6,7229.7,76,82.8,171.1,-17164,-545,2587519,2591143,2594833,93979,97728,99787,83605,83740,83478,2765104,2772611,2778098,0
2015/5/12,25.5,25.7,25.5,25.65,0.15,0.5882,25.57,25.705,,,,10676,11396,8956,8211.8,7487.7,84,80.6,152.3,-17154,10,2591003,2590399,2594545,93979,96595,98635,83626,83693,83537,2768609,2770687,2776717,0
2015/5/13,25.5,25.8,25.5,25.7,0.05,0.1949,25.57,25.655,,,,9338,10912,8799,8438.8,7721.7,123,88.6,132.8,-16996,158,2590472,2589324,2593780,93979,95689,97768,83295,83569,83566,2767747,2768581,2775115,0
2015/5/14,25.7,25.75,25.55,25.75,0.05,0.1946,25.62,25.625,,,,17568,11904,8747,8622.2,7951.5,105,91.8,108.1,-17354,-358,2585972,2588643,2591928,94155,94818,97130,82442,83287,83470,2762570,2766748,2772529,0
2015/5/15,25.7,25.75,25.6,25.65,-0.1,-0.3883,25.65,25.615,,,,10150,12286,8651,8788.2,8161.1,108,99.2,92.1,-17634,-280,2583993,2587792,2590203,94198,94058,96522,81849,82964,83317,2760041,2764815,2770043,0
2015/5/18,25.6,25.8,25.55,25.8,0.15,0.5848,25.71,25.635,,,,9073,11361,8604,8751.4,8336,110,106,94.4,-17958,-324,2584782,2587245,2589194,94198,94102,95915,80907,82425,83082,2759887,2763771,2768191,0
2015/5/19,25.8,25.9,25.75,25.9,0.1,0.3876,25.76,25.665,,,,12568,11739,8291,8618.4,8415.1,120,113.2,96.9,-17594,364,2589659,2586976,2588687,94148,94136,95365,80586,81816,82755,2764393,2762928,2766808,0
2015/5/20,25.7,25.75,25.6,25.6,-0.3,-1.1583,25.74,25.655,,,,12927,12457,8884,8635.4,8537.1,107,110,99.3,-17691,-97,2580539,2584990,2587157,95050,94350,95019,79920,81141,82355,2755509,2760481,2764531,0
2015/5/21,25.5,25.55,25.4,25.45,-0.15,-0.5859,25.68,25.65,25.745,,,17836,12510,8992,8684.4,8653.3,88,106.6,99.2,-18147,-456,2568396,2581474,2585059,95025,94524,94671,79372,80527,81907,2742793,2756525,2761637,0
2015/5/22,25.45,25.55,25.4,25.5,0.05,0.1965,25.65,25.65,25.73,,,11275,12735,8610,8676.2,8732.2,88,102.6,100.9,-18014,133,2561579,2576991,2582392,95005,94685,94372,79281,80014,81489,2735866,2751690,2758252,0
2015/5/25,25.5,25.6,25.4,25.6,0.1,0.3922,25.61,25.66,25.71,,,6138,12148,8507,8656.8,8704.1,81,96.8,101.4,-18252,-238,2560439,2572123,2579684,95005,94847,94474,79085,79649,81037,2734529,2746619,2755195,0
2015/5/26,25.7,25.7,25.45,25.65,0.05,0.1953,25.56,25.66,25.6825,,,8243,11283,8058,8610.2,8614.3,78,88.4,100.8,-18231,21,2559780,2566147,2576562,94985,95014,94575,78824,79297,80557,2733589,2740458,2751693,0
2015/5/27,25.6,25.6,25.45,25.55,-0.1,-0.3899,25.55,25.645,25.65,,,14421,11582,8536,8540.6,8588,72,81.4,95.7,-18126,105,2553029,2560645,2572817,94985,95001,94675,78821,79077,80109,2726836,2734723,2747602,0
2015/5/28,25.6,25.6,25.45,25.45,-0.1,-0.3914,25.55,25.615,25.62,,,16172,11249,8651,8472.4,8578.4,59,75.6,91.1,-17912,214,2547705,2556507,2568991,94994,94995,94759,78154,78833,79680,2720853,2730335,2743430,0
2015/5/29,25.45,25.55,25.4,25.4,-0.05,-0.1965,25.53,25.59,25.6025,,,29032,14801,8556,8461.6,8568.9,59,69.8,86.2,-17980,-68,2544636,2553118,2565055,94989,94992,94838,78113,78600,79307,2717739,2726710,2739200,0
2015/6/1,25.4,25.45,25.3,25.3,-0.1,-0.3937,25.47,25.54,25.5875,,,14522,16478,8716,8503.4,8580.1,67,67,81.9,-18139,-159,2528502,2546731,2559427,94989,94988,94918,77984,78380,79014,2701475,2720099,2733359,0
2015/6/2,25.3,25.4,25.2,25.25,-0.05,-0.1976,25.39,25.475,25.57,,,17194,18268,8773,8646.4,8628.3,121,75.6,82,-18246,-107,2517306,2538236,2552192,94989,94989,95002,77994,78214,78755,2690289,2711439,2725948,0
2015/6/3,25.25,25.25,25,25,-0.25,-0.9901,25.28,25.415,25.535,,,29880,21360,8130,8565.2,8552.9,91,79.4,80.4,-18715,-469,2514653,2530561,2545603,94862,94965,94983,77737,77997,78537,2687253,2703522,2719123,0
2015/6/4,25,25.1,24.8,24.85,-0.15,-0.6,25.16,25.355,25.5025,,,24420,23009,6489,8132.8,8302.6,74,82.4,79,-19446,-731,2503348,2521690,2539098,94753,94916,94956,77657,77897,78365,2675759,2694503,2712419,0
2015/6/5,24.8,24.8,24.5,24.55,-0.3,-1.2072,24.99,25.26,25.455,,,29543,23111,6708,7763.2,8112.4,108,92.2,81,-19760,-314,2482488,2509260,2531189,94236,94766,94879,77573,77789,78195,2654299,2681815,2704263,0
2015/6/8,24.55,25.1,24.5,24.9,0.35,1.4257,24.91,25.19,25.425,,,19751,24157,6665,7353,7928.2,111,101,84,-19939,-179,2476494,2498858,2522795,94236,94616,94802,77446,77682,78031,2648177,2671156,2695627,0
2015/6/9,24.9,24.95,24.6,24.6,-0.3,-1.2048,24.78,25.085,25.3725,,,12722,23263,7038,7006,7826.2,103,97.4,86.5,-20717,-778,2470504,2489498,2513867,94226,94463,94726,77452,77573,77893,2642183,2661535,2686487,0
2015/6/10,24.6,24.7,24.6,24.6,0,0,24.7,24.99,25.3175,,,12431,19773,7061,6792.2,7678.7,112,101.6,90.5,-20126,591,2462466,2479061,2504811,94176,94326,94645,77759,77578,77787,2634402,2650964,2677243,0
2015/6/11,24.6,24.7,24.5,24.7,0.1,0.4065,24.67,24.915,25.265,,,11914,17272,7007,6895.8,7514.3,115,109.8,96.1,-20338,-212,2431504,2464692,2493191,94165,94209,94563,77687,77584,77741,2603357,2636484,2665494,0
2015/6/12,24.6,24.6,24.5,24.5,-0.2,-0.8097,24.66,24.825,25.2075,,,10876,13538,7140,6982.2,7372.7,114,111,101.6,-20256,82,2425080,2453210,2481235,94136,94189,94477,77707,77611,77700,2596924,2625009,2653412,0
2015/6/15,24.5,24.5,24.25,24.3,-0.2,-0.8163,24.54,24.725,25.1325,,,13301,12248,7245,7098.2,7225.6,133,115.4,108.2,-20227,29,2406539,2439219,2469039,93962,94134,94375,77613,77644,77663,2578116,2610997,2641076,0
2015/6/16,24.3,24.4,24.2,24.4,0.1,0.4115,24.5,24.64,25.0575,,,14297,12563,7359,7162.4,7084.2,128,120.4,108.9,-20681,-454,2403651,2425849,2457673,93831,94055,94259,77485,77651,77612,2574968,2597554,2629544,0
2015/6/17,24.4,24.4,24,24,-0.4,-1.6393,24.38,24.54,24.9775,,,18695,13816,8003,7350.8,7071.5,131,124.2,112.9,-20691,-10,2387955,2410946,2445003,93787,93977,94152,77649,77629,77603,2559392,2582552,2616758,0
2015/6/18,24,24.3,24,24.3,0.3,1.25,24.3,24.485,24.92,,,20903,15614,7807,7510.8,7203.3,149,131,120.4,-20270,421,2386955,2402036,2433364,93747,93893,94051,77648,77621,77602,2558351,2573551,2605017,0
2015/6/22,24.3,24.55,24.3,24.5,0.2,0.823,24.3,24.48,24.87,,,14844,16408,7654,7613.6,7297.9,181,144.4,127.7,-19994,276,2413000,2399621,2426415,93702,93807,93998,77955,77670,77640,2584658,2571097,2598053,0
2015/6/23,24.5,24.5,24.25,24.25,-0.25,-1.0204,24.29,24.415,24.8025,,,11886,16125,7892,7743,7420.6,166,151,133.2,-19797,197,2395983,2397509,2418364,93833,93781,93957,77917,77731,77688,2567734,2569021,2590009,0
2015/6/24,24.3,24.5,24.25,24.5,0.25,1.0309,24.31,24.405,24.745,,,8164,14898,7762,7823.6,7493,163,158,139.2,-19901,-104,2379699,2392719,2409284,93698,93754,93904,77867,77808,77729,2551265,2564281,2580917,0
