日期,開盤,最高,最低,收盤,漲跌,漲跌%," 均價5"," 均價10"," 均價20"," 均價60"," 均價120"," 成交量"," 均量5"," 融資張數"," 均量5"," 均量10"," 融券張數"," 均量5"," 均量10"," 騰落指標"," 騰落指標"," 外資庫存"," 均量5"," 均量10"," 投信庫存"," 均量5"," 均量10"," 自營商庫存"," 均量5"," 均量10"," 法人庫存"," 均量5"," 均量10"," 未平倉量",
2015/04/09,222.00,231.50,221.00,227.00,0.00,0.00,,,,,,3817,,12225.0000,,,583.0000,,,-15804,-15804,61037,,,3561,,,5166,,,69765,,,0.000,
2015/04/10,230.50,231.50,225.50,226.50,-0.50,-0.2203,,,,,,1957,,12284.0000,,,473.0000,,,-15863,-59,60722,,,3544,,,5155,,,69422,,,0.000,
2015/04/13,232.00,232.00,228.00,230.00,3.50,1.5453,,,,,,1411,,12191.0000,,,453.0000,,,-15672,191,60857,,,3544,,,5144,,,69546,,,0.000,
2015/04/14,230.00,230.00,226.00,228.50,-1.50,-0.6522,,,,,,1303,,12201.0000,,,393.0000,,,-15527,145,61812,,,3344,,,5109,,,70266,,,0.000,
2015/04/15,228.50,230.00,226.00,226.50,-2.00,-0.8753,227.7000,,,,,1077,1913,12269.0000,12234.0000,,226.0000,425.6000,,-15932,-405,61476,61181,,3294,3458,,5060,5128,,69831,69766,,0.000,
2015/04/16,228.50,229.50,227.00,229.00,2.50,1.1038,228.1000,,,,,1061,1361,12196.0000,12228.2000,,168.0000,342.6000,,-15801,131,61708,61315,,3294,3405,,5036,5102,,70039,69821,,0.000,
2015/04/17,229.00,229.50,226.50,228.50,-0.50,-0.2183,228.5000,,,,,757,1121,12101.0000,12191.6000,,9.0000,249.8000,,-15904,-103,61631,61497,,3239,3344,,4991,5069,,69862,69909,,0.000,
2015/04/20,228.50,228.50,223.00,224.00,-4.50,-1.9694,227.3000,,,,,838,1007,11983.0000,12150.0000,,0.0000,159.2000,,-16272,-368,60193,61364,,3239,3283,,4954,5031,,68387,69677,,0.000,
2015/04/21,226.00,229.00,224.50,226.00,2.00,0.8929,226.8000,,,,,1128,972,11902.0000,12090.2000,,0.0000,80.6000,,-16784,-512,60318,61065,,3239,3262,,4949,4999,,68507,69326,,0.000,
2015/04/22,229.00,240.00,227.00,239.50,13.50,5.9735,229.4000,228.5500,,,,4246,1606,11476.0000,11931.6000,12082.8000,0.0000,35.4000,230.5000,-16621,163,61042,60979,61080,3139,3230,3344,5703,5127,5127,69884,69336,69551,0.000,
