日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 騰落指標, 騰落指標, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 未平倉量
2012/5/3,89.8,90.2,89.4,90.2,0,0,,,,,,56,,1107,,,4,,,-8502,-8502,21921,,,5258,,,303,,,27482,,,0
2012/5/4,90.2,90.7,90,90.6,0.4,0.4435,,,,,,48,,1076,,,4,,,-8253,249,21939,,,5258,,,300,,,27497,,,0
2012/5/7,90,90,89.3,89.6,-1,-1.1038,,,,,,26,,1077,,,4,,,-8588,-335,21945,,,5258,,,299,,,27502,,,0
2012/5/8,90,90.5,89.6,90.3,0.7,0.7813,,,,,,27,,1077,,,2,,,-8531,57,21953,,,5258,,,0,,,27211,,,0
2012/5/9,88.7,88.9,86.6,88.3,-2,-2.2148,89.8,,,,,78,47,1068,1081,,2,3.2,,-8789,-258,21962,21944,,5238,5254,,0,181,,27200,27379,,0
2012/5/10,88.9,89,88,88.1,-0.2,-0.2265,89.38,,,,,39,43,1072,1074,,2,2.8,,-8979,-190,21974,21955,,5238,5250,,294,179,,27506,27384,,0
2012/5/11,89.6,89.6,88,88.2,0.1,0.1135,88.9,,,,,44,42,1059,1070.6,,2,2.4,,-9300,-321,22001,21967,,5238,5246,,0,119,,27239,27332,,0
2012/5/14,89,89,88,88.3,0.1,0.1134,88.64,,,,,18,41,1057,1066.6,,2,2,,-9522,-222,22009,21980,,5238,5242,,0,59,,27247,27281,,0
2012/5/15,88,88.1,87.3,88.1,-0.2,-0.2265,88.2,,,,,25,40,1050,1061.2,,2,2,,-9555,-33,22021,21993,,5238,5238,,0,59,,27259,27291,,0
2012/5/16,89.6,89.6,87.7,88,-0.1,-0.1135,88.14,88.97,,,,40,33,1048,1057.2,1069.1,1,1.8,2.5,-9956,-401,22045,22010,21977,5238,5238,5246,0,59,120,27283,27307,27343,0
2012/5/17,88,88.8,87,88,0,0,88.12,88.75,,,,48,35,1046,1052,1063,1,1.6,2.2,-9700,256,22055,22026,21990,5238,5238,5244,295,59,119,27588,27324,27354,0
2012/5/18,88,88.9,87.2,87.7,-0.3,-0.3409,88.02,88.46,,,,152,56,1038,1047.8,1059.2,1,1.4,1.9,-10235,-535,22120,22050,22009,5224,5236,5241,0,59,89,27344,27345,27338,0
2012/5/21,87.9,88.9,87.9,88.2,0.5,0.5701,88,88.32,,,,36,60,1024,1041.2,1053.9,1,1.2,1.6,-10120,115,22139,22076,22028,5224,5233,5238,0,59,59,27363,27368,27324,0
2012/5/22,88.9,88.9,88.3,88.4,0.2,0.2268,88.06,88.13,,,,29,61,1020,1035.2,1048.2,1,1,1.5,-9727,393,22149,22102,22048,5224,5230,5234,0,59,59,27373,27391,27341,0
2012/5/23,88.4,88.9,87.5,87.5,-0.9,-1.0181,87.96,88.05,,,,40,61,1005,1026.6,1041.9,1,1,1.4,-10102,-375,22176,22128,22069,5224,5227,5233,0,59,59,27400,27414,27361,0
2012/5/24,87.8,88.5,87.5,87.9,0.4,0.4571,87.94,88.03,,,,150,81,967,1010.8,1031.4,1,1,1.3,-10471,-369,22233,22163,22095,5224,5224,5231,0,0,30,27457,27388,27356,0
2012/5/25,87.9,88.5,87.8,87.8,-0.1,-0.1138,87.96,87.99,,,,58,62,963,995.8,1021.8,1,1,1.2,-10695,-224,22264,22192,22121,5224,5224,5230,0,0,30,27488,27417,27381,0
2012/5/28,87.8,88.3,87.8,88,0.2,0.2278,87.92,87.96,,,,13,58,962,983.4,1012.3,1,1,1.1,-10527,168,22272,22219,22147,5224,5224,5229,0,0,30,27496,27443,27406,0
2012/5/29,88.2,90,88.2,89.9,1.9,2.1591,88.22,88.14,,,,176,87,966,972.6,1003.9,1,1,1,-9955,572,22308,22251,22176,5224,5224,5227,302,60,60,27835,27536,27463,0
2012/5/30,89.9,89.9,89,89.3,-0.6,-0.6674,88.58,88.27,88.62,,,28,85,968,965.2,995.9,1,1,1,-10166,-211,22324,22281,22204,5224,5224,5226,298,120,90,27847,27625,27520,0
2012/5/31,89.3,89.3,88.5,88.8,-0.5,-0.5599,88.76,88.35,88.55,,,103,75,975,966.8,988.8,1,1,1,-10139,27,22308,22296,22230,5224,5224,5224,299,180,90,27832,27700,27544,0
2012/6/1,89.3,89.3,87.6,87.6,-1.2,-1.3514,88.72,88.34,88.4,,,52,74,958,965.8,980.8,1,1,1,-10536,-397,22341,22311,22252,5224,5224,5224,298,240,120,27864,27775,27596,0
2012/6/4,85.2,86,81.5,81.5,-6.1,-6.9635,87.42,87.67,87.995,,,177,107,959,965.2,974.3,0,0.8,0.9,-11149,-613,22261,22309,22264,5224,5224,5224,295,299,149,27781,27832,27638,0
2012/6/5,83.5,83.5,82.6,82.7,1.2,1.4724,85.98,87.1,87.615,,,52,82,952,962.4,967.5,1,0.8,0.9,-10743,406,22250,22298,22274,5224,5224,5224,296,298,179,27771,27820,27678,0
2012/6/6,83,83.7,82.9,82.9,0.2,0.2418,84.7,86.64,87.345,,,31,83,946,958,961.6,1,0.8,0.9,-10425,318,22248,22282,22282,5224,5224,5224,0,238,179,27473,27745,27685,0
2012/6/7,84,84.9,82.8,82.9,0,0,83.52,86.14,87.085,,,51,72,950,953,959.9,1,0.8,0.9,-10378,47,22271,22275,22285,5224,5224,5224,0,178,179,27496,27677,27689,0
2012/6/8,82.5,84.9,82,84.1,1.2,1.4475,82.82,85.77,86.88,,,136,89,941,949.6,957.7,2,1,1,-10523,-145,22306,22268,22290,5175,5215,5219,0,118,179,27482,27601,27688,0
2012/6/11,84.9,85.7,83.6,84.5,0.4,0.4756,83.42,85.42,86.69,,,84,70,940,945.8,955.5,2,1.4,1.1,-10259,264,22589,22334,22321,5156,5201,5213,0,59,179,27746,27594,27713,0
2012/6/12,84.5,85,84.5,84.6,0.1,0.1183,83.8,84.89,86.515,,,135,87,932,941.8,952.1,2,1.6,1.2,-10438,-179,22578,22399,22348,5156,5188,5206,0,0,149,27735,27587,27703,0
2012/6/13,85.5,85.5,84.7,84.8,0.2,0.2364,84.18,84.44,86.355,,,191,119,928,938.2,948.1,2,1.8,1.3,-10283,155,22597,22469,22376,5156,5174,5199,0,0,119,27754,27643,27694,0
2012/6/14,85,85,83.5,84,-0.8,-0.9434,84.4,83.96,86.155,,,86,126,937,935.6,944.3,2,2,1.4,-10390,-107,22606,22536,22406,5126,5155,5189,0,0,89,27733,27691,27684,0
2012/6/15,84,84.2,83.5,83.9,-0.1,-0.119,84.36,83.59,85.965,,,264,152,962,939.8,944.7,2,2,1.5,-10080,310,22543,22583,22426,5101,5140,5177,0,0,59,27645,27723,27662,0
2012/6/18,85.5,89.7,85.3,88.4,4.5,5.3635,85.14,84.28,85.975,,,181,171,931,938,941.9,5,2.6,2,-9654,426,22638,22593,22463,5101,5129,5165,298,60,59,28038,27782,27688,0
2012/6/19,88.4,88.7,87.1,87.9,-0.5,-0.5656,85.8,84.8,85.95,,,85,161,933,938.2,940,5,3.2,2.4,-9853,-199,22662,22610,22505,5061,5110,5149,0,60,30,27724,27779,27683,0
2012/6/20,89,90,89,89.7,1.8,2.0478,86.78,85.48,86.06,,,105,144,953,943.2,940.7,2,3.2,2.5,-9628,225,22678,22626,22548,5061,5091,5132,304,121,60,28044,27838,27740,0
2012/6/21,89.5,90.2,89,89,-0.7,-0.7804,87.78,86.09,86.115,,,97,146,971,950,942.8,2,3.2,2.6,-9668,-40,22711,22647,22592,5051,5076,5115,294,179,90,28057,27902,27797,0
2012/6/22,89,89.2,88.2,89.2,0.2,0.2247,88.84,86.6,86.185,,,116,116,985,954.6,947.2,2,3.2,2.6,-9651,17,22774,22693,22638,5051,5066,5103,292,238,119,28118,27997,27860,0
2012/6/25,89,90.3,88.5,90,0.8,0.8969,89.16,87.15,86.285,,,131,106,1039,976.2,957.1,2,2.6,2.6,-9708,-57,22796,22725,22659,5025,5051,5090,291,236,148,28113,28012,27897,0
2012/6/26,89.5,89.5,88.4,88.6,-1.4,-1.5556,89.3,87.55,86.22,,,86,107,1052,1000,969.1,2,2,2.6,-10008,-300,22781,22749,22679,5015,5041,5076,301,297,178,28098,28087,27933,0
2012/6/27,87.3,89.3,87.3,89.1,0.5,0.5643,89.18,87.98,86.21,,,188,123,1186,1046.6,994.9,2,2,2.6,-9854,154,22793,22772,22699,5015,5032,5061,298,296,208,28107,28100,27969,0
2012/6/28,89.5,90.3,88.7,89.1,0,0,89.2,88.49,86.225,,,120,128,1228,1098,1024,0,1.6,2.4,-9914,-60,22785,22787,22717,5015,5025,5050,288,294,237,28089,28106,28004,0
2012/6/29,89.1,89.5,87.3,89.5,0.4,0.4489,89.26,89.05,86.32,,,166,138,1196,1140.2,1047.4,0,1.2,2.2,-9666,248,22784,22788,22741,5015,5018,5042,0,236,237,27800,28042,28020,0
2012/7/2,91.5,95,90.3,95,5.5,6.1453,90.26,89.71,86.995,,,486,209,1097,1151.8,1064,0,0.8,1.7,-9400,266,22758,22781,22753,5028,5018,5034,323,242,239,28110,28041,28027,0
2012/7/3,95.2,96.1,94.1,95,0,0,91.54,90.42,87.61,,,677,327,1058,1153,1076.5,0,0.4,1.2,-9204,196,22759,22776,22763,5028,5021,5031,418,266,281,28206,28063,28075,0
2012/7/4,83.6,84,82.1,82.7,-12.3,-12.9474,90.26,89.72,87.6,,,728,435,1174,1150.6,1098.6,5,1,1.5,-9030,174,22737,22765,22768,5028,5024,5028,401,286,291,28167,28075,28087,0
2012/7/5,82.5,83.2,82.5,82.8,0.1,0.1209,89,89.1,87.595,,,183,448,1199,1144.8,1121.4,12,3.4,2.5,-9115,-85,22729,22754,22770,5018,5024,5025,399,308,301,28147,28087,28096,0
2012/7/6,83.2,83.2,81.7,81.8,-1,-1.2077,87.46,88.36,87.48,,,136,442,1207,1147,1143.6,12,5.8,3.5,-9337,-222,22717,22741,22765,5018,5025,5021,385,385,311,28121,28151,28096,0
2012/7/9,81.3,81.5,81.1,81.2,-0.6,-0.7335,84.7,87.48,87.315,,,84,361,1226,1172.8,1162.3,12,8.2,4.5,-9493,-156,22728,22735,22758,5013,5022,5020,374,396,319,28116,28152,28097,0
2012/7/10,81,81.6,80.5,80.5,-0.7,-0.8621,81.8,86.67,87.11,,,108,247,1239,1209,1181,17,11.6,6,-9785,-292,22714,22726,22751,5013,5019,5020,363,385,325,28091,28129,28096,0
