日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 騰落指標, 騰落指標, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 未平倉量
2012/5/17,19.6,19.75,19.5,19.6,0,0,,,,,,433,,6663,,,12,,,-9700,-9700,8355,,,3084,,,376,,,11817,,,0
2012/5/18,19.45,19.5,18.9,19,-0.6,-3.0612,,,,,,707,,6613,,,12,,,-10235,-535,8234,,,3084,,,368,,,11688,,,0
2012/5/21,19.3,19.3,18.8,18.9,-0.1,-0.5263,,,,,,455,,6396,,,12,,,-10120,115,8216,,,3084,,,0,,,11301,,,0
2012/5/22,19.1,19.45,19,19.25,0.35,1.8519,,,,,,312,,6461,,,12,,,-9727,393,8202,,,3084,,,369,,,11657,,,0
2012/5/23,19.2,19.2,18.9,19,-0.25,-1.2987,19.15,,,,,316,444,6492,6525,,12,12,,-10102,-375,8103,8223,,3084,3085,,0,223,,11188,11530,,0
2012/5/24,18.9,19,18.55,18.6,-0.4,-2.1053,18.95,,,,,273,412,6422,6476.8,,2,10,,-10471,-369,8076,8167,,3082,3084,,364,221,,11524,11472,,0
2012/5/25,18.6,18.8,18.6,18.7,0.1,0.5376,18.89,,,,,160,303,6408,6435.8,,3,8.2,,-10695,-224,8139,8148,,3077,3083,,355,218,,11572,11449,,0
2012/5/28,18.7,18.9,18.6,18.9,0.2,1.0695,18.89,,,,,140,240,6404,6437.4,,4,6.6,,-10527,168,8142,8133,,3077,3081,,348,288,,11568,11502,,0
2012/5/29,19.1,20.2,19.1,20.2,1.3,6.8783,19.08,,,,,537,285,6344,6414,,3,4.8,,-9955,572,8183,8129,,3077,3080,,353,285,,11614,11494,,0
2012/5/30,20.2,20.2,19.5,19.65,-0.55,-2.7228,19.21,19.18,,,,223,266,6358,6387.2,6456.1,3,3,7.5,-10166,-211,8169,8142,8182,3077,3079,3082,0,285,254,11246,11505,11518,0
2012/5/31,19.6,20,19.5,19.85,0.2,1.0178,19.46,19.205,,,,226,257,6391,6381,6428.9,3,3.2,6.6,-10139,27,8214,8170,8168,3077,3078,3081,0,212,216,11291,11459,11465,0
