"證券代號","證券名稱","收盤價","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","24.00","3.33","114","-","0.76","115/1",
"1102","亞泥","32.70","7.03","114","10.97","0.65","115/1",
"1103","嘉泥","13.10","3.97","114","16.38","0.48","115/1",
"1104","環泥","26.55","6.97","114","10.37","0.73","115/1",
"1108","幸福","12.20","8.20","114","6.04","0.91","115/1",
"1109","信大","13.85","6.50","114","17.53","0.56","115/1",
"1110","東泥","16.05","1.87","114","50.16","0.97","115/1",
"1201","味全","12.40","1.69","114","32.63","0.81","115/1",
"1203","味王","47.20","2.12","114","27.44","1.72","115/1",
"1210","大成","56.90","5.27","114","13.48","1.89","115/1",
"1213","大飲","7.65","0.00","114","-","0.69","115/1",
"1215","卜蜂","109.50","6.39","114","11.80","3.05","115/1",
"1216","統一","77.00","3.90","114","20.81","3.02","115/1",
"1217","愛之味","9.95","2.51","114","20.73","0.66","115/1",
"1218","泰山","15.95","8.28","114","10.36","0.62","115/1",
"1219","福壽","11.65","4.29","114","24.79","0.86","115/1",
"1220","台榮","11.40","1.75","114","570.00","0.87","115/1",
"1225","福懋油","26.55","3.77","114","15.53","1.60","115/1",
"1227","佳格","28.80","4.65","114","19.73","1.37","115/1",
"1229","聯華","42.50","4.71","114","16.35","1.37","115/1",
"1231","聯華食","92.00","2.72","114","20.91","3.63","115/1",
"1232","大統益","152.00","4.74","114","17.57","3.87","115/1",
"1233","天仁","29.15","0.69","114","35.55","1.89","115/1",
"1234","黑松","33.60","4.91","114","20.12","0.74","115/1",
"1235","興泰","35.80","2.79","114","-","0.57","115/1",
"1236","宏亞","23.55","7.01","114","-","0.83","115/1",
"1256","鮮活果汁-KY","188.00","3.51","114","14.20","1.61","115/1",
"1301","台塑","66.20","0.76","114","-","1.08","115/1",
"1303","南亞","197.00","0.41","114","85.28","4.07","115/1",
"1304","台聚","13.45","1.12","114","-","0.82","115/1",
"1305","華夏","12.75","0.78","114","-","0.97","115/1",
"1307","三芳","32.60","6.75","114","11.90","1.33","115/1",
"1308","亞聚","14.55","1.37","114","-","0.78","115/1",
"1309","台達化","15.40","0.97","114","-","1.06","115/1",
"1310","台苯","10.20","0.00","114","-","0.73","115/1",
"1312","國喬","13.95","0.00","114","-","0.55","115/1",
"1313","聯成","12.30","0.81","114","-","0.57","115/1",
"1314","中石化","8.41","0.00","114","-","0.42","115/1",
"1315","達新","64.20","7.01","114","41.69","0.60","115/1",
"1316","上曜","10.20","0.00","114","-","0.82","115/1",
"1319","東陽","72.90","6.86","114","13.09","1.48","115/1",
"1321","大洋","31.80","0.00","114","-","1.21","115/1",
"1323","永裕","19.95","4.51","114","35.63","0.71","115/1",
"1324","地球","10.30","0.00","114","-","0.87","115/1",
"1325","恆大","28.25","0.00","114","-","0.93","115/1",
"1326","台化","71.70","0.84","114","478.00","1.12","115/1",
"1337","再生-KY","4.89","0.00","114","-","0.36","115/1",
"1338","廣華-KY","16.15","1.92","114","-","0.22","115/1",
"1339","昭輝","44.95","5.56","114","10.63","0.82","115/1",
"1340","勝悅-KY","5.34","0.00","114","-","0.31","115/1",
"1341","富林-KY","58.40","6.85","114","14.31","2.60","115/1",
"1342","八貫","113.00","5.31","114","18.99","4.21","115/1",
"1402","遠東新","27.20","4.60","114","16.89","0.62","115/1",
"1409","新纖","23.80","3.78","114","17.63","0.91","115/1",
"1410","南染","26.65","0.75","114","49.35","1.58","115/1",
"1413","宏洲","9.39","0.00","114","22.36","1.11","115/1",
"1414","東和","17.75","1.13","114","61.21","1.22","115/1",
"1416","廣豐","11.00","5.18","114","12.79","0.45","115/1",
"1417","嘉裕","8.50","2.94","114","18.89","0.69","115/1",
"1418","東華","19.25","0.00","114","-","0.88","115/1",
"1419","新紡","65.80","2.74","114","5.00","0.96","115/1",
"1423","利華","36.00","10.00","114","9.55","0.97","115/1",
"1432","大魯閣","15.05","13.29","114","2.76","1.02","115/1",
"1434","福懋","19.50","2.56","114","32.50","0.72","115/1",
"1435","中福","21.10","0.00","114","-","3.01","115/1",
