"證券代號","證券名稱","收盤價","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","24.10","3.32","114","-","0.77","115/1",
"1102","亞泥","34.35","6.70","114","11.53","0.69","115/1",
"1103","嘉泥","12.95","4.25","114","16.19","0.47","115/1",
"1104","環泥","27.35","6.76","114","10.68","0.75","115/1",
"1108","幸福","13.85","7.22","114","6.86","1.03","115/1",
"1109","信大","14.85","6.06","114","18.80","0.60","115/1",
"1110","東泥","14.20","2.11","114","44.38","0.85","115/1",
"1201","味全","12.05","1.74","114","31.71","0.78","115/1",
"1203","味王","42.55","2.35","114","24.74","1.55","115/1",
"1210","大成","52.90","5.67","114","12.54","1.76","115/1",
"1213","大飲","8.90","3.93","113","-","0.80","115/1",
"1215","卜蜂","140.00","5.00","114","15.09","3.90","115/1",
"1216","統一","75.70","3.96","114","20.46","2.97","115/1",
"1217","愛之味","9.50","2.63","114","19.79","0.63","115/1",
"1218","泰山","18.45","7.15","114","11.98","0.72","115/1",
"1219","福壽","12.80","3.91","114","27.23","0.94","115/1",
"1220","台榮","12.00","1.67","114","600.00","0.92","115/1",
"1225","福懋油","29.25","3.42","114","17.11","1.76","115/1",
"1227","佳格","28.50","4.70","114","19.52","1.36","115/1",
"1229","聯華","39.45","5.07","114","15.17","1.27","115/1",
"1231","聯華食","85.50","2.92","114","19.43","3.38","115/1",
"1232","大統益","148.50","4.85","114","17.17","3.79","115/1",
"1233","天仁","28.80","0.69","114","35.12","1.87","115/1",
"1234","黑松","33.75","4.89","114","20.21","0.74","115/1",
"1235","興泰","39.60","2.53","114","-","0.63","115/1",
"1236","宏亞","24.45","6.75","114","-","0.86","115/1",
"1256","鮮活果汁-KY","179.50","3.68","114","13.56","1.54","115/1",
"1301","台塑","45.70","1.09","114","-","0.75","115/1",
"1303","南亞","85.30","0.94","114","36.93","1.76","115/1",
"1304","台聚","12.25","1.22","114","-","0.75","115/1",
"1305","華夏","12.50","0.80","114","-","0.95","115/1",
"1307","三芳","31.85","6.91","114","11.62","1.30","115/1",
"1308","亞聚","13.00","1.54","114","-","0.70","115/1",
"1309","台達化","15.65","0.96","114","-","1.08","115/1",
"1310","台苯","7.90","0.00","113","-","0.57","115/1",
"1312","國喬","10.40","0.00","113","-","0.41","115/1",
"1313","聯成","10.50","0.95","114","-","0.49","115/1",
"1314","中石化","6.72","0.00","113","-","0.33","115/1",
"1315","達新","60.50","7.44","114","39.29","0.56","115/1",
"1316","上曜","10.60","0.00","113","-","0.85","115/1",
"1319","東陽","78.60","6.36","114","14.11","1.59","115/1",
"1321","大洋","29.35","1.29","113","-","1.12","115/1",
"1323","永裕","19.30","4.66","114","34.46","0.68","115/1",
"1324","地球","10.30","1.94","113","-","0.87","115/1",
"1325","恆大","26.45","1.13","113","-","0.87","115/1",
"1326","台化","44.45","1.35","114","296.33","0.70","115/1",
"1337","再生-KY","4.80","0.00","113","-","0.35","115/1",
"1338","廣華-KY","15.20","1.97","114","-","0.21","115/1",
"1339","昭輝","39.70","6.30","114","9.39","0.72","115/1",
"1340","勝悅-KY","5.44","0.00","113","-","0.31","115/1",
