"證券代號","證券名稱","收盤價","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","23.40","3.42","114","-","0.75","115/1",
"1102","亞泥","36.30","6.34","114","12.18","0.73","115/1",
"1103","嘉泥","13.50","4.07","114","16.88","0.49","115/1",
"1104","環泥","27.55","6.72","114","10.76","0.76","115/1",
"1108","幸福","13.95","7.17","114","6.91","1.04","115/1",
"1109","信大","14.70","6.12","114","18.61","0.59","115/1",
"1110","東泥","15.80","1.90","114","49.38","0.95","115/1",
"1201","味全","12.45","1.69","114","32.76","0.81","115/1",
"1203","味王","42.90","2.33","114","24.94","1.57","115/1",
"1210","大成","58.30","5.15","114","13.82","1.94","115/1",
"1213","大飲","7.56","0.00","114","-","0.68","115/1",
"1215","卜蜂","111.50","6.28","114","12.02","3.10","115/1",
"1216","統一","78.00","3.85","114","21.08","3.06","115/1",
"1217","愛之味","10.00","2.50","114","20.83","0.67","115/1",
"1218","泰山","17.25","7.65","114","11.20","0.67","115/1",
"1219","福壽","12.30","4.07","114","26.17","0.91","115/1",
"1220","台榮","11.85","1.69","114","592.50","0.91","115/1",
"1225","福懋油","28.20","3.55","114","16.49","1.70","115/1",
"1227","佳格","30.10","4.45","114","20.62","1.43","115/1",
"1229","聯華","42.70","4.68","114","16.42","1.37","115/1",
"1231","聯華食","88.30","2.83","114","20.07","3.49","115/1",
"1232","大統益","146.50","4.91","114","16.94","3.73","115/1",
"1233","天仁","28.50","0.70","114","34.76","1.85","115/1",
"1234","黑松","33.30","4.95","114","19.94","0.73","115/1",
"1235","興泰","36.40","2.75","114","-","0.58","115/1",
"1236","宏亞","26.05","6.33","114","-","0.92","115/1",
"1256","鮮活果汁-KY","200.00","3.30","114","15.11","1.71","115/1",
"1301","台塑","57.30","0.87","114","-","0.93","115/1",
"1303","南亞","166.50","0.48","114","72.08","3.44","115/1",
"1304","台聚","14.20","1.06","114","-","0.87","115/1",
"1305","華夏","13.65","0.73","114","-","1.04","115/1",
"1307","三芳","33.00","6.67","114","12.04","1.34","115/1",
"1308","亞聚","15.10","1.32","114","-","0.81","115/1",
"1309","台達化","15.05","1.00","114","-","1.04","115/1",
"1310","台苯","11.10","0.00","114","-","0.80","115/1",
"1312","國喬","13.90","0.00","114","-","0.55","115/1",
"1313","聯成","13.05","0.77","114","-","0.61","115/1",
"1314","中石化","9.77","0.00","114","-","0.48","115/1",
"1315","達新","63.50","7.09","114","41.23","0.59","115/1",
"1316","上曜","10.35","0.00","114","-","0.83","115/1",
"1319","東陽","77.60","6.44","114","13.93","1.57","115/1",
"1321","大洋","31.60","0.00","114","-","1.20","115/1",
"1323","永裕","20.15","4.47","114","35.98","0.71","115/1",
"1324","地球","10.55","0.00","114","-","0.89","115/1",
"1325","恆大","24.60","0.00","114","-","0.81","115/1",
"1326","台化","63.30","0.95","114","422.00","0.99","115/1",
"1337","再生-KY","5.17","0.00","114","-","0.38","115/1",
"1338","廣華-KY","17.45","1.78","114","-","0.24","115/1",
"1339","昭輝","45.20","5.53","114","10.69","0.82","115/1",
"1340","勝悅-KY","5.71","0.00","114","-","0.33","115/1",
"1341","富林-KY","57.60","6.94","114","14.12","2.57","115/1",
"1342","八貫","113.00","5.31","114","18.99","4.21","115/1",
"1402","遠東新","28.35","4.41","114","17.61","0.65","115/1",
"1409","新纖","31.70","2.84","114","23.48","1.22","115/1",
"1410","南染","27.00","0.74","114","50.00","1.60","115/1",
"1413","宏洲","9.43","0.00","114","22.45","1.12","115/1",
"1414","東和","19.50","1.03","114","67.24","1.34","115/1",
"1416","廣豐","11.10","5.14","114","12.91","0.46","115/1",
