日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 騰落指標, 騰落指標, 未平倉量
2011/12/16,28,28.2,28,28.2,0,0,,,,,,10898,,29933,,,13878,,,1867833,,,127518,,,96439,,,2091791,,,-10086,-10086,0
2011/12/19,28.2,28.2,27.9,28.05,-0.15,-0.5319,,,,,,20201,,30655,,,14149,,,1866503,,,127546,,,96785,,,2090835,,,-10919,-833,0
2011/12/20,28.1,28.15,27.9,27.9,-0.15,-0.5348,,,,,,17211,,30298,,,13942,,,1862629,,,128200,,,97112,,,2087942,,,-10724,195,0
2011/12/21,28.4,28.5,28.25,28.5,0.6,2.1505,,,,,,20235,,29690,,,12654,,,1864747,,,128600,,,98598,,,2091945,,,-9697,1027,0
2011/12/22,28.5,28.7,28.35,28.65,0.15,0.5263,28.26,,,,,13340,16377,29063,29927.8,,12844,13493.4,,1866306,1865604,,128623,128098,,99032,97594,,2093962,2091296,,-9941,-244,0
2011/12/23,28.7,28.9,28.65,28.9,0.25,0.8726,28.4,,,,,18371,17871,28440,29629.2,,12417,13201.2,,1874689,1866975,,129400,128474,,99474,98201,,2103563,2093650,,-9138,803,0
2011/12/26,28.9,28.95,28.65,28.8,-0.1,-0.346,28.55,,,,,8615,15554,28339,29166,,12455,12862.4,,1876459,1868966,,129535,128872,,99389,98722,,2105383,2096560,,-9267,-129,0
2011/12/27,28.7,28.9,28.7,28.9,0.1,0.3472,28.75,,,,,9509,14014,28053,28717,,12357,12545.4,,1879003,1872241,,129466,129125,,99931,99285,,2108400,2100651,,-9463,-196,0
2011/12/28,28.85,28.9,28.7,28.9,0,0,28.83,,,,,9193,11805,27607,28300.4,,12202,12455,,1882384,1875768,,129298,129265,,100632,99692,,2112315,2104725,,-9518,-55,0
2011/12/29,28.7,28.9,28.7,28.9,0,0,28.88,28.57,,,,11049,11347,27373,27962.4,28945.1,12258,12337.8,12915.6,1887934,1880094,1872849,129298,129400,128749,101371,100160,98877,2118604,2109654,2100475,-9460,58,0
2011/12/30,28.9,29,28.75,28.8,-0.1,-0.346,28.86,28.63,,,,9882,9649,27006,27675.6,28652.4,12563,12367,12784.1,1890052,1883167,1875071,129266,129373,128923,101690,100603,99402,2121009,2113143,2103396,-9509,-49,0
2012/1/2,28.8,28.85,28.5,28.55,-0.25,-0.8681,28.81,28.68,,,,6769,9280,27053,27418.4,28292.2,12442,12364.4,12613.4,1887597,1885394,1877180,154260,134318,131595,101731,101072,99897,2143590,2120784,2108672,-10067,-558,0
2012/1/3,28.8,29,28.7,29,0.45,1.5762,28.83,28.79,,,,22575,11893,25901,26988,27852.5,13089,12510.8,12528.1,1894018,1888398,1880319,154195,139264,134194,101972,101480,100383,2150187,2129141,2114896,-9497,570,0
2012/1/4,29,29.1,28.8,29,0,0,28.85,28.84,,,,16386,13332,25908,26648.2,27474.3,13020,12674.4,12564.7,1888451,1889611,1882690,154195,144243,136754,102142,101782,100737,2144790,2135636,2120181,-9291,206,0
2012/1/5,28.9,29,28.85,29,0,0,28.87,28.875,,,,17141,14550,25415,26256.6,27109.5,12927,12808.2,12573,1886488,1889322,1884708,154093,149202,139301,102555,102019,101089,2143137,2140543,2125098,-8986,305,0
