日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 騰落指標, 騰落指標, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 未平倉量
2011/12/2,18.7,18.95,18.65,18.65,0,0,,,,,,302,,7794,,,22,,,-7968,-7968,8387,,,124,,,0,,,8511,,,0
2011/12/5,18.6,18.65,18.5,18.65,0,0,,,,,,76,,7808,,,22,,,-8227,-259,8399,,,124,,,0,,,8523,,,0
2011/12/6,18.65,18.85,18.1,18.15,-0.5,-2.681,,,,,,360,,7761,,,22,,,-8889,-662,8406,,,124,,,0,,,8530,,,0
2011/12/7,18.2,18.45,18,18,-0.15,-0.8264,,,,,,405,,7794,,,22,,,-8700,189,8449,,,124,,,0,,,8573,,,0
2011/12/8,18,18,17.75,17.8,-0.2,-1.1111,18.25,,,,,612,351,7466,7724.6,,22,22,,-9162,-462,8427,8414,,124,124,,0,0,,8551,8538,,0
2011/12/9,17.5,17.5,17.3,17.4,-0.4,-2.2472,18,,,,,406,371,7362,7638.2,,22,22,,-9527,-365,8448,8426,,124,124,,0,0,,8572,8550,,0
2011/12/12,17.6,17.8,17,17.05,-0.35,-2.0115,17.68,,,,,322,421,7343,7545.2,,22,22,,-9383,144,8450,8436,,124,124,,0,0,,8574,8560,,0
2011/12/13,17,17.2,16.5,16.85,-0.2,-1.173,17.42,,,,,549,458,7225,7438,,22,22,,-9770,-387,8479,8451,,124,124,,0,0,,8603,8575,,0
2011/12/14,16.6,16.95,16.6,16.75,-0.1,-0.5935,17.17,,,,,287,435,7243,7327.8,,22,22,,-9421,349,8497,8460,,59,111,,0,0,,8556,8572,,0
2011/12/15,16.55,16.75,16.4,16.45,-0.3,-1.791,16.9,17.575,,,,383,389,7186,7271.8,7498.2,22,22,22,-10049,-628,8485,8472,8443,0,86,105,0,0,0,8485,8558,8548,0
2011/12/16,16.5,16.65,16.4,16.6,0.15,0.9119,16.74,17.37,,,,332,374,7185,7236.4,7437.3,23,22.2,22.1,-10086,-37,8498,8482,8454,0,62,93,0,0,0,8498,8544,8547,0
2011/12/19,16.5,16.5,15.45,15.45,-1.15,-6.9277,16.42,17.05,,,,887,487,6665,7100.8,7323,22,22.2,22.1,-10919,-833,8509,8494,8465,0,37,80,5,1,0,8514,8531,8546,0
2011/12/20,15.2,15.8,15.2,15.35,-0.1,-0.6472,16.12,16.77,,,,566,491,6630,6981.8,7209.9,24,22.6,22.3,-10724,195,8597,8517,8484,0,12,68,0,1,0,8597,8530,8553,0
2011/12/21,15.9,16.35,15.8,16.3,0.95,6.1889,16.03,16.6,,,,735,580,6560,6845.2,7086.5,22,22.6,22.3,-9697,1027,8623,8543,8501,0,0,56,0,1,0,8623,8544,8558,0
2011/12/22,16.4,16.4,16.2,16.25,-0.05,-0.3067,15.99,16.445,,,,306,565,6487,6705.4,6988.6,22,22.6,22.3,-9941,-244,8623,8570,8521,0,0,43,0,1,0,8623,8571,8565,0
2011/12/23,16.3,17.15,16.3,16.95,0.7,4.3077,16.06,16.4,,,,606,620,6594,6587.2,6911.8,21,22.2,22.2,-9138,803,8638,8598,8540,0,0,31,4,2,1,8642,8600,8572,0
2011/12/26,17.1,17.15,16.95,17.05,0.1,0.59,16.38,16.4,,,,371,516,6570,6568.2,6834.5,22,22.2,22.2,-9267,-129,8615,8619,8557,0,0,18,6,2,2,8621,8621,8576,0
