日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 騰落指標, 騰落指標, 未平倉量
2011/12/16,72.3,73.5,71.9,71.9,0,0,,,,,,2969,,15227,,,9303,,,25400,,,70169,,,437,,,96006,,,-10086,-10086,0
2011/12/19,71,71.3,68,69,-2.9,-4.0334,,,,,,2060,,14818,,,8758,,,25448,,,70116,,,336,,,95900,,,-10919,-833,0
2011/12/20,69,70.4,69,69.3,0.3,0.4348,,,,,,1445,,14860,,,9051,,,25705,,,70116,,,353,,,96174,,,-10724,195,0
2011/12/21,73.3,74.1,72,74.1,4.8,6.9264,,,,,,2902,,15169,,,9031,,,25703,,,70169,,,508,,,96381,,,-9697,1027,0
2011/12/22,74.7,78.7,74.3,76.9,2.8,3.7787,72.24,,,,,7794,3434,15026,15020,,9059,9040.4,,25034,25458,,71212,70357,,859,499,,97107,96314,,-9941,-244,0
2011/12/23,77.3,82.2,77.3,82.2,5.3,6.8921,74.3,,,,,8250,4490,13893,14753.2,,8944,8968.6,,26832,25745,,71626,70648,,1125,637,,99585,97030,,-9138,803,0
2011/12/26,82.8,87,81.9,84.2,2,2.4331,77.34,,,,,7252,5528,14366,14662.8,,8147,8846.4,,26927,26041,,72265,71078,,1413,852,,100607,97971,,-9267,-129,0
2011/12/27,83.3,84.3,81,83.1,-1.1,-1.3064,80.1,,,,,3570,5953,14553,14601.4,,7985,8633.2,,26709,26242,,72760,71607,,1383,1059,,100853,98907,,-9463,-196,0
2011/12/28,82.9,84.2,82,82.2,-0.9,-1.083,81.72,,,,,2411,5855,15452,14658,,8005,8428,,26012,26304,,73055,72184,,1285,1214,,100353,99702,,-9518,-55,0
2011/12/29,81.7,83.2,81.3,83,0.8,0.9732,82.94,77.59,,,,3547,5006,15466,14746,14883,7939,8204,8622.2,26072,26511,25985,73185,72578,71468,1423,1327,913,100681,100417,98365,-9460,58,0
2011/12/30,83.6,84.4,80,81.1,-1.9,-2.2892,82.72,78.51,,,,5977,4551,16250,15217.4,14985.3,7783,7971.8,8470.2,26300,26405,26075,71584,72570,71609,1419,1386,1011,99304,100360,98695,-9509,-49,0
