日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 騰落指標, 騰落指標, 未平倉量
2011/11/15,40.7,41.4,40.65,40.65,0,0,,,,,,24,,0,,,0,,,1066,,,0,,,0,,,1066,,,-8270,-8270,0
2011/11/16,40.5,40.5,39.6,39.9,-0.75,-1.845,,,,,,60,,0,,,0,,,1066,,,0,,,0,,,1066,,,-8563,-293,0
2011/11/17,40.4,40.5,39.9,40.2,0.3,0.7519,,,,,,65,,26,,,0,,,1066,,,0,,,0,,,1066,,,-8581,-18,0
2011/11/18,39.6,39.6,38.7,39.3,-0.9,-2.2388,,,,,,46,,26,,,0,,,1066,,,0,,,0,,,1066,,,-8938,-357,0
2011/11/21,39,39,37.1,37.25,-2.05,-5.2163,39.46,,,,,78,54,25,15.4,,0,0,,1064,1066,,0,0,,0,0,,1064,1066,,-9535,-597,0
2011/11/22,36,37,36,37,-0.25,-0.6711,38.73,,,,,84,66,22,19.8,,0,0,,1064,1065,,0,0,,0,0,,1064,1065,,-10017,-482,0
2011/11/23,37,37.2,35.9,35.9,-1.1,-2.973,37.93,,,,,45,63,28,25.4,,0,0,,1059,1064,,0,0,,0,0,,1059,1064,,-10550,-533,0
2011/11/24,35.1,36.7,34.75,36.3,0.4,1.1142,37.15,,,,,43,59,27,25.6,,0,0,,1059,1063,,0,0,,0,0,,1059,1063,,-10583,-33,0
2011/11/25,36.3,37.3,35.3,36.5,0.2,0.551,36.59,,,,,138,77,30,26.4,,0,0,,1027,1055,,0,0,,0,0,,1027,1055,,-10623,-40,0
2011/11/28,37.2,37.7,37.2,37.5,1,2.7397,36.64,38.05,,,,30,68,29,27.2,21.3,0,0,0,1022,1046,1056,0,0,0,0,0,0,1022,1046,1056,-10288,335,0
2011/11/29,37.5,37.5,37.1,37.1,-0.4,-1.0667,36.66,37.695,,,,30,57,30,28.8,24.3,0,0,0,1007,1035,1050,0,0,0,0,0,0,1007,1035,1050,-9906,382,0
2011/11/30,37.1,37.1,34.55,34.55,-2.55,-6.8733,36.39,37.16,,,,284,105,74,38,31.7,0,0,0,744,972,1018,0,0,0,0,0,0,744,972,1018,-10289,-383,0
2011/12/1,34.6,35.65,33.3,35.05,0.5,1.4472,36.14,36.645,,,,268,150,100,52.6,39.1,0,0,0,562,873,968,0,0,0,0,0,0,562,873,968,-9773,516,0
