日期,開盤,最高,最低,收盤,漲跌,漲跌%," 均價5"," 均價10"," 均價20"," 均價60"," 均價120"," 成交量"," 均量5"," 融資張數"," 均量5"," 均量10"," 融券張數"," 均量5"," 均量10"," 騰落指標"," 騰落指標"," 外資庫存"," 均量5"," 均量10"," 投信庫存"," 均量5"," 均量10"," 自營商庫存"," 均量5"," 均量10"," 法人庫存"," 均量5"," 均量10"," 未平倉量",
2012/03/27,15.70,15.80,15.60,15.60,0.00,0.00,,,,,,295,,8818.0000,,,142.0000,,,-4327,-4327,74170,,,0,,,25,,,74195,,,0.000,
2012/03/28,15.60,15.75,15.50,15.60,0.00,0.00,,,,,,355,,8815.0000,,,89.0000,,,-4523,-196,74169,,,0,,,23,,,74192,,,0.000,
2012/03/29,15.55,15.55,15.05,15.05,-0.55,-3.5256,,,,,,637,,8699.0000,,,66.0000,,,-5346,-823,74130,,,0,,,22,,,74152,,,0.000,
2012/03/30,15.05,15.25,14.80,15.10,0.05,0.3322,,,,,,685,,8704.0000,,,59.0000,,,-4959,387,74169,,,0,,,23,,,74192,,,0.000,
2012/04/02,15.10,15.15,14.95,15.00,-0.10,-0.6623,15.2700,,,,,205,435,8668.0000,8740.8000,,42.0000,79.6000,,-5328,-369,74144,74157,,0,0,,19,22,,74163,74180,,0.000,
2012/04/03,15.20,15.20,14.50,14.70,-0.30,-2.00,15.0900,,,,,477,471,8601.0000,8697.4000,,25.0000,56.2000,,-6047,-719,74150,74153,,0,0,,26,23,,74176,74176,,0.000,
2012/04/05,14.50,14.55,14.20,14.50,-0.20,-1.3605,14.8700,,,,,624,525,8545.0000,8643.4000,,23.0000,43.0000,,-6658,-611,74185,74156,,0,0,,28,24,,74213,74180,,0.000,
2012/04/06,14.55,14.85,14.55,14.75,0.25,1.7241,14.8100,,,,,220,442,8551.0000,8613.8000,,24.0000,34.6000,,-5968,690,74183,74167,,0,0,,26,24,,74209,74191,,0.000,
2012/04/09,14.75,14.75,14.50,14.50,-0.25,-1.6949,14.6900,,,,,228,350,8493.0000,8571.6000,,20.0000,26.8000,,-6478,-510,74173,74168,,0,0,,24,25,,74197,74192,,0.000,
2012/04/10,14.55,14.65,14.50,14.50,0.00,0.00,14.5900,14.9300,,,,305,370,8269.0000,8491.8000,8616.3000,13.0000,21.0000,50.3000,-6055,423,74184,74176,74167,0,0,0,21,25,24,74205,74201,74190,0.000,
