日期,開盤,最高,最低,收盤,漲跌,漲跌%," 均價5"," 均價10"," 均價20"," 均價60"," 均價120"," 成交量"," 均量5"," 融資張數"," 均量5"," 均量10"," 融券張數"," 均量5"," 均量10"," 騰落指標"," 騰落指標"," 外資庫存"," 均量5"," 均量10"," 投信庫存"," 均量5"," 均量10"," 自營商庫存"," 均量5"," 均量10"," 法人庫存"," 均量5"," 均量10"," 未平倉量",
2012/02/22,88.20,89.30,87.90,89.00,0.00,0.00,,,,,,9557,,1512.0000,,,91.0000,,,-3709,-3709,1105686,,,27666,,,38323,,,1171676,,,0.000,
2012/02/23,88.70,90.20,88.00,89.10,0.10,0.1124,,,,,,8247,,1438.0000,,,100.0000,,,-3953,-244,1105809,,,28112,,,38039,,,1171961,,,0.000,
2012/02/24,88.70,90.20,88.40,89.20,0.10,0.1122,,,,,,8558,,1426.0000,,,101.0000,,,-4156,-203,1104615,,,28365,,,38027,,,1171008,,,0.000,
2012/02/29,90.00,92.00,89.00,90.40,1.20,1.3453,,,,,,14003,,1356.0000,,,100.0000,,,-3809,347,1111149,,,28362,,,38175,,,1177687,,,0.000,
2012/03/01,90.30,90.90,89.50,90.40,0.00,0.00,89.6200,,,,,6324,9337,1195.0000,1385.4000,,103.0000,99.0000,,-3570,239,1111814,1107815,,28334,28169,,38173,38148,,1178322,1174131,,0.000,
2012/03/02,90.50,91.10,90.20,91.10,0.70,0.7743,90.0400,,,,,4347,8295,1069.0000,1296.8000,,106.0000,102.0000,,-3257,313,1114139,1109506,,28818,28399,,38136,38110,,1181094,1176015,,0.000,
2012/03/03,90.50,90.70,90.00,90.20,-0.90,-0.9879,90.2600,,,,,2037,7053,1127.0000,1234.6000,,98.0000,101.6000,,-3232,25,1114245,1111193,,28818,28540,,38095,38121,,1181159,1177854,,0.000,
2012/03/05,90.00,90.00,88.60,89.50,-0.70,-0.7761,90.3200,,,,,4249,6192,1130.0000,1175.4000,,85.0000,98.4000,,-3774,-542,1114635,1113197,,28266,28521,,37853,38087,,1180755,1179804,,0.000,
2012/03/06,89.50,89.50,88.30,89.20,-0.30,-0.3352,90.0800,,,,,4163,4224,1123.0000,1128.8000,,78.0000,94.0000,,-4381,-607,1114615,1113890,,28435,28535,,37813,38014,,1180864,1180439,,0.000,
2012/03/07,89.00,90.00,89.00,89.80,0.60,0.6726,89.9600,89.7900,,,,6364,4232,1026.0000,1095.0000,1240.2000,84.0000,90.2000,94.6000,-4522,-141,1116818,1114891,1111353,28695,28607,28388,37712,37922,38035,1183226,1181420,1177776,0.000,
2012/03/08,89.90,89.90,88.00,88.40,-1.40,-1.559,89.4200,89.7300,,,,10860,5534,1370.0000,1155.2000,1226.0000,80.0000,85.0000,93.5000,-4041,481,1116715,1115406,1112456,28687,28581,28490,37692,37833,37972,1183095,1181820,1178918,0.000,
2012/03/09,88.50,88.70,88.00,88.40,0.00,0.00,89.0600,89.6600,,,,3843,5895,1393.0000,1208.4000,1221.5000,78.0000,81.0000,91.3000,-3662,379,1117221,1116001,1113597,28647,28547,28544,37644,37743,37932,1183513,1182291,1180073,0.000,
2012/03/12,88.60,88.60,86.40,86.50,-1.90,-2.1493,88.4600,89.3900,,,,8454,6736,1804.0000,1343.2000,1259.3000,79.0000,79.8000,89.1000,-4055,-393,1111946,1115464,1114330,28644,28622,28571,37591,37691,37889,1178182,1181777,1180790,0.000,
2012/03/13,87.90,87.90,87.00,87.60,1.10,1.2717,88.1400,89.1100,,,,6514,7207,1660.0000,1450.6000,1289.7000,97.0000,83.6000,88.8000,-3811,244,1112003,1114941,1114416,28590,28653,28594,37669,37662,37838,1178263,1181257,1180848,0.000,
2012/03/14,88.50,89.00,88.20,89.00,1.40,1.5982,87.9800,88.9700,,,,7063,7346,1438.0000,1533.0000,1314.0000,102.0000,87.2000,88.7000,-3343,468,1115308,1114639,1114765,28080,28530,28569,37772,37674,37798,1181161,1180844,1181132,0.000,
2012/03/15,88.10,88.50,87.40,88.00,-1.00,-1.1236,87.9000,88.6600,,,,4544,6083,1513.0000,1561.6000,1358.4000,100.0000,91.2000,88.1000,-3418,-75,1114812,1114258,1114832,28032,28399,28490,37768,37689,37761,1180613,1180347,1181084,0.000,
2012/03/16,88.40,88.40,87.00,87.00,-1.00,-1.1364,87.6200,88.3400,,,,3624,6039,1553.0000,1593.6000,1401.0000,103.0000,96.2000,88.6000,-3514,-96,1114378,1113690,1114846,28136,28297,28422,37682,37697,37720,1180198,1179684,1180988,0.000,
2012/03/19,87.40,87.90,86.90,87.50,0.50,0.5747,87.8200,88.1400,,,,4536,5256,1543.0000,1541.4000,1442.3000,105.0000,101.4000,90.6000,-3807,-293,1114434,1114188,1114826,28131,28195,28408,37401,37659,37675,1179968,1180041,1180909,0.000,
2012/03/20,87.80,88.20,87.40,87.90,0.40,0.4571,87.8800,88.0100,,,,3443,4642,1412.0000,1491.8000,1471.2000,104.0000,102.8000,93.2000,-4185,-378,1115137,1114814,1114878,28098,28096,28375,37314,37588,37625,1180551,1180499,1180878,0.000,
2012/03/21,88.00,88.30,87.80,88.30,0.40,0.4551,87.7400,87.8600,88.8250,,,4688,4167,1362.0000,1476.6000,1504.8000,102.0000,102.8000,95.0000,-4323,-138,1116473,1115047,1114843,28098,28100,28315,37313,37496,37585,1181886,1180643,1180743,0.000,
2012/03/22,88.00,88.70,88.00,88.70,0.40,0.453,87.8800,87.8900,88.8100,,,7452,4748,1245.0000,1423.0000,1492.3000,94.0000,101.6000,96.4000,-3931,392,1118480,1115781,1115020,28098,28113,28256,37391,37421,37555,1183970,1181315,1180831,0.000,
2012/03/23,88.90,88.90,88.20,88.70,0.00,0.00,88.2200,87.9200,88.7900,,,4269,4877,1194.0000,1351.2000,1472.4000,89.0000,98.8000,97.5000,-3901,30,1120198,1116945,1115317,28063,28098,28198,37377,37360,37528,1185639,1182403,1181044,0.000,
2012/03/26,87.80,88.90,86.80,88.80,0.10,0.1127,88.4800,88.1500,88.7700,,,5382,5046,1093.0000,1261.2000,1401.3000,91.0000,96.0000,98.7000,-4112,-211,1119850,1118028,1116108,27998,28072,28133,37287,37337,37498,1185136,1183437,1181739,0.000,
2012/03/27,88.90,89.40,88.20,89.40,0.60,0.6757,88.7800,88.3300,88.7200,,,4888,5335,969.0000,1172.6000,1332.2000,81.0000,91.4000,97.1000,-4327,-215,1122154,1119432,1117123,27978,28048,28072,37233,37321,37454,1187367,1184800,1182649,0.000,
2012/03/28,89.50,90.40,88.90,90.40,1.00,1.1186,89.2000,88.4700,88.7200,,,6453,5688,841.0000,1068.4000,1272.5000,78.0000,86.6000,94.7000,-4523,-196,1124319,1121001,1118024,27978,28024,28062,37163,37291,37394,1189461,1186315,1183479,0.000,
2012/03/29,90.00,90.10,88.90,89.50,-0.90,-0.9956,89.3600,88.6200,88.6400,,,6933,5585,845.0000,988.4000,1205.7000,70.0000,81.8000,91.7000,-5346,-823,1129577,1123220,1119500,27978,28000,28056,37140,37241,37331,1194696,1188460,1184888,0.000,
2012/03/30,89.50,89.90,89.10,89.90,0.40,0.4469,89.6000,88.9100,88.6250,,,7161,6163,835.0000,916.6000,1133.9000,67.0000,77.4000,88.1000,-4959,387,1132863,1125753,1121349,27938,27975,28037,36747,37115,37237,1197549,1190842,1186623,0.000,
2012/04/02,89.90,91.20,89.10,91.10,1.20,1.3348,90.0600,89.2700,88.7050,,,5133,6113,782.0000,854.4000,1057.8000,68.0000,72.8000,84.4000,-5328,-369,1134991,1128781,1123405,36171,29609,28840,36788,37015,37176,1207952,1195405,1189421,0.000,
2012/04/03,91.30,91.60,91.00,91.20,0.10,0.1098,90.4200,89.6000,88.8050,,,5439,6223,645.0000,789.6000,981.1000,63.0000,69.2000,80.3000,-6047,-719,1138523,1132055,1125743,36274,31268,29658,36809,36930,37125,1211607,1200253,1192527,0.000,
2012/04/05,89.30,90.20,89.00,89.00,-2.20,-2.4123,90.1400,89.6700,88.7650,,,4461,5825,724.0000,766.2000,917.3000,59.0000,65.4000,76.0000,-6658,-611,1136087,1134409,1127705,36596,32992,30508,36887,36875,37083,1209571,1204275,1195295,0.000,
2012/04/06,88.70,89.10,88.10,88.60,-0.40,-0.4494,89.9600,89.6600,88.7750,,,4314,5301,743.0000,745.8000,867.1000,50.0000,61.4000,71.6000,-5968,690,1133084,1135110,1129165,36721,34740,31370,36825,36812,37026,1206631,1206662,1197561,0.000,
2012/04/09,87.20,90.10,87.20,89.70,1.10,1.2415,89.9200,89.7600,88.8400,,,4597,4788,703.0000,719.4000,818.0000,81.0000,64.2000,70.8000,-6478,-510,1132869,1135111,1130432,36708,36494,32235,36958,36854,36984,1206536,1208460,1199651,0.000,
2012/04/10,89.90,90.00,88.00,88.70,-1.00,-1.1148,89.4400,89.7500,88.9500,,,6147,4991,887.0000,740.4000,797.4000,53.0000,61.2000,67.0000,-6055,423,1129674,1134048,1131415,37308,36722,33166,37355,36968,36991,1204338,1207737,1201571,0.000,
2012/04/11,88.40,89.00,88.20,88.50,-0.20,-0.2255,88.9000,89.6600,88.9950,,,6873,5278,1028.0000,817.0000,803.3000,50.0000,58.6000,63.9000,-6075,-20,1127443,1131832,1131943,38420,37151,34210,37673,37140,37035,1203537,1206123,1203188,0.000,
2012/04/12,88.90,89.20,88.50,88.50,0.00,0.00,88.8000,89.4700,88.9700,,,6517,5689,995.0000,871.2000,818.7000,39.0000,54.6000,60.0000,-5934,141,1126403,1129895,1132152,38834,37599,35295,38079,37379,37127,1203317,1204873,1204574,0.000,
2012/04/13,89.00,90.00,88.50,88.50,0.00,0.00,88.7800,89.3700,88.9950,,,7421,6311,1000.0000,922.6000,834.2000,31.0000,50.8000,56.1000,-5242,692,1125734,1128425,1131768,39024,38059,36400,38290,37672,37242,1203049,1204156,1205409,0.000,
2012/04/16,88.00,89.60,87.90,89.10,0.60,0.678,88.6600,89.2900,89.1000,,,3580,6107,945.0000,971.0000,845.2000,0.0000,34.6000,49.4000,-5671,-429,1124978,1126847,1130979,39046,38527,37511,38283,37937,37395,1202308,1203311,1205885,0.000,
2012/04/17,88.30,89.50,88.30,89.20,0.10,0.1122,88.7600,89.1000,89.1850,,,4432,5764,855.0000,964.6000,852.5000,0.0000,24.0000,42.6000,-6361,-690,1123209,1125554,1129801,39048,38875,37798,38293,38124,37546,1200551,1202553,1205145,0.000,
2012/04/18,89.20,90.20,89.20,90.00,0.80,0.8969,89.0600,88.9800,89.2900,,,9994,6388,813.0000,921.6000,869.3000,0.0000,14.0000,36.3000,-6453,-92,1120691,1124203,1128018,40406,39272,38212,38313,38252,37696,1199411,1201728,1203926,0.000,
2012/04/19,90.00,91.20,89.70,91.10,1.10,1.2222,89.5800,89.1900,89.4300,,,8810,6847,730.0000,868.6000,869.9000,0.0000,6.2000,30.4000,-6507,-54,1120854,1123093,1126494,41060,39718,38658,38495,38336,37857,1200410,1201147,1203010,0.000,
2012/04/20,91.10,91.90,90.50,90.50,-0.60,-0.6586,89.9800,89.3800,89.5200,,,7142,6791,886.0000,845.8000,884.2000,16.0000,3.2000,27.0000,-7116,-609,1121881,1122323,1125374,42260,40365,39212,38853,38448,38060,1202996,1201136,1202646,0.000,
2012/04/23,91.00,91.70,91.00,91.60,1.10,1.2155,90.4800,89.5700,89.6650,,,7048,7485,872.0000,831.2000,901.1000,21.0000,7.4000,21.0000,-7592,-476,1123720,1122071,1124459,42321,41020,39773,38964,38584,38261,1205007,1201676,1202493,0.000,
2012/04/24,91.90,94.00,91.70,93.00,1.40,1.5284,91.2400,90.0000,89.8750,,,8287,8256,865.0000,833.2000,898.9000,28.0000,13.0000,18.5000,-7660,-68,1127395,1122909,1124231,44557,42122,40498,39194,38765,38444,1211147,1203795,1203174,0.000,
2012/04/25,93.40,93.50,91.90,92.00,-1.00,-1.0753,91.6400,90.3500,90.0050,,,4211,7099,916.0000,853.8000,887.7000,27.0000,18.4000,16.2000,-7080,580,1128335,1124437,1124320,45257,43092,41182,39200,38942,38597,1212793,1206471,1204100,0.000,
2012/04/26,91.50,93.00,91.10,92.50,0.50,0.5435,91.9200,90.7500,90.1100,,,2021,5741,894.0000,886.6000,877.6000,33.0000,25.0000,15.6000,-7348,-268,1128679,1126002,1124548,45257,43931,41824,39246,39092,38714,1213183,1209026,1205086,0.000,
2012/04/27,92.70,94.20,92.70,93.70,1.20,1.2973,92.5600,91.2700,90.3200,,,7766,5866,1000.0000,909.4000,877.6000,42.0000,30.2000,16.7000,-7734,-386,1129157,1127457,1124890,46691,44817,42591,39179,39157,38803,1215028,1211432,1206284,0.000,
2012/04/30,94.00,94.70,93.80,94.20,0.50,0.5336,93.0800,91.7800,90.5350,,,7903,6037,984.0000,931.8000,881.5000,47.0000,35.4000,21.4000,-7621,113,1131130,1128939,1125505,48279,46009,43514,39225,39209,38897,1218635,1214158,1207917,0.000,
2012/05/02,94.50,95.00,93.40,94.00,-0.20,-0.2123,93.2800,92.2600,90.6800,,,5710,5522,1028.0000,964.4000,898.8000,47.0000,39.2000,26.1000,-6834,787,1133704,1130201,1126555,48427,46783,44452,39349,39240,39002,1221482,1216225,1210010,0.000,
2012/05/03,94.30,94.80,94.00,94.50,0.50,0.5319,93.7800,92.7100,90.8450,,,4676,5615,857.0000,952.6000,903.2000,49.0000,43.6000,31.0000,-7069,-235,1137344,1132003,1128220,47750,47282,45187,39350,39270,39106,1224445,1218555,1212513,0.000,
2012/05/04,94.50,94.60,93.60,94.20,-0.30,-0.3175,94.1200,93.0200,91.1050,,,5712,6353,787.0000,931.2000,908.9000,47.0000,46.4000,35.7000,-6663,406,1141853,1134638,1130320,47103,47651,45791,39383,39298,39195,1228340,1221586,1215306,0.000,
2012/05/07,93.70,93.70,92.20,93.30,-0.90,-0.9554,94.0400,93.3000,91.3400,,,5352,5870,779.0000,887.0000,898.2000,45.0000,47.0000,38.6000,-7260,-597,1142922,1137391,1132424,47212,47755,46286,39435,39349,39253,1229570,1224495,1217963,0.000,
2012/05/08,94.00,94.00,92.90,93.30,0.00,0.00,93.8600,93.4700,91.5200,,,5819,5453,775.0000,845.2000,888.5000,45.0000,46.6000,41.0000,-7149,111,1146575,1140480,1134710,47094,47518,46763,39441,39392,39301,1233112,1227390,1220774,0.000,
