日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 騰落指標, 騰落指標, 未平倉量
2011/11/3,80,82.5,79.5,80.3,0,0,,,,,,5092,,11145,,,593,,,9140,,,25503,,,98,,,34741,,,-5742,-5742,0
2011/11/4,81.5,85.9,81.5,85.9,5.6,6.9738,,,,,,10003,,11033,,,731,,,9241,,,26926,,,218,,,36385,,,-5017,725,0
2011/11/7,87.1,90.7,87.1,89.1,3.2,3.7253,,,,,,9828,,10547,,,754,,,9706,,,28516,,,375,,,38597,,,-4940,77,0
2011/11/8,89.1,90.8,87.6,88,-1.1,-1.2346,,,,,,5202,,10237,,,760,,,9701,,,29740,,,369,,,39811,,,-5069,-129,0
2011/11/9,90.3,90.5,87.1,88,0,0,86.26,,,,,3435,6712,10414,10675.2,,705,708.6,,9669,9492,,30059,28150,,456,303,,40185,37944,,-5322,-253,0
2011/11/10,86,86.8,82.5,84,-4,-4.5455,87,,,,,3695,6432,10205,10487.2,,525,695,,9941,9652,,30207,29090,,406,365,,40555,39107,,-6129,-807,0
2011/11/11,85,85.3,81.4,83.6,-0.4,-0.4762,86.54,,,,,2294,4890,10289,10338.4,,514,651.6,,9857,9775,,30000,29705,,418,405,,40277,39885,,-5912,217,0
2011/11/14,85,88.5,84.7,88,4.4,5.2632,86.32,,,,,3651,3655,10681,10365.2,,583,617.4,,9694,9773,,29813,29965,,471,424,,39980,40162,,-5250,662,0
2011/11/15,87.9,88,83.3,83.6,-4.4,-5,85.44,,,,,2978,3210,10294,10376.6,,509,567.2,,9791,9791,,29363,29889,,451,441,,39607,40121,,-5649,-399,0
2011/11/16,84,84.5,81.6,82.5,-1.1,-1.3158,84.34,85.3,,,,2272,2978,10143,10322.4,10498.8,478,521.8,615.2,10025,9862,9677,29219,29721,28935,397,429,366,39643,40013,38979,-6218,-569,0
2011/11/17,82,84.4,81.8,83,0.5,0.6061,84.14,85.57,,,,1967,2632,10391,10359.6,10423.4,487,514.2,604.6,10039,9882,9767,29219,29524,29307,358,420,392,39618,39825,39466,-6274,-56,0
2011/11/18,81.5,82.4,79.3,80.7,-2.3,-2.7711,83.56,85.05,,,,1873,2548,10011,10304,10321.2,441,499.6,575.6,10052,9921,9848,29294,29383,29544,339,404,404,39687,39707,39796,-6877,-603,0
2011/11/21,79.8,80.2,75.1,75.1,-5.6,-6.9393,80.98,83.65,,,,3124,2442,9684,10104.6,10234.9,374,457.8,537.6,10041,9990,9882,28887,29197,29581,299,370,397,39229,39557,39860,-7777,-900,0
2011/11/22,75.1,75.1,69.9,70.6,-4.5,-5.992,78.38,81.91,,,,3330,2513,9567,9959.2,10167.9,294,414.8,491,10179,10068,9929,28228,28970,29430,39,287,364,38447,39325,39723,-8356,-579,0
