日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 騰落指標, 騰落指標, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 未平倉量
2011/12/29,93.4,94.4,93,94.4,0,0,,,,,,1761,,711,,,200,,,-9460,-9460,1134549,,,57245,,,38825,,,1230620,,,0
2011/12/30,95,95,93.3,94.4,0,0,,,,,,3097,,644,,,202,,,-9509,-49,1135170,,,57471,,,38327,,,1230969,,,0
2012/1/2,94.4,94.5,93.4,94.3,-0.1,-0.1059,,,,,,2865,,639,,,216,,,-10067,-558,1134839,,,56810,,,38326,,,1229976,,,0
2012/1/3,94.7,95.5,94,94.5,0.2,0.2121,,,,,,6931,,582,,,216,,,-9497,570,1135685,,,57514,,,38357,,,1231557,,,0
2012/1/4,94.5,94.7,93.8,94.4,-0.1,-0.1058,94.4,,,,,6343,4199,632,641.6,,209,208.6,,-9291,206,1134244,1134898,,56624,57133,,38475,38463,,1229345,1230494,,0
2012/1/5,94.9,95,94.1,94.9,0.5,0.5297,94.5,,,,,5546,4956,588,617,,207,210,,-8986,305,1133966,1134781,,55736,56831,,38465,38391,,1228168,1230003,,0
2012/1/6,93.7,94.8,93,93,-1.9,-2.0021,94.22,,,,,7345,5806,683,624.8,,201,209.8,,-9139,-153,1132060,1134159,,55429,56423,,38491,38424,,1225981,1229006,,0
2012/1/9,93.5,93.5,92.3,93.4,0.4,0.4301,94.04,,,,,6814,6595,625,622,,197,206,,-9448,-309,1135516,1134295,,53419,55745,,38556,38470,,1227491,1228509,,0
2012/1/10,93.5,94,93.2,94,0.6,0.6424,93.94,,,,,7382,6686,621,629.8,,198,202.4,,-9032,416,1137544,1134666,,51174,54477,,38461,38490,,1227179,1227633,,0
2012/1/11,92.4,94.2,92.4,94.2,0.2,0.2128,93.9,94.15,,,,6633,6744,557,614.8,628.2,206,201.8,205.2,-9013,19,1138755,1135568,1135233,50054,53163,55148,38452,38486,38474,1227262,1227217,1228855,0
2012/1/12,93,94.2,93,94.2,0,0,93.76,94.13,,,,6928,7020,508,598.8,607.9,204,201.2,205.6,-9379,-366,1137809,1136337,1135559,49002,51816,54324,38479,38488,38440,1225290,1226641,1228322,0
2012/1/13,94.4,95,94.2,95,0.8,0.8493,94.16,94.19,,,,6320,6815,466,555.4,590.1,204,201.8,205.8,-9776,-397,1140007,1137926,1136043,48453,50421,53422,38462,38482,38453,1226923,1226830,1227918,0
2012/1/16,95,95,93.1,94.5,-0.5,-0.5263,94.38,94.21,,,,4533,6359,487,527.8,574.9,200,202.4,204.2,-9717,59,1139373,1138698,1136496,48035,49344,52544,38435,38458,38464,1225844,1226500,1227505,0
2012/1/17,93.8,94.3,93.8,94,-0.5,-0.5291,94.38,94.16,,,,10134,6909,553,514.2,572,189,200.6,201.5,-8963,754,1143555,1139900,1137283,46888,48487,51482,38450,38456,38473,1228894,1226843,1227238,0
2012/1/18,94,94,90,91.7,-2.3,-2.4468,93.88,93.89,,,,13076,8198,710,544.8,579.8,166,192.6,197.2,-8861,102,1144181,1140986,1138277,43802,47237,50200,38426,38451,38468,1226409,1226673,1226945,0
2012/1/30,93,93,87.8,89,-2.7,-2.9444,92.84,93.3,,,,30499,12912,1292,701.6,650.2,129,177.6,189.4,-8015,846,1133999,1140224,1138280,41319,45700,48758,38470,38449,38469,1213789,1224372,1225507,0
2012/1/31,90,90,88.5,89.5,0.5,0.5618,91.74,92.95,,,,22098,16068,1277,863.8,709.6,167,170.2,186,-7379,636,1128782,1137979,1137953,40249,44059,47240,38449,38446,38464,1207481,1220484,1223657,0
2012/2/1,89,89.1,87,87.5,-2,-2.2346,90.34,92.36,,,,21358,19433,1680,1102.4,815.1,126,155.4,178.9,-6702,677,1112419,1132588,1135643,41081,42668,46006,38398,38439,38448,1191899,1213695,1220098,0
