日期,開盤,最高,最低,收盤,漲跌,漲跌%, 均價5, 均價10, 均價20, 均價60, 均價120, 成交量, 均量5, 融資張數, 均量5, 均量10, 融券張數, 均量5, 均量10, 外資庫存, 均量5, 均量10, 投信庫存, 均量5, 均量10, 自營商庫存, 均量5, 均量10, 法人庫存, 均量5, 均量10, 騰落指標, 騰落指標, 未平倉量
2011/11/15,72.6,73.5,71.6,72.2,0,0,,,,,,6276,,13929,,,926,,,1680317,,,31546,,,15064,,,1726928,,,-5649,-5649,0
2011/11/16,72.2,72.5,70.4,70.5,-1.7,-2.3546,,,,,,7806,,14362,,,968,,,1672675,,,31546,,,15042,,,1719265,,,-6218,-569,0
2011/11/17,70.1,70.7,70,70.6,0.1,0.1418,,,,,,3689,,14777,,,946,,,1671496,,,31597,,,14823,,,1717918,,,-6274,-56,0
2011/11/18,70.2,70.7,70.1,70.6,0,0,,,,,,5442,,14408,,,952,,,1673550,,,31684,,,15101,,,1720337,,,-6877,-603,0
2011/11/21,70.2,70.5,69,70,-0.6,-0.8499,70.78,,,,,5961,5834,13708,14236.8,,1092,976.8,,1671428,1673894,,31690,31613,,15392,15085,,1718511,1720592,,-7777,-900,0
2011/11/22,70,70,66.6,66.9,-3.1,-4.4286,69.72,,,,,9050,6389,13144,14079.8,,1479,1087.4,,1670714,1671973,,31557,31616,,15483,15169,,1717755,1718758,,-8356,-579,0
2011/11/23,66.5,66.5,63.9,64.2,-2.7,-4.0359,68.46,,,,,11719,7172,13079,13823.2,,2092,1312.2,,1668237,1671086,,31606,31628,,15162,15193,,1715007,1717906,,-9154,-798,0
2011/11/24,64,65.8,63.8,65.8,1.6,2.4922,67.5,,,,,8854,8205,13243,13516.4,,1600,1443,,1667547,1670296,,32111,31730,,15275,15283,,1714934,1717309,,-8870,284,0
2011/11/25,70,70.4,66.9,67,1.2,1.8237,66.78,,,,,15286,10174,12758,13186.4,,1796,1611.8,,1667096,1669005,,31912,31776,,15418,15347,,1714427,1716127,,-9191,-321,0
2011/11/28,67.9,68.5,67.6,67.6,0.6,0.8955,66.3,68.54,,,,7403,10462,12671,12979,13607.9,1726,1738.6,1357.7,1664298,1667579,1670736,31950,31828,31721,15465,15361,15223,1711714,1714768,1717680,-8609,582,0
2011/11/29,68.1,68.7,67.9,68,0.4,0.5917,66.52,68.12,,,,4958,9644,12665,12883.2,13481.5,1687,1780.2,1433.8,1658227,1665081,1668527,31953,31907,31761,15554,15376,15272,1705736,1712364,1715561,-7969,640,0
2011/11/30,67.4,67.4,64.5,65,-3,-4.4118,66.68,67.57,,,,16646,10629,13179,12903.2,13363.2,1981,1758,1535.1,1646621,1660758,1665922,31155,31817,31722,15374,15418,15306,1693152,1707993,1712950,-8583,-614,0
2011/12/1,68,68,66.2,66.4,1.4,2.1538,66.8,67.15,,,,17790,12416,14736,13201.8,13359.1,1340,1706,1574.5,1641111,1655471,1662883,31139,31623,31676,15596,15482,15383,1687848,1702576,1709943,-7707,876,0
2011/12/2,66.4,66.8,63.8,63.9,-2.5,-3.7651,66.18,66.48,,,,19344,13228,17005,14051.2,13618.8,1708,1688.4,1650.1,1631261,1648304,1658654,30889,31418,31597,15739,15546,15447,1677891,1695268,1705698,-7968,-261,0
2011/12/5,64,65.1,63,64.2,0.3,0.4695,65.5,65.9,,,,9612,13670,16756,14868.2,13923.6,1509,1645,1691.8,1626626,1640770,1654174,30932,31214,31521,15763,15606,15484,1673323,1687590,1701179,-8227,-259,0
2011/12/6,64.2,65.1,64,64.4,0.2,0.3115,64.78,65.65,,,,6355,13949,15909,15517,14200.1,1674,1642.4,1711.3,1627340,1634592,1649837,30932,31010,31459,15726,15640,15508,1673999,1681243,1696803,-8889,-662,0
2011/12/7,65,65.4,64.7,65.1,0.7,1.087,64.8,65.74,,,,5969,11814,15055,15892.2,14397.7,1935,1633.2,1695.6,1626638,1630596,1645677,30934,30966,31391,15726,15711,15564,1673299,1677272,1692633,-8700,189,0
2011/12/8,65.1,65.1,64.2,65,-0.1,-0.1536,64.52,65.66,,,,4244,9104,14559,15856.8,14529.3,1955,1756.2,1731.1,1627230,1627819,1641645,30716,30881,31252,15641,15720,15601,1673588,1674421,1688498,-9162,-462,0
2011/12/9,64,64.3,63.4,64.3,-0.7,-1.0769,64.6,65.39,,,,7227,6681,14512,15358.2,14704.7,1885,1791.6,1740,1627119,1626991,1637648,30707,30845,31131,15649,15702,15624,1673477,1673538,1684403,-9527,-365,0
2011/12/12,64.5,65.3,64.5,65,0.7,1.0886,64.76,65.13,66.835,,,4108,5580,14162,14839.4,14853.8,1837,1857.2,1751.1,1625696,1626805,1633787,30657,30790,31002,15611,15671,15639,1671966,1673266,1680428,-9383,144,0
2011/12/13,64.5,64.5,63.8,64.2,-0.8,-1.2308,64.72,64.75,66.435,,,4353,5180,14235,14504.6,15010.8,1780,1878.4,1760.4,1626223,1626582,1630587,30605,30724,30867,15594,15645,15643,1672423,1672951,1677097,-9770,-387,0
2011/12/14,64,65.9,64,65.1,0.9,1.4019,64.72,64.76,66.165,,,6026,5191,14247,14343,15117.6,1657,1822.8,1728,1627019,1626658,1628627,30574,30652,30809,15642,15628,15670,1673236,1672939,1675106,-9421,349,0
2011/12/15,64.6,64.7,63.9,64,-1.1,-1.6897,64.52,64.52,65.835,,,5521,5447,14300,14291.2,15074,1780,1787.8,1772,1625968,1626406,1627112,30544,30618,30750,15626,15625,15673,1672140,1672649,1673535,-10049,-628,0
2011/12/16,64.9,64.9,64.2,64.4,0.4,0.625,64.54,64.57,65.525,,,4132,4828,14052,14199.2,14778.7,1812,1773.2,1782.4,1626299,1626242,1626616,30535,30584,30714,15750,15645,15674,1672586,1672471,1673004,-10086,-37,0
2011/12/19,64,64.1,63.2,63.5,-0.9,-1.3975,64.24,64.5,65.2,,,5386,5083,13829,14132.6,14486,1879,1781.6,1819.4,1628317,1626766,1626785,30454,30543,30666,15833,15690,15681,1674606,1672999,1673133,-10919,-833,0
2011/12/20,63.7,64.7,63.7,64.3,0.8,1.2598,64.26,64.49,65.07,,,5348,5282,13768,14039.2,14271.9,1824,1790.4,1834.4,1628764,1627274,1626928,30434,30509,30617,16099,15791,15718,1675298,1673574,1673263,-10724,195,0
2011/12/21,66.5,68.5,65.8,68.3,4,6.2208,64.9,64.81,65.275,,,16055,7288,14256,14041,14192,1437,1746.4,1784.6,1626658,1627202,1626930,31134,30621,30637,17128,16088,15858,1674922,1673911,1673425,-9697,1027,0
2011/12/22,68.3,69.2,68,68.7,0.4,0.5857,65.84,65.18,65.42,,,7499,7684,14072,13995.4,14143.3,1151,1620.6,1704.2,1625110,1627030,1626718,31460,30804,30711,17212,16405,16015,1673784,1674240,1673444,-9941,-244,0
2011/12/23,69.5,71.5,69.5,70.7,2,2.9112,67.1,65.82,65.605,,,9608,8779,13784,13941.8,14070.5,1116,1481.4,1627.3,1627134,1627197,1626719,31911,31079,30831,16507,16557,16101,1675554,1674833,1673652,-9138,803,0
2011/12/26,71,71.8,70.7,71.6,0.9,1.273,68.72,66.48,65.805,,,5426,8787,12652,13706.4,13919.5,1098,1325.2,1553.4,1627395,1627013,1626889,32011,31391,30967,16486,16687,16189,1675894,1675091,1674045,-9267,-129,0
2011/12/27,70.7,71.7,70.3,71.4,-0.2,-0.2793,70.14,67.2,65.975,,,6739,9065,12083,13369.4,13704.3,1132,1186.8,1488.6,1625303,1626321,1626797,31987,31701,31105,16567,16781,16286,1673859,1674803,1674188,-9463,-196,0
2011/12/28,71,71.1,69.5,69.7,-1.7,-2.381,70.42,67.66,66.21,,,7568,7368,12150,12948.2,13494.6,1041,1107.6,1427,1624354,1625860,1626531,32325,31939,31280,16838,16723,16405,1673519,1674522,1674216,-9518,-55,0
2011/12/29,69.5,72,69.2,71.9,2.2,3.1564,71.06,68.45,66.485,,,9184,7705,11865,12506.8,13251.1,1134,1104.2,1362.4,1624417,1625721,1626376,32260,32099,31452,16804,16641,16523,1673482,1674462,1674351,-9460,58,0
2011/12/30,72.2,72.6,71.8,72,0.1,0.1391,71.32,69.21,66.89,,,7233,7230,11117,11973.4,12957.6,1156,1112.2,1296.8,1624547,1625204,1626201,32219,32161,31620,16784,16697,16627,1673552,1674062,1674447,-9509,-49,0
2012/1/2,72,72.5,70.3,71.5,-0.5,-0.6944,71.3,70.01,67.255,,,7154,7575,10562,11555.4,12630.9,1177,1128,1226.6,1626295,1624984,1625998,38070,33373,32382,16753,16750,16719,1681119,1675107,1675099,-10067,-558,0
2012/1/3,72,72.5,71,72.2,0.7,0.979,71.46,70.8,67.645,,,8601,7948,10621,11263,12316.2,1187,1139,1162.9,1624528,1624829,1625575,38172,34610,33155,16697,16776,16778,1679398,1676214,1675509,-9497,570,0
2012/1/4,72.4,73.2,72.2,72.2,0,0,71.96,71.19,68,,,6961,7826,10259,10884.8,11916.5,1191,1169,1138.3,1620666,1624091,1624976,38250,35795,33867,16744,16757,16740,1675661,1676643,1675583,-9291,206,0
2012/1/5,72.2,73,71.6,72.9,0.7,0.9695,72.16,71.61,68.395,,,6643,7318,9878,10487.4,11497.1,1083,1158.8,1131.5,1616543,1622516,1624119,38386,37020,34560,16750,16746,16694,1671680,1676282,1675372,-8986,305,0
2012/1/6,72.6,74,72.5,74,1.1,1.5089,72.56,71.94,68.88,,,8254,7522,9439,10151.8,11062.6,1000,1127.6,1119.9,1616463,1620900,1623052,38532,38282,35222,16972,16784,16740,1671968,1675966,1675014,-9139,-153,0
2012/1/9,74.1,74.4,72.9,74.2,0.2,0.2703,73.1,72.2,69.34,,,5539,7199,9012,9841.8,10698.6,1127,1117.6,1122.8,1615419,1618724,1621854,38584,38385,35879,17209,16875,16813,1671213,1673985,1674546,-9448,-309,0
2012/1/10,74.5,75.9,74.5,75.6,1.4,1.8868,73.78,72.62,69.91,,,6592,6797,8339,9385.4,10324.2,1257,1131.6,1135.3,1617638,1617346,1621088,38733,38498,36554,17636,17063,16919,1674008,1672907,1674561,-9032,416,0
2012/1/11,75.7,75.8,75,75.6,0,0,74.46,73.21,70.435,,,3566,6118,8012,8936,9910.4,1270,1147.4,1158.2,1617585,1616730,1620411,38883,38624,37209,17536,17221,16989,1674005,1672575,1674609,-9013,19,0
2012/1/12,75.6,77,75.5,76.7,1.1,1.455,75.22,73.69,71.07,,,7265,6243,7575,8475.4,9481.4,1409,1212.6,1185.7,1619153,1617252,1619884,38978,38743,37881,17424,17356,17051,1675556,1673351,1674817,-9379,-366,0
2012/1/13,77.5,78.6,77.2,77.9,1.2,1.5645,76,74.28,71.745,,,8694,6331,6874,7962.4,9057.1,1708,1354.2,1240.9,1621955,1618350,1619625,39039,38844,38563,17352,17432,17108,1678347,1674627,1675296,-9776,-397,0
2012/1/16,78.4,78.5,76,77.7,-0.2,-0.2567,76.7,74.9,72.455,,,6767,6576,6354,7430.8,8636.3,1919,1512.6,1315.1,1622801,1619827,1619276,39536,39035,38710,17225,17435,17155,1679563,1676297,1675141,-9717,59,0
2012/1/17,77.7,78.3,76.8,78.3,0.6,0.7722,77.24,75.51,73.155,,,3503,5959,6240,7011,8198.2,1730,1607.2,1369.4,1624373,1621174,1619260,39177,39123,38811,17197,17347,17205,1680748,1677645,1675276,-8963,754,0
2012/1/18,78.3,79.9,77.9,79.9,1.6,2.0434,78.1,76.28,73.735,,,5130,6271,6060,6620.6,7778.3,1738,1700.8,1424.1,1624958,1622648,1619689,38909,39129,38877,17384,17317,17269,1681252,1679094,1675835,-8861,102,0
2012/1/30,80.9,82,77,77.9,-2,-2.5031,78.34,76.78,74.195,,,13834,7585,6724,6450.4,7462.9,1729,1764.8,1488.7,1617974,1622413,1619832,39171,39167,38955,17391,17310,17333,1674538,1678890,1676120,-8015,846,0
2012/1/31,77.9,77.9,74.8,76.5,-1.4,-1.7972,78.06,77.03,74.485,,,14622,8771,7786,6632.8,7297.6,1406,1704.4,1529.3,1612653,1620552,1619451,39086,39177,39010,17382,17316,17374,1669122,1677045,1675836,-7379,636,0
2012/2/1,76.3,77.2,75.4,76.5,0,0,77.82,77.26,74.73,,,8987,9215,8360,7034,7232.4,1472,1615,1563.8,1610916,1618175,1619001,38454,38960,38997,17188,17309,17372,1666559,1674444,1675370,-6702,677,0
