"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","12.11","4.98","1.24",
"1102","亞泥","8.10","8.37","1.04",
"1103","嘉泥","3.95","0.00","0.86",
"1104","環泥","10.20","10.68","0.52",
"1107","建台","2.26","0.00","1.21",
"1108","幸福","12.97","3.92","0.69",
"1109","信大","7.23","4.90","0.71",
"1110","東泥","14.32","3.71","0.47",
"1201","味全","18.54","0.00","1.63",
"1203","味王","-","0.00","0.74",
"1210","大成","8.63","2.27","0.97",
"1213","大飲","346.25","0.00","1.03",
"1215","卜蜂","28.94","0.00","0.47",
"1216","統一","29.70","1.48","1.84",
"1217","愛之味","18.53","0.00","0.61",
"1218","泰山","-","0.00","0.63",
"1219","福壽","28.06","2.97","0.41",
"1220","台榮","43.56","0.00","0.81",
"1225","福懋油","-","0.00","0.46",
"1227","佳格","16.12","5.94","1.09",
"1229","聯華","10.07","4.26","0.71",
"1231","聯華食","78.25","5.32","0.65",
"1232","大統益","8.35","9.44","1.15",
"1233","天仁","18.56","5.18","2.18",
"1234","黑松","77.78","1.79","0.81",
"1235","興泰","116.67","8.57","1.05",
"1236","宏亞","9.71","10.84","1.23",
"1301","台塑","9.94","9.94","1.40",
"1303","南亞","9.50","8.70","1.49",
"1304","台聚","12.57","8.57","0.61",
"1305","華夏","-","0.00","0.60",
"1307","三芳","11.59","5.83","1.17",
"1308","亞聚","10.26","6.72","0.70",
"1309","台達化","55.15","0.00","0.50",
"1310","台苯","-","0.00","1.16",
"1311","福聚","10.26","8.59","1.18",
"1312","國喬","14.02","0.00","0.75",
"1313","聯成","12.90","7.05","0.80",
"1314","中石化","5.93","0.00","0.68",
"1315","達新","12.35","6.23","0.75",
"1316","上曜","19.47","0.00","0.34",
"1319","東陽","9.18","6.07","1.35",
"1321","大洋","6.69","6.25","1.03",
"1323","永裕","66.58","4.38","0.64",
"1324","地球","35.14","8.13","0.60",
"1325","恆大","23.07","1.97","0.77",
"1326","台化","8.48","12.33","1.27",
"1402","遠東新","12.23","6.48","1.29",
"1409","新纖","47.86","0.00","0.59",
"1410","南染","-","0.00","0.53",
"1413","宏洲","-","0.00","0.29",
"1414","東和","-","0.00","0.53",
"1416","廣豐","-","0.00","0.48",
"1417","嘉裕","-","0.00","0.58",
"1418","東華","-","0.00","0.48",
"1419","新紡","37.27","2.03","1.63",
"1423","利華","36.47","0.00","0.41",
"1432","大魯閣","-","0.00","0.92",
"1434","福懋","10.91","7.14","0.70",
"1435","中福","54.27","0.00","0.74",
"1436","華友聯","-","0.00","0.74",
"1437","勤益控","-","0.00","1.08",
"1438","三地開發","-","0.00","0.50",
"1439","雋揚","361.67","1.84","0.74",
"1440","南紡","353.00","0.00","0.49",
"1441","大東","-","0.00","0.44",
"1442","名軒","31.08","0.00","0.65",
"1443","立益物流","-","0.00","0.42",
"1444","力麗","-","0.00","0.36",
"1445","大宇","-","0.00","0.39",
"1446","宏和","-","0.00","0.33",
"1447","力鵬","196.67","0.00","0.49",
"1449","佳和","-","0.00","0.42",
"1451","年興","7.18","8.67","0.87",
"1452","宏益","-","0.00","0.45",
"1453","大將","-","0.00","0.36",
"1454","台富","-","0.00","0.41",
"1455","集盛","-","1.71","0.49",
"1456","怡華","-","0.00","0.30",
"1457","宜進","-","0.00","0.33",
"1459","聯發","-","10.68","0.50",
"1460","宏遠","-","2.77","0.50",
"1463","強盛","210.50","3.56","0.40",
"1464","得力","-","3.02","0.46",
"1465","偉全","6.70","9.48","0.46",
"1466","聚隆","7.16","0.00","0.69",
"1467","南緯","7.81","2.46","0.74",
"1468","昶和","141.11","0.00","1.09",
"1469","理隆","-","10.88","0.71",
"1470","大統新創","426.00","0.00","0.48",
"1471","首利","14.56","3.52","2.31",
"1472","三洋實業","-","0.00","0.40",
"1473","台南","8.27","7.80","1.47",
"1474","弘裕","8.49","6.13","0.64",
"1475","業旺","-","0.00","2.02",
"1476","儒鴻","6.61","13.01","0.94",
"1477","聚陽","9.48","7.89","2.54",
"1503","士電","23.33","3.90","1.52",
"1504","東元","11.06","0.00","0.57",
"1506","正道","95.50","0.00","0.86",
"1507","永大","13.79","3.63","0.86",
"1512","瑞利","25.31","7.68","0.73",
"1513","中興電","9.31","6.62","1.32",
"1514","亞力","17.30","3.13","0.52",
"1515","力山","-","9.29","0.64",
"1516","川飛","316.00","0.00","0.38",
"1517","利奇","-","2.80","0.51",
"1519","華城","16.11","0.00","0.95",
"1520","復盛","8.77","10.30","1.57",
"1521","大億","8.99","10.00","1.37",
"1522","堤維西","-","0.00","1.32",
"1523","開億","15.38","4.29","0.83",
"1524","耿鼎","32.50","3.85","1.21",
"1525","江申","7.53","6.82","0.87",
"1526","日馳","-","0.00","0.56",
"1527","鑽全","8.30","9.57","1.93",
"1528","恩德","11.33","3.10","1.02",
"1529","樂事綠能","12.70","0.00","0.44",
"1530","亞崴","10.30","6.87","2.85",
"1531","高林股","7.65","9.24","1.01",
"1532","勤美","17.49","5.63","2.13",
"1533","車王電","46.83","2.14","1.64",
"1535","中宇","10.42","5.71","1.30",
"1536","和大","16.69","5.68","2.91",
"1537","廣隆","26.91","2.09","1.47",
"1538","正峰","12.98","6.62","2.43",
"1539","巨庭","-","0.00","0.54",
"1540","喬福","9.81","5.74","1.45",
"1541","錩泰","-","0.00","0.90",
