"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","5.28","110","13.19","1.11","111/1",
"1102","亞泥","7.65","110","10.95","0.96","111/1",
"1103","嘉泥","3.62","110","16.47","0.45","111/1",
"1104","環泥","4.65","110","10.09","0.69","111/1",
"1108","幸福","5.58","110","16.54","0.98","111/1",
"1109","信大","7.58","110","10.15","0.84","111/1",
"1110","東泥","1.12","110","66.11","1.17","111/1",
"1201","味全","2.45","110","19.81","1.47","111/1",
"1203","味王","3.27","110","17.44","1.46","111/1",
"1210","大成","4.08","110","24.14","2.01","111/1",
"1213","大飲","0.00","110","-","1.06","111/1",
"1215","卜蜂","5.02","110","16.47","2.54","111/1",
"1216","統一","3.84","110","21.40","3.22","111/1",
"1217","愛之味","2.74","110","29.59","0.80","111/1",
"1218","泰山","2.84","110","30.09","2.58","111/1",
"1219","福壽","5.39","110","22.67","1.42","111/1",
"1220","台榮","6.35","110","18.98","1.16","111/1",
"1225","福懋油","3.20","110","23.90","2.99","111/1",
"1227","佳格","4.48","110","17.38","2.08","111/1",
"1229","聯華","3.94","110","19.93","2.10","111/1",
"1231","聯華食","3.30","110","18.76","3.33","111/1",
"1232","大統益","3.85","110","18.64","5.25","111/2",
"1233","天仁","2.29","110","71.43","2.12","111/1",
"1234","黑松","5.05","110","17.17","0.74","111/1",
"1235","興泰","6.44","110","50.00","1.49","111/1",
"1236","宏亞","1.82","110","8.91","1.17","111/1",
"1256","鮮活果汁-KY","4.81","110","16.49","2.39","111/1",
"1301","台塑","9.09","110","7.87","1.34","111/1",
"1303","南亞","11.38","110","6.64","1.19","111/1",
"1304","台聚","8.87","110","5.93","1.00","111/1",
"1305","華夏","8.98","110","7.74","1.39","111/1",
"1307","三芳","2.56","110","390.00","1.00","111/1",
"1308","亞聚","10.33","110","6.21","1.09","111/1",
"1309","台達化","8.94","110","6.53","1.32","111/1",
"1310","台苯","1.09","110","-","1.00","111/1",
"1312","國喬","10.18","110","4.01","0.52","111/1",
"1313","聯成","6.67","110","10.71","0.65","111/1",
"1314","中石化","4.00","110","14.49","0.47","111/1",
"1315","達新","6.55","110","120.53","0.56","111/1",
"1316","上曜","0.00","110","-","1.36","111/1",
"1319","東陽","1.74","110","39.16","1.31","111/1",
"1321","大洋","2.17","110","129.00","1.07","111/1",
"1323","永裕","4.74","110","10.92","1.32","111/1",
"1324","地球","1.90","110","525.00","0.83","111/1",
"1325","恆大","7.98","110","17.04","0.72","111/1",
"1326","台化","6.99","110","12.75","1.00","111/1",
"1337","再生-KY","0.00","110","-","0.31","111/1",
"1338","廣華-KY","4.65","110","12.54","0.67","111/1",
"1339","昭輝","4.84","110","15.95","0.89","111/1",
"1340","勝悅-KY","0.00","110","-","0.30","111/1",
"1341","富林-KY","9.02","110","12.67","2.42","111/1",
"1342","八貫","4.41","110","14.52","2.79","111/1",
"1402","遠東新","4.72","110","17.45","0.80","111/1",
"1409","新纖","7.73","110","7.21","0.83","111/1",
"1410","南染","3.87","110","28.97","2.01","111/1",
"1413","宏洲","0.00","110","8.61","1.05","111/1",
"1414","東和","3.29","110","24.48","1.12","111/1",
"1416","廣豐","4.81","110","22.13","0.53","111/1",
"1417","嘉裕","3.47","110","1,010.00","0.70","111/1",
"1418","東華","0.00","110","-","0.77","111/1",
"1419","新紡","2.47","110","6.70","1.04","111/1",
"1423","利華","3.99","110","16.35","0.83","111/1",
"1432","大魯閣","0.00","110","-","1.50","111/1",
"1434","福懋","3.88","110","20.48","0.69","111/1",
"1435","中福","0.00","110","49.60","5.09","111/1",
"1436","華友聯","7.09","110","15.81","1.89","111/1",
"1437","勤益控","3.70","110","12.15","0.73","111/1",
"1438","三地開發","0.00","110","67.60","2.08","111/1",
"1439","中和","1.03","110","14.09","0.78","111/1",
"1440","南紡","4.49","110","11.48","1.07","111/1",
"1441","大東","0.00","110","-","1.07","111/1",
"1442","名軒","5.32","110","17.48","1.41","111/1",
"1443","立益","0.00","110","8.04","1.50","111/1",
"1444","力麗","2.90","110","11.76","0.89","111/1",
"1445","大宇","0.00","110","-","1.24","111/1",
"1446","宏和","0.93","110","-","2.90","111/1",
"1447","力鵬","0.00","110","29.93","0.70","111/1",
"1449","佳和","0.00","110","6.60","0.72","111/1",
"1451","年興","4.36","110","12.54","0.60","111/1",
"1452","宏益","10.81","110","9.16","0.85","111/1",
"1453","大將","1.55","110","14.48","1.37","111/1",
"1454","台富","3.82","110","87.33","0.99","111/1",
"1455","集盛","7.14","110","9.66","0.81","111/1",
"1456","怡華","8.85","110","5.40","0.93","111/1",
"1457","宜進","5.88","110","3.47","0.73","111/1",
"1459","聯發","2.16","110","5.16","0.83","111/1",
"1460","宏遠","0.00","110","-","0.74","111/1",
"1463","強盛","2.90","110","41.82","1.03","111/1",
"1464","得力","1.77","110","26.60","1.10","111/1",
"1465","偉全","2.38","110","-","0.81","111/1",
"1466","聚隆","7.81","110","7.80","0.79","111/1",
"1467","南緯","0.00","110","-","0.92","111/1",
"1468","昶和","0.00","110","-","1.75","111/1",
"1470","大統新創","4.11","110","19.45","1.73","111/1",
"1471","首利","0.00","110","-","1.35","111/1",
"1472","三洋實業","0.00","110","-","2.18","111/1",
"1473","台南","0.49","110","-","0.93","111/1",
"1474","弘裕","4.17","110","11.76","0.71","111/1",
"1475","業旺","0.00","110","26.50","4.93","111/1",
"1476","儒鴻","2.78","110","21.21","5.12","111/1",
"1477","聚陽","6.83","110","11.60","2.70","111/1",
"1503","士電","2.89","110","17.35","1.18","111/1",
"1504","東元","4.62","110","14.48","0.81","111/1",
"1506","正道","0.00","110","43.24","2.48","111/1",
"1512","瑞利","0.00","110","-","7.59","111/1",
"1513","中興電","5.15","110","13.33","2.07","111/1",
"1514","亞力","3.86","110","18.62","1.99","111/1",
"1515","力山","9.04","110","8.90","1.65","111/1",
"1516","川飛","6.51","110","14.00","2.00","111/2",
"1517","利奇","3.40","110","10.49","1.36","111/1",
"1519","華城","2.71","110","35.14","2.93","111/1",
"1521","大億","1.70","110","32.99","1.53","111/1",
"1522","堤維西","1.67","110","26.23","1.24","111/1",
"1524","耿鼎","1.40","110","35.67","1.57","111/1",
"1525","江申","3.53","110","15.58","0.94","111/1",
"1526","日馳","6.07","110","8.57","1.85","111/1",
"1527","鑽全","5.68","110","11.12","1.31","111/1",
"1528","恩德","1.07","110","7.92","0.80","111/1",
"1529","樂士","5.22","110","20.54","1.43","111/1",
"1530","亞崴","4.96","110","17.19","0.94","111/1",
"1531","高林股","4.98","110","11.81","0.68","111/1",
"1532","勤美","7.24","110","7.92","0.81","111/1",
