"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","11.32","5.07","1.27",
"1102","亞泥","7.65","10.42","0.92",
"1103","嘉泥","-","0.00","0.87",
"1104","環泥","9.91","10.48","0.51",
"1107","建台","-","0.00","23.00",
"1108","幸福","-","4.35","0.64",
"1109","信大","19.32","5.51","0.68",
"1110","東泥","24.22","3.82","0.47",
"1201","味全","-","0.00","1.28",
"1203","味王","-","0.00","0.66",
"1210","大成","6.50","2.76","0.86",
"1213","大飲","423.50","0.00","0.62",
"1215","卜蜂","-","0.00","0.45",
"1216","統一","15.44","2.29","1.23",
"1217","愛之味","26.44","0.00","0.62",
"1218","泰山","-","0.00","0.54",
"1219","福壽","37.31","0.00","0.40",
"1220","台榮","-","0.00","0.64",
"1225","福懋油","18.92","0.00","0.42",
"1227","佳格","8.19","6.43","0.99",
"1229","聯華","18.53","4.76","0.82",
"1231","聯華食","12.56","0.00","0.63",
"1232","大統益","8.28","7.10","1.23",
"1233","天仁","13.90","6.28","1.89",
"1234","黑松","90.70","2.21","0.52",
"1235","興泰","10.47","8.96","1.03",
"1236","宏亞","8.76","8.52","1.29",
"1301","台塑","6.97","8.79","1.93",
"1303","南亞","7.68","7.52","1.89",
"1304","台聚","8.73","10.42","0.74",
"1305","華夏","-","0.00","0.89",
"1307","三芳","14.48","3.61","1.41",
"1308","亞聚","8.32","8.48","0.85",
"1309","台達化","-","4.97","0.56",
"1310","台苯","-","6.58","1.45",
"1311","福聚","8.77","16.88","1.25",
"1312","國喬","24.84","0.00","0.82",
"1313","聯成","15.00","6.75","0.85",
"1314","中石化","6.94","0.00","0.78",
"1315","達新","8.60","6.84","0.84",
"1316","上曜","-","0.00","0.28",
"1319","東陽","19.50","5.03","2.40",
"1321","大洋","7.75","9.35","0.75",
"1323","永裕","9.36","7.95","0.68",
"1324","地球","11.87","8.43","0.58",
"1325","恆大","-","0.00","1.02",
"1326","台化","6.15","10.36","1.88",
"1402","遠東新","11.99","8.29","1.20",
"1409","新纖","35.06","0.00","0.59",
"1410","南染","-","0.00","0.43",
"1413","宏洲","-","0.00","0.30",
"1414","東和","-","0.00","0.44",
"1416","廣豐","-","0.00","0.49",
