"98年12月08日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","18.60","3.90","1.45",
"1102","亞泥","14.30","6.19","1.41",
"1103","嘉泥","39.67","0.00","0.76",
"1104","環泥","68.80","0.00","0.86",
"1108","幸福","-","0.00","0.80",
"1109","信大","36.21","1.90","0.73",
"1110","東泥","125.00","0.00","0.76",
"1201","味全","36.24","0.00","4.26",
"1203","味王","4.89","3.99","1.29",
"1210","大成","16.54","4.80","1.76",
"1213","大飲","-","0.00","0.81",
"1215","卜蜂","19.81","4.47","1.26",
"1216","統一","25.89","2.25","2.39",
"1217","愛之味","30.49","0.00","1.18",
"1218","泰山","-","0.00","1.15",
"1219","福壽","73.53","0.00","0.96",
"1220","台榮","-","0.00","0.89",
"1225","福懋油","-","0.00","1.27",
"1227","佳格","16.39","3.85","2.38",
"1229","聯華","70.45","3.87","0.82",
"1231","聯華食","11.52","5.28","0.89",
"1232","大統益","13.15","6.38","2.25",
"1233","天仁","17.86","4.24","2.36",
"1234","黑松","30.83","1.62","1.04",
"1235","興泰","-","0.93","2.23",
"1236","宏亞","11.93","5.78","1.23",
"1301","台塑","77.88","3.78","1.93",
"1303","南亞","-","1.95","1.84",
"1304","台聚","26.23","0.00","1.22",
"1305","華夏","-","0.00","1.00",
"1307","三芳","12.71","4.32","2.27",
"1308","亞聚","13.76","3.91","1.11",
"1309","台達化","-","0.00","1.15",
"1310","台苯","37.08","0.00","1.23",
"1312","國喬","-","0.00","1.19",
"1313","聯成","-","1.20","0.96",
"1314","中石化","-","0.00","0.99",
"1315","達新","40.80","4.38","0.89",
"1316","上曜","41.15","0.00","0.67",
"1319","東陽","27.08","1.01","2.78",
"1321","大洋","-","0.00","1.93",
"1323","永裕","18.22","3.08","1.38",
"1324","地球","19.23","0.62","1.27",
"1325","恆大","20.79","2.08","1.91",
"1326","台化","-","1.77","1.77",
"1402","遠東新","36.14","2.64","2.00",
"1409","新纖","90.00","0.00","0.75",
"1410","南染","390.00","0.00","1.24",
"1414","東和","-","0.00","0.73",
"1416","廣豐","-","0.00","1.00",
"1417","嘉裕","36.96","0.00","0.78",
"1418","東華","31.25","0.00","1.42",
"1419","新紡","237.14","0.00","1.96",
"1423","利華","-","0.00","0.56",
"1432","大魯閣","-","0.00","0.92",
"1434","福懋","-","6.20","0.82",
"1435","中福","-","0.00","0.90",
"1436","華友聯","-","0.00","0.83",
"1437","勤益控","-","0.00","1.27",
"1438","三地開發","-","0.00","11.25",
"1439","雋揚","82.26","0.00","1.73",
"1440","南紡","-","0.00","0.81",
"1441","大東","-","0.00","1.03",
"1442","名軒","12.48","7.95","1.23",
"1443","立益物流","-","0.00","0.45",
"1444","力麗","-","0.00","0.74",
"1445","大宇","35.05","2.85","0.55",
"1446","宏和","34.78","0.00","0.57",
"1447","力鵬","-","0.00","1.38",
"1451","年興","14.49","2.95","0.85",
"1452","宏益","67.00","0.00","0.59",
"1453","大將","-","0.00","0.77",
"1454","台富","-","3.22","0.56",
"1455","集盛","-","0.00","1.12",
"1456","怡華","-","0.00","0.42",
"1457","宜進","-","0.00","0.59",
"1459","聯發","-","0.00","0.92",
"1460","宏遠","-","0.00","0.61",
"1463","強盛","-","0.00","1.07",
"1464","得力","-","0.00","0.57",
"1465","偉全","-","5.45","0.57",
"1466","聚隆","-","0.00","0.99",
"1467","南緯","-","0.00","0.75",
"1468","昶和","-","0.00","1.05",
"1469","理隆","-","0.00","0.88",
"1470","大統新創","16.13","0.00","1.05",
"1471","首利","-","0.00","2.81",
"1472","三洋實業","-","0.00","0.67",
"1473","台南","24.55","5.05","1.12",
"1474","弘裕","44.93","0.00","0.49",
"1475","業旺","-","0.00","1.45",
"1476","儒鴻","9.21","3.10","1.25",
"1477","聚陽","17.00","3.39","2.68",
"1503","士電","6.43","1.51","1.33",
"1504","東元","19.37","3.64","0.72",
"1506","正道","-","0.00","2.08",
"1507","永大","12.22","3.95","1.10",
"1512","瑞利","-","0.00","0.90",
"1513","中興電","23.35","4.43","1.29",
"1514","亞力","-","0.00","1.39",
"1515","力山","-","0.00","1.22",
"1516","川飛","-","0.00","1.48",
"1517","利奇","13.21","6.54","0.91",
"1519","華城","15.81","8.13","2.60",
"1521","大億","24.13","2.06","2.78",
"1522","堤維西","27.55","2.22","1.47",
"1523","開億","427.14","1.34","1.36",
"1524","耿鼎","-","2.08","1.12",
"1525","江申","22.05","1.55","1.84",
"1526","日馳","-","0.00","0.95",
"1527","鑽全","17.78","3.71","2.20",
"1528","恩德","-","1.31","0.81",
"1529","樂事綠能","-","0.00","0.71",
"1530","亞崴","50.46","4.66","1.59",
"1531","高林股","61.30","4.23","0.83",
"1532","勤美","4.50","0.94","1.28",
"1533","車王電","-","0.00","1.45",
"1535","中宇","14.18","4.30","2.72",
"1536","和大","-","0.00","1.36",
"1537","廣隆","19.78","0.88","1.89",
"1538","正峰","-","6.23","3.06",
"1539","巨庭","-","0.00","0.66",
"1540","喬福","9.10","10.20","1.88",
"1541","錩泰","10.17","0.00","1.72",
"1560","中砂","-","3.05","1.74",
"1583","程泰","-","3.81","1.27",
"1603","華電","11.06","0.00","1.03",
"1604","聲寶","2.68","0.00","0.60",
"1605","華新","-","0.00","0.63",
"1608","華榮","-","0.00","0.94",
"1609","大亞","-","0.00","0.68",
"1611","中電","92.04","2.41","1.80",
"1612","宏泰","102.31","1.95","0.88",
"1613","台一","-","0.00","0.81",
"1614","三洋電","43.47","0.95","1.92",
"1615","大山","25.60","1.95","1.00",
"1616","億泰","-","0.00","0.60",
"1617","榮星","-","0.00","0.58",
"1618","合機","-","0.91","0.54",
"1701","中化","51.74","0.84","1.68",
"1702","南僑","24.80","0.00","2.65",
"1704","榮化","11.84","5.23","1.67",
"1707","葡萄王","20.04","2.20","3.32",
"1708","東鹼","26.88","4.65","1.54",
"1709","和益","29.88","3.89","0.94",
"1710","東聯","46.67","3.97","1.55",
"1711","永光","141.20","0.57","2.57",
"1712","興農","19.65","5.65","1.09",
"1713","國化","-","0.88","0.79",
"1714","和桐","17.11","3.57","1.30",
"1715","萬洲","14.93","1.18","0.72",
"1716","永信","18.04","4.08","1.84",
"1717","長興","10.24","4.99","1.63",
"1718","中纖","-","0.00","0.65",
"1720","生達","16.20","5.29","1.71",
"1722","台肥","161.54","1.71","2.08",
"1723","中碳","17.25","5.40","4.34",
"1724","台硝","27.91","5.50","1.04",
"1725","元禎","21.37","0.00","1.35",
"1726","永記","12.76","4.12","1.22",
"1727","中華化","40.48","4.71","1.31",
"1729","必翔","758.00","1.31","4.81",
"1730","花仙子","15.40","2.90","1.36",
"1731","美吾華","34.30","1.75","1.15",
"1732","毛寶","31.40","0.00","1.53",
"1733","五鼎","19.88","4.64","4.53",
"1734","杏輝","31.67","1.05","1.91",
"1735","日勝化","18.31","0.00","1.15",
"1736","喬山","-","0.95","2.19",
"1737","臺鹽","39.23","0.00","0.86",
"1773","勝一","16.60","4.52","1.60",
"1802","台玻","-","1.94","1.31",
"1805","寶徠","-","0.00","1.68",
"1806","冠軍","30.30","0.75","1.40",
"1808","潤隆","8.27","9.68","1.37",
"1809","中釉","15.98","0.00","1.37",
"1810","和成","-","0.00","0.72",
"1902","台紙","-","0.00","0.64",
"1903","士紙","-","0.00","4.22",
"1904","正隆","58.18","0.00","0.80",
"1905","華紙","-","0.95","1.22",
"1906","寶隆","-","0.00","0.62",
"1907","永豐餘","-","0.00","1.03",
"1909","榮成","-","0.00","0.92",
"2002","中鋼","-","5.68","1.78",
"2006","東和鋼鐵","-","5.47","1.62",
"2007","燁興","-","0.00","0.62",
"2008","高興昌","-","0.00","1.24",
"2009","第一銅","-","0.00","1.14",
"2010","春源","-","4.13","0.76",
"2012","春雨","-","6.63","0.84",
"2013","中鋼構","25.52","3.67","1.27",
"2014","中鴻","-","0.00","1.83",
"2015","豐興","-","3.90","2.18",
"2017","官田鋼","-","0.00","0.81",
"2020","美亞","-","0.00","1.66",
"2022","聚亨","-","0.00","0.62",
"2023","燁輝","-","4.27","0.65",
"2024","志聯","-","0.00","0.52",
"2025","千興","-","0.00","0.82",
"2027","大成鋼","-","0.00","1.17",
"2028","威致","-","0.00","1.55",
"2029","盛餘","-","6.51","1.04",
"2030","彰源","-","0.00","1.28",
"2031","新光鋼","-","2.52","1.36",
"2032","新鋼","-","0.00","1.26",
"2033","佳大","-","6.77","1.74",
"2034","允強","-","0.78","1.55",
"2038","海光","-","9.88","1.21",
"2049","上銀","53.52","1.58","1.93",
"2059","川湖","22.18","2.42","4.84",
"2062","橋椿","15.29","3.75","1.17",
"2101","南港","91.58","0.00","2.31",
"2102","泰豐","39.45","0.00","1.15",
"2103","台橡","13.79","7.25","2.18",
