"95年04月25日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","11.96","4.80","1.34",
"1102","亞泥","9.60","8.30","1.15",
"1103","嘉泥","-","0.00","1.11",
"1104","環泥","10.57","9.82","0.55",
"1107","建台","-","0.00","28.00",
"1108","幸福","-","4.03","0.69",
"1109","信大","20.64","5.15","0.72",
"1110","東泥","26.59","3.48","0.52",
"1201","味全","-","0.00","1.41",
"1203","味王","-","0.00","0.76",
"1210","大成","8.70","2.30","1.02",
"1213","大飲","304.00","0.00","1.13",
"1215","卜蜂","-","0.00","0.45",
"1216","統一","23.04","1.53","1.82",
"1217","愛之味","29.25","0.00","0.67",
"1218","泰山","-","0.00","0.59",
"1219","福壽","25.75","2.91","0.42",
"1220","台榮","-","0.00","0.74",
"1225","福懋油","17.24","0.00","0.38",
"1227","佳格","15.26","6.14","1.09",
"1229","聯華","21.19","4.23","0.92",
"1231","聯華食","21.67","0.00","0.68",
"1232","大統益","9.14","6.43","1.30",
"1233","天仁","16.14","5.88","2.02",
"1234","黑松","56.67","1.96","0.59",
"1235","興泰","10.86","8.63","1.07",
"1236","宏亞","8.59","8.09","1.31",
"1301","台塑","8.48","8.88","1.87",
"1303","南亞","7.57","7.62","1.86",
"1304","台聚","8.77","7.25","0.74",
"1305","華夏","-","0.00","0.80",
"1307","三芳","12.91","3.90","1.27",
"1308","亞聚","8.15","5.78","0.82",
"1309","台達化","-","0.00","0.59",
"1310","台苯","-","6.54","1.46",
"1311","福聚","10.00","8.72","1.19",
"1312","國喬","27.28","0.00","0.90",
"1313","聯成","13.75","7.27","0.79",
"1314","中石化","7.03","0.00","0.79",
"1315","達新","9.12","6.45","0.75",
"1316","上曜","-","0.00","0.27",
"1319","東陽","20.64","4.75","2.54",
"1321","大洋","8.73","8.30","0.84",
"1323","永裕","36.82","4.32","0.65",
"1324","地球","12.33","8.11","0.59",
"1325","恆大","-","0.00","0.93",
"1326","台化","5.98","10.66","1.83",
