"98年07月15日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","23.03","4.04","1.45",
"1102","亞泥","16.61","6.08","1.45",
"1103","嘉泥","-","0.00","0.71",
"1104","環泥","-","0.00","0.77",
"1108","幸福","-","0.00","0.68",
"1109","信大","39.63","2.10","0.67",
"1110","東泥","-","0.00","0.83",
"1201","味全","36.67","0.00","4.16",
"1203","味王","5.57","3.89","1.30",
"1210","大成","15.99","4.90","1.66",
"1213","大飲","53.65","0.00","0.80",
"1215","卜蜂","16.49","4.38","1.37",
"1216","統一","29.17","2.51","2.18",
"1217","愛之味","38.75","0.00","1.39",
"1218","泰山","-","0.00","1.11",
"1219","福壽","-","0.00","0.91",
"1220","台榮","-","0.00","0.72",
"1225","福懋油","-","0.00","1.06",
"1227","佳格","12.78","5.00","1.75",
"1229","聯華","137.27","3.97","0.83",
"1231","聯華食","15.54","5.43","0.86",
"1232","大統益","11.80","6.92","2.00",
"1233","天仁","19.97","4.25","2.35",
"1234","黑松","38.49","1.81","0.94",
"1235","興泰","-","0.88","2.68",
"1236","宏亞","11.01","5.90","1.16",
"1301","台塑","21.13","4.62","1.77",
"1303","南亞","-","2.57","1.44",
"1304","台聚","-","0.00","1.05",
"1305","華夏","-","0.00","0.99",
"1307","三芳","9.27","5.69","1.57",
"1308","亞聚","20.68","5.04","0.96",
"1309","台達化","-","0.00","0.79",
"1310","台苯","-","0.00","1.18",
"1312","國喬","-","0.00","1.04",
"1313","聯成","-","1.52","0.80",
"1314","中石化","-","0.00","0.94",
"1315","達新","12.54","4.77","0.89",
"1316","上曜","-","0.00","0.48",
"1319","東陽","21.97","1.86","1.57",
"1321","大洋","-","0.00","2.12",
"1323","永裕","14.04","5.48","0.77",
"1324","地球","19.37","0.82","0.98",
"1325","恆大","11.99","2.98","1.32",
"1326","台化","-","2.43","1.51",
"1402","遠東新","65.68","2.58","2.03",
"1409","新纖","-","0.00","0.84",
"1410","南染","-","0.00","1.09",
"1413","宏洲","-","0.00","0.41",
"1414","東和","-","0.00","0.75",
"1416","廣豐","-","0.00","0.75",
"1417","嘉裕","-","0.00","0.60",
"1418","東華","-","0.00","0.58",
"1419","新紡","661.67","0.00","2.74",
"1423","利華","-","0.00","0.41",
"1432","大魯閣","-","0.00","0.47",
"1434","福懋","13.20","6.73","0.85",
"1435","中福","-","0.00","0.65",
"1436","華友聯","-","0.00","0.77",
"1437","勤益控","-","0.00","1.05",
"1438","三地開發","-","0.00","2.75",
"1439","雋揚","60.00","0.00","1.07",
"1440","南紡","-","0.00","0.86",
"1441","大東","-","0.00","1.23",
"1442","名軒","8.54","7.89","1.20",
"1443","立益物流","-","0.00","0.37",
"1444","力麗","-","0.00","0.56",
"1445","大宇","20.00","3.33","0.48",
"1446","宏和","-","0.00","0.60",
"1447","力鵬","-","0.00","0.74",
"1449","佳和","-","0.00","0.47",
"1451","年興","100.00","4.17","0.64",
"1452","宏益","-","0.00","0.46",
"1453","大將","-","0.00","0.63",
"1454","台富","84.14","3.23","0.53",
"1455","集盛","-","5.68","0.51",
"1456","怡華","-","0.00","0.27",
"1457","宜進","-","0.00","0.39",
"1459","聯發","-","0.00","0.92",
"1460","宏遠","-","0.00","0.53",
"1463","強盛","-","0.00","0.57",
"1464","得力","-","0.00","0.45",
"1465","偉全","12.70","5.93","0.49",
"1466","聚隆","-","0.00","0.58",
"1467","南緯","-","0.00","0.62",
"1468","昶和","-","0.00","0.99",
"1469","理隆","-","0.00","0.74",
"1470","大統新創","8.75","0.00","0.68",
"1471","首利","-","0.00","1.32",
"1472","三洋實業","-","0.00","0.34",
"1473","台南","18.86","6.47","0.80",
"1474","弘裕","36.50","8.56","0.45",
"1475","業旺","-","0.00","0.55",
"1476","儒鴻","9.94","3.82","1.01",
"1477","聚陽","21.96","3.88","2.44",
"1503","士電","26.46","1.57","1.50",
"1504","東元","16.91","3.65","0.74",
"1506","正道","-","0.00","1.80",
"1507","永大","11.05","5.00","0.85",
"1512","瑞利","-","0.00","0.74",
"1513","中興電","18.13","5.33","1.07",
"1514","亞力","-","0.00","0.54",
"1515","力山","-","0.00","0.83",
"1516","川飛","12.50","0.00","1.88",
"1517","利奇","9.08","6.42","0.89",
"1519","華城","11.10","8.08","2.26",
