"95年10月19日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","17.50","4.57","1.33",
"1102","亞泥","9.60","7.58","1.25",
"1103","嘉泥","4.28","0.00","0.88",
"1104","環泥","10.81","8.70","0.63",
"1107","建台","2.17","0.00","1.00",
"1108","幸福","10.96","3.30","0.83",
"1109","信大","7.26","4.39","0.81",
"1110","東泥","15.33","3.33","0.53",
"1201","味全","19.03","0.00","1.79",
"1203","味王","-","0.00","0.74",
"1210","大成","11.11","1.88","1.22",
"1213","大飲","-","0.00","1.22",
"1215","卜蜂","17.12","0.00","0.66",
"1216","統一","33.03","1.22","2.26",
"1217","愛之味","25.18","0.00","0.64",
"1218","泰山","-","0.00","0.65",
"1219","福壽","17.33","2.62","0.46",
"1220","台榮","38.57","0.00","0.83",
"1225","福懋油","-","0.00","0.48",
"1227","佳格","26.36","6.21","1.04",
"1229","聯華","10.54","3.85","0.85",
"1231","聯華食","-","5.73","0.63",
"1232","大統益","9.13","8.94","1.32",
"1233","天仁","18.00","5.21","2.36",
"1234","黑松","50.77","1.89","0.77",
"1235","興泰","-","8.00","1.15",
"1236","宏亞","8.89","11.25","1.28",
"1301","台塑","9.79","9.36","1.63",
"1303","南亞","9.23","7.89","1.67",
"1304","台聚","10.27","8.22","0.66",
"1305","華夏","34.14","0.00","0.67",
"1307","三芳","12.18","5.26","1.37",
"1308","亞聚","9.58","6.32","0.75",
"1309","台達化","12.73","0.00","0.51",
"1310","台苯","74.74","0.00","1.35",
"1311","福聚","10.70","7.71","1.43",
"1312","國喬","6.64","0.00","0.86",
"1313","聯成","9.22","6.43","0.88",
"1314","中石化","9.80","0.00","0.73",
"1315","達新","14.03","5.75","0.82",
"1316","上曜","9.04","0.00","0.44",
"1319","東陽","10.97","5.77","1.48",
"1321","大洋","8.46","6.76","1.04",
"1323","永裕","30.74","4.22","0.66",
"1324","地球","22.44","8.36","0.61",
"1325","恆大","19.02","1.72","0.88",
"1326","台化","9.75","11.24","1.56",
"1402","遠東新","13.22","6.14","1.48",
"1409","新纖","9.64","0.00","0.52",
"1410","南染","-","0.00","0.56",
"1413","宏洲","-","0.00","0.31",
"1414","東和","-","0.00","0.62",
"1416","廣豐","-","0.00","0.65",
"1417","嘉裕","-","0.00","0.64",
"1418","東華","-","0.00","0.45",
"1419","新紡","38.91","2.01","1.67",
"1423","利華","20.21","0.00","0.43",
"1432","大魯閣","-","0.00","1.35",
"1434","福懋","10.20","6.84","0.73",
"1435","中福","48.18","0.00","0.65",
"1436","華友聯","101.33","0.00","0.78",
"1437","勤益控","51.14","0.00","1.19",
