"證券代號","證券名稱","收盤價","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","24.30","4.12","113","-","0.84","114/3",
"1102","亞泥","34.15","6.44","113","10.19","0.70","114/3",
"1103","嘉泥","13.35","4.12","113","31.05","0.48","114/3",
"1104","環泥","28.25","6.02","113","12.02","0.84","114/3",
"1108","幸福","14.90","5.03","113","6.37","1.06","114/3",
"1109","信大","15.25","5.90","113","13.99","0.64","114/3",
"1110","東泥","15.90","1.89","113","40.77","0.96","114/3",
"1201","味全","14.00","3.57","113","25.00","0.95","114/3",
"1203","味王","38.75","3.10","113","18.81","1.51","114/3",
"1210","大成","51.30","5.52","113","13.05","1.73","114/3",
"1213","大飲","9.35","3.74","113","1.06","0.80","114/3",
"1215","卜蜂","159.00","4.40","114","15.30","3.77","114/4",
"1216","統一","70.80","4.24","114","20.52","2.96","114/4",
"1217","愛之味","10.15","3.65","113","37.59","0.67","114/3",
"1218","泰山","17.90","7.54","113","13.66","0.69","114/3",
"1219","福壽","13.90","3.60","113","32.33","1.05","114/3",
"1220","台榮","13.25","5.28","113","53.00","1.00","114/3",
"1225","福懋油","34.25","2.01","113","24.46","2.20","114/3",
"1227","佳格","29.30","4.78","113","20.07","1.49","114/3",
"1229","聯華","43.60","4.13","113","17.03","1.37","114/3",
"1231","聯華食","81.70","3.18","113","22.63","3.61","114/3",
"1232","大統益","151.00","4.77","114","18.28","4.09","114/4",
"1233","天仁","31.25","3.04","113","39.06","2.12","114/3",
"1234","黑松","35.80","5.31","113","18.27","0.77","114/3",
"1235","興泰","38.70","6.46","113","-","0.52","114/3",
"1236","宏亞","27.65","5.97","114","-","0.95","114/4",
"1256","鮮活果汁-KY","161.00","2.92","113","16.65","1.59","114/3",
"1301","台塑","47.35","1.06","114","-","0.83","114/4",
"1303","南亞","74.10","0.94","113","-","1.79","114/3",
"1304","台聚","13.80","1.45","113","-","0.82","114/3",
"1305","華夏","14.05","0.71","114","-","1.04","114/3",
"1307","三芳","33.20","6.63","114","11.22","1.40","114/3",
"1308","亞聚","15.70","1.59","113","-","0.89","114/3",
"1309","台達化","15.30","1.31","113","-","1.07","114/3",
"1310","台苯","11.55","0.00","113","-","0.90","114/3",
"1312","國喬","13.95","0.00","113","-","0.54","114/3",
"1313","聯成","13.30","0.75","114","-","0.60","114/3",
"1314","中石化","9.81","0.00","113","-","0.49","114/3",
"1315","達新","62.70","7.97","113","38.23","0.64","114/3",
"1316","上曜","12.55","0.00","113","-","1.03","114/3",
"1319","東陽","87.60","5.71","114","13.42","1.94","114/3",
"1321","大洋","33.10","1.15","113","-","1.26","114/3",
"1323","永裕","18.35","4.90","114","70.58","0.65","114/4",
"1324","地球","10.45","1.91","113","-","0.88","114/3",
"1325","恆大","26.95","1.11","113","-","0.89","114/3",
"1326","台化","43.05","1.16","113","-","0.90","114/3",
"1337","再生-KY","6.21","0.00","113","-","0.46","114/3",
"1338","廣華-KY","15.60","5.00","113","-","0.23","114/3",
"1339","昭輝","40.90","6.11","114","19.76","0.77","114/3",
"1340","勝悅-KY","7.07","0.00","113","-","0.40","114/3",
"1341","富林-KY","58.20","8.93","113","14.51","2.61","114/3",
"1342","八貫","94.70","6.34","114","16.67","3.08","114/4",
"1402","遠東新","28.70","5.57","113","18.16","0.69","114/3",
"1409","新纖","15.00","4.00","113","12.61","0.61","114/3",
