"證券代號","證券名稱","收盤價","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","36.10","11.11","107","8.43","1.05","108/4",
"1102","亞泥","38.10","7.35","107","8.39","0.89","108/3",
"1103","嘉泥","13.25","7.55","107","6.56","0.39","108/3",
"1104","環泥","14.25","7.02","107","9.31","0.53","108/3",
"1108","幸福","5.63","0.00","107","-","0.53","108/3",
"1109","信大","14.10","5.67","107","4.93","0.74","108/3",
"1110","東泥","14.30","0.70","107","715.00","0.96","108/3",
"1201","味全","17.40","4.60","107","7.02","1.26","108/3",
"1203","味王","26.60","3.76","107","14.46","1.29","108/3",
"1210","大成","33.30","6.01","107","11.48","1.46","108/3",
"1213","大飲","5.31","0.00","106","-","0.53","108/3",
"1215","卜蜂","53.60","5.60","107","11.45","1.96","108/3",
"1216","統一","62.60","3.99","107","18.91","3.32","108/3",
"1217","愛之味","6.84","0.00","107","42.75","0.60","108/3",
"1218","泰山","18.45","4.34","107","16.47","1.38","108/3",
"1219","福壽","17.50","0.57","107","64.81","1.48","108/3",
"1220","台榮","9.35","4.92","107","16.70","0.74","108/3",
"1225","福懋油","30.50","3.77","107","20.47","2.12","108/3",
"1227","佳格","52.50","4.76","107","14.83","3.00","108/3",
"1229","聯華","30.70","6.84","107","11.81","1.31","108/3",
"1231","聯華食","35.30","6.52","107","11.77","1.69","108/4",
"1232","大統益","98.00","5.10","107","16.09","3.86","108/4",
"1233","天仁","31.20","6.09","107","18.03","1.75","108/4",
"1234","黑松","28.40","5.63","107","14.13","0.65","108/3",
"1235","興泰","22.75","5.49","107","379.17","0.65","108/3",
"1236","宏亞","9.98","4.01","107","66.53","0.64","108/4",
"1256","鮮活果汁-KY","163.50","4.40","107","10.63","2.82","108/3",
"1301","台塑","66.70","8.70","107","11.38","1.22","108/4",
"1303","南亞","48.65","10.28","107","16.72","1.12","108/4",
"1304","台聚","8.25","3.64","107","9.82","0.47","108/3",
"1305","華夏","12.30","15.45","107","10.08","0.79","108/4",
"1307","三芳","15.95","3.13","107","14.77","0.77","108/4",
"1308","亞聚","13.00","2.31","107","12.62","0.72","108/3",
"1309","台達化","6.86","5.83","107","16.33","0.54","108/3",
"1310","台苯","12.30","16.26","107","7.37","0.92","108/4",
"1312","國喬","11.20","0.00","107","5.16","0.43","108/3",
"1313","聯成","7.28","6.87","107","-","0.47","108/4",
"1314","中石化","6.65","15.04","107","13.04","0.28","108/3",
"1315","達新","44.15","2.72","107","12.03","1.04","108/3",
"1316","上曜","7.57","24.97","107","-","0.75","108/4",
"1319","東陽","26.90","6.32","107","8.10","0.74","108/3",
"1321","大洋","23.20","0.00","107","154.67","1.02","108/3",
"1323","永裕","28.30","6.36","107","8.82","1.26","108/4",
"1324","地球","7.58","3.96","107","-","0.59","108/3",
"1325","恆大","36.70","1.36","107","73.40","1.84","108/3",
"1326","台化","62.00","10.00","107","12.20","1.02","108/4",
"1337","再生-KY","3.37","0.00","107","-","0.13","108/4",
"1338","廣華-KY","32.50","10.77","107","7.22","0.43","108/3",
"1339","昭輝","31.25","6.40","107","6.38","0.67","108/3",
"1340","勝悅-KY","7.85","15.29","107","-","0.20","108/3",
"1341","富林-KY","55.00","5.45","107","9.67","2.22","108/4",
"1402","遠東新","20.50","8.78","107","11.39","0.54","108/3",
"1409","新纖","9.24","9.20","107","7.39","0.51","108/3",
"1410","南染","27.40","4.74","107","21.92","1.60","108/3",
"1413","宏洲","6.28","0.00","107","12.08","0.69","108/4",
"1414","東和","5.05","3.96","107","29.71","0.36","108/4",
"1416","廣豐","9.86","12.17","107","11.33","0.46","108/3",
"1417","嘉裕","7.42","0.00","107","4.44","0.45","108/4",
"1418","東華","0.00","0.00","107","-","0.44","108/3",
"1419","新紡","37.90","2.24","107","30.81","1.32","108/3",
"1423","利華","9.34","0.00","107","-","0.55","108/3",
"1432","大魯閣","4.20","0.00","107","-","0.49","108/3",
"1434","福懋","28.40","7.39","107","13.99","0.75","108/3",
"1435","中福","6.98","0.00","107","349.00","0.98","108/3",
"1436","華友聯","33.55","11.92","107","13.69","1.19","108/4",
"1437","勤益控","17.80","2.81","107","4.11","0.56","108/4",
"1438","三地開發","10.10","0.00","107","-","2.01","108/3",
"1439","雋揚","26.10","0.00","107","2.69","0.87","108/3",
