"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","6.44","108","11.34","1.37","109/1",
"1102","亞泥","7.28","108","9.07","0.97","109/1",
"1103","嘉泥","6.06","108","11.07","0.50","109/1",
"1104","環泥","5.83","108","10.92","0.64","109/1",
"1108","幸福","1.51","108","23.64","0.93","109/1",
"1109","信大","6.41","108","6.33","0.85","109/1",
"1110","東泥","0.61","108","-","1.12","109/1",
"1201","味全","6.62","108","39.41","1.62","109/1",
"1203","味王","3.29","108","15.81","1.43","109/1",
"1210","大成","4.68","108","15.56","2.20","109/1",
"1213","大飲","0.00","108","-","1.06","109/1",
"1215","卜蜂","5.53","108","12.64","2.49","109/2",
"1216","統一","3.62","108","21.56","3.51","109/1",
"1217","愛之味","0.00","108","60.58","0.65","109/1",
"1218","泰山","4.02","108","18.06","1.62","109/1",
"1219","福壽","2.05","108","14.38","1.50","109/1",
"1220","台榮","5.36","108","14.93","0.86","109/1",
"1225","福懋油","3.68","108","22.81","2.36","109/1",
"1227","佳格","4.27","108","17.42","3.28","109/1",
"1229","聯華","6.78","108","26.82","1.96","109/1",
"1231","聯華食","5.04","108","14.22","1.95","109/1",
"1232","大統益","4.18","108","19.43","5.06","109/2",
"1233","天仁","4.35","108","27.88","2.11","109/1",
"1234","黑松","5.35","108","16.14","0.71","109/1",
"1235","興泰","4.23","108","37.14","1.07","109/1",
"1236","宏亞","2.21","108","71.58","0.94","109/1",
"1256","鮮活果汁-KY","3.07","108","14.57","3.39","109/1",
"1301","台塑","5.43","108","17.94","1.66","109/1",
"1303","南亞","3.48","108","32.75","1.62","109/2",
"1304","台聚","4.10","108","10.52","0.71","109/1",
"1305","華夏","5.52","108","12.40","1.11","109/1",
"1307","三芳","3.62","108","20.28","1.09","109/1",
"1308","亞聚","6.38","108","11.50","0.98","109/1",
"1309","台達化","3.31","108","17.40","1.39","109/1",
"1310","台苯","6.58","108","108.57","1.28","109/2",
"1312","國喬","0.00","108","9.20","0.59","109/1",
"1313","聯成","1.85","108","77.14","0.69","109/2",
"1314","中石化","3.49","108","19.55","0.40","109/1",
"1315","達新","6.62","108","15.01","1.36","109/1",
"1316","上曜","0.00","108","-","1.34","109/1",
"1319","東陽","4.79","108","11.96","1.01","109/1",
"1321","大洋","0.00","108","19.49","1.35","109/1",
"1323","永裕","4.83","108","9.97","1.54","109/1",
"1324","地球","2.88","108","52.00","0.80","109/1",
"1325","恆大","0.15","108","113.79","9.15","109/1",
"1326","台化","5.37","108","34.66","1.40","109/2",
"1337","再生-KY","0.00","108","-","0.22","109/2",
"1338","廣華-KY","6.23","108","16.38","0.76","109/1",
"1339","昭輝","4.59","108","9.56","0.92","109/1",
"1340","勝悅-KY","0.00","108","-","0.29","109/1",
"1341","富林-KY","8.36","108","9.58","2.31","109/1",
"1402","遠東新","5.67","108","13.85","0.69","109/1",
"1409","新纖","4.76","108","11.91","0.67","109/1",
"1410","南染","3.00","108","31.46","2.02","109/1",
"1413","宏洲","0.00","108","-","0.94","109/1",
"1414","東和","2.89","108","57.67","0.50","109/1",
"1416","廣豐","0.00","108","-","0.67","109/1",
"1417","嘉裕","5.35","108","5.87","0.62","109/1",
"1418","東華","0.00","108","-","0.74","109/1",
"1419","新紡","2.17","108","33.82","1.76","109/1",
"1423","利華","0.84","108","-","0.85","109/1",
"1432","大魯閣","0.00","108","-","0.87","109/1",
"1434","福懋","8.12","108","10.13","0.91","109/1",
"1435","中福","0.00","108","-","1.23","109/1",
"1436","華友聯","6.83","108","16.56","1.26","109/1",
"1437","勤益控","4.82","108","17.27","0.74","109/2",
"1438","三地開發","0.00","108","36.29","2.32","109/1",
"1439","雋揚","13.05","108","3.67","1.26","109/1",
"1440","南紡","1.76","108","113.50","0.78","109/1",
"1441","大東","0.00","108","-","0.73","109/1",
"1442","名軒","5.74","108","55.65","1.04","109/1",
"1443","立益物流","0.00","108","-","1.08","109/1",
"1444","力麗","0.00","108","-","1.16","109/1",
"1445","大宇","2.30","108","-","0.69","109/1",
"1446","宏和","1.05","108","285.00","2.52","109/1",
"1447","力鵬","0.00","108","-","0.64","109/1",
"1449","佳和","0.00","108","-","3.45","109/1",
"1451","年興","0.00","108","-","0.51","109/1",
"1452","宏益","7.77","108","28.09","0.88","109/2",
"1453","大將","2.48","108","-","0.66","109/1",
"1454","台富","3.19","108","38.76","0.67","109/1",
"1455","集盛","0.00","108","-","0.63","109/1",
"1456","怡華","0.00","108","40.50","0.75","109/1",
"1457","宜進","7.69","108","-","0.71","109/1",
"1459","聯發","0.00","108","-","0.95","109/1",
"1460","宏遠","0.00","108","-","1.07","109/1",
"1463","強盛","5.29","108","17.73","0.83","109/1",
"1464","得力","8.38","108","13.16","1.25","109/1",
"1465","偉全","9.93","108","-","0.82","109/1",
"1466","聚隆","0.00","108","-","1.38","109/1",
"1467","南緯","0.00","108","-","2.84","109/1",
"1468","昶和","0.00","108","32.69","1.74","109/1",
"1470","大統新創","4.49","108","21.45","1.64","109/1",
"1471","首利","0.00","108","-","1.03","109/1",
"1472","三洋實業","0.00","108","170.71","1.53","109/1",
"1473","台南","2.71","108","-","0.70","109/1",
"1474","弘裕","0.00","108","35.50","0.98","109/1",
"1475","業旺","0.00","108","-","17.03","109/1",
"1476","儒鴻","2.95","108","27.41","6.22","109/2",
"1477","聚陽","2.81","108","21.24","4.48","109/2",
"1503","士電","3.44","108","14.55","1.00","109/1",
"1504","東元","3.47","108","18.18","1.03","109/1",
"1506","正道","0.00","108","-","2.22","109/1",
"1507","永大","4.06","108","17.83","2.07","109/2",
"1512","瑞利","0.00","108","-","3.55","109/1",
"1513","中興電","3.86","108","21.30","1.67","109/1",
"1514","亞力","4.65","108","16.75","1.69","109/1",
"1515","力山","3.45","108","27.50","5.12","109/2",
"1516","川飛","2.76","108","21.77","1.21","109/1",
"1517","利奇","1.93","108","-","0.76","109/1",
"1519","華城","2.85","108","34.08","2.94","109/1",
"1521","大億","7.05","108","20.47","2.59","109/2",
"1522","堤維西","6.15","108","12.93","1.07","109/1",
"1524","耿鼎","4.32","108","11.72","0.72","109/1",
"1525","江申","4.16","108","17.62","0.87","109/1",
"1526","日馳","1.81","108","19.22","2.52","109/2",
"1527","鑽全","3.04","108","11.93","1.37","109/1",
"1528","恩德","1.30","108","-","0.71","109/2",
"1529","樂事綠能","3.17","108","34.24","1.42","109/1",
"1530","亞崴","4.91","108","7.52","0.93","109/1",
"1531","高林股","1.87","108","-","0.55","109/1",
"1532","勤美","3.29","108","38.36","0.92","109/1",
"1533","車王電","1.66","108","17.36","1.19","109/1",
"1535","中宇","3.79","108","26.38","1.36","109/2",
"1536","和大","2.09","108","40.64","3.67","109/1",
"1537","廣隆","6.67","108","13.65","3.40","109/2",
"1538","正峰","0.00","108","-","0.98","109/1",
"1539","巨庭","4.11","108","23.15","0.95","109/1",
"1540","喬福","6.83","108","14.80","0.86","109/1",
"1541","錩泰","0.00","108","12.54","2.97","109/1",
"1558","伸興","6.57","108","11.38","1.67","109/1",
"1560","中砂","4.42","108","15.89","2.15","109/2",
"1568","倉佑","3.33","108","-","1.05","109/1",
"1582","信錦","5.29","108","10.20","2.00","109/2",
"1583","程泰","4.97","108","13.51","1.41","109/1",
"1587","吉茂","2.51","108","199.00","1.13","109/1",
"1589","永冠-KY","0.52","108","64.50","1.36","109/1",
"1590","亞德客-KY","0.74","108","49.73","6.62","109/1",
"1592","英瑞-KY","0.00","108","-","0.57","109/1",
"1598","岱宇","1.30","108","69.11","3.89","109/1",
"1603","華電","1.74","108","19.26","0.91","109/1",
"1604","聲寶","6.59","108","11.15","1.31","109/1",
"1605","華新","3.20","108","13.07","0.71","109/2",
"1608","華榮","7.45","108","-","0.65","109/1",
