,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3523,2021,2.96,15.70,6.18,30.00,12.00,9.82,-25.20,-9.12,7.03,2021,0.00,0.00,-1.95,0.00
1,3523,2020,2.56,165.80,10.00,30.00,12.45,12.80,-18.40,-7.60,5.19,2020,0.00,0.00,-0.95,0.00
2,3523,2019,0.96,108.40,8.20,26.00,11.50,12.40,-29.80,-12.00,5.19,2019,0.00,0.00,-1.72,0.00
3,3523,2018,0.46,-77.30,6.80,30.00,14.90,9.70,-44.20,-16.70,5.97,2018,0.00,0.00,-3.47,0.00
4,3523,2017,2.03,-59.00,9.61,51.00,9.95,11.10,37.00,8.74,4.43,2017,0.00,0.00,1.40,0.00
5,3523,2016,4.95,-45.40,9.61,21.00,13.60,21.00,-88.10,-21.50,3.15,2016,0.00,0.00,-4.93,0.00
6,3523,2015,9.05,-38.80,9.61,21.00,26.25,21.90,-39.70,-13.70,8.05,2015,0.00,0.00,-4.03,0.00
7,3523,2014,14.79,-5.37,9.79,21.00,21.30,26.00,-42.50,-17.90,12.24,2014,0.00,0.00,-6.61,0.00
8,3523,2013,15.63,-22.30,9.79,23.00,23.40,21.20,-18.60,-8.66,18.87,2013,0.00,0.00,-3.83,0.00
9,3523,2012,17.37,-21.10,9.79,30.00,23.30,26.90,-15.70,-7.75,22.09,2012,0.00,0.00,-3.84,0.00
10,3523,2011,22.01,-2.06,9.79,34.00,22.90,31.90,-2.64,-1.32,26.30,2011,0.00,0.00,-0.70,0.00
11,3523,2010,22.47,14.00,10.10,30.00,42.80,56.10,-7.16,-3.30,26.64,2010,0.00,0.00,-1.93,0.00
12,3523,2009,19.71,-24.40,10.10,32.00,85.10,43.90,-5.71,-2.60,27.96,2009,0.00,0.00,-1.48,0.00
13,3523,2008,26.08,-23.50,9.03,38.00,23.90,69.90,3.24,1.95,32.63,2008,1.97,4.49,1.56,126.00
14,3523,2007,34.08,38.40,9.03,74.00,111.50,125.00,27.30,19.80,39.46,2007,6.00,8.58,9.81,61.20
15,3523,2006,24.63,-1,6.10,77.00,-1,-1,45.70,28.30,33.14,2006,12.00,9.61,15.35,78.20
