,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,8044,2021,486.10,10.80,12.70,47.00,128.00,109.00,1.06,0.30,49.57,2021,0.50,0.54,0.84,59.50
1,8044,2020,438.70,12.80,11.80,43.00,90.00,102.00,5.63,1.39,28.41,2020,1.31,1.20,2.16,60.80
2,8044,2019,388.80,12.40,11.70,43.00,94.70,129.00,3.94,1.07,25.97,2019,0.70,0.69,1.39,50.40
3,8044,2018,345.90,17.60,11.70,34.00,126.50,145.00,-41.20,-15.50,25.04,2018,0.00,0.00,-8.49,0.00
4,8044,2017,294.20,14.30,11.70,38.00,137.00,208.00,-7.03,-3.54,40.26,2017,0.00,0.00,0.31,0.00
5,8044,2016,257.40,12.50,11.00,55.00,283.00,336.00,14.10,8.05,47.50,2016,5.58,2.68,6.94,80.40
6,8044,2015,228.90,15.10,9.99,60.00,329.00,396.00,20.30,10.40,50.10,2015,6.29,1.87,8.24,76.30
7,8044,2014,198.90,22.00,8.68,60.00,342.50,273.00,31.70,13.00,24.41,2014,5.22,1.32,7.82,66.70
8,8044,2013,163.10,8.98,8.22,57.00,239.00,160.00,27.40,11.40,21.15,2013,4.17,1.53,6.16,67.70
9,8044,2012,134.20,8.88,8.22,55.00,134.50,164.00,24.20,10.20,18.01,2012,2.99,1.87,4.80,62.30
10,8044,2011,123.30,20.20,6.94,60.00,186.50,188.00,30.30,11.90,18.98,2011,5.20,3.18,5.94,87.60
11,8044,2010,102.60,23.50,5.83,57.00,177.00,118.00,35.70,13.10,16.79,2010,5.40,2.87,6.13,88.10
12,8044,2009,83.06,11.70,5.60,49.00,79.30,45.70,12.50,4.13,12.52,2009,2.04,1.73,2.27,89.80
13,8044,2008,74.38,9.75,5.60,47.00,19.50,24.40,11.40,3.61,10.64,2008,0.53,1.15,1.90,27.70
14,8044,2007,67.78,11.20,5.60,32.00,26.20,33.20,-28.80,-10.80,8.70,2007,0.00,0.00,-2.46,0.00
15,8044,2006,60.93,33.00,5.60,38.00,37.80,40.40,-26.40,-11.10,11.17,2006,0.00,0.00,-3.59,0.00
16,8044,2005,45.83,84.80,5.55,47.00,53.80,42.90,4.63,2.10,15.24,2005,0.37,0.93,0.71,52.80
17,8044,2004,24.80,86.20,5.42,-1,-1,-1,-1,-1,15.81,2004,1.04,2.43,1.49,70.00
18,8044,2003,13.32,134.70,5.00,-1,-1,-1,-1,-1,14.81,2003,0.99,-1,1.39,71.20
