,股票代號,股票名稱,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,6112,聚碩               ,2021,119.50,-16.30,18.80,36.00,39.75,41.10,13.20,7.04,22.78,2021,2.50,6.55,3.07,81.40
1,6112,聚碩               ,2020,142.80,16.00,18.80,40.00,43.85,38.70,12.20,6.86,22.68,2020,2.50,6.08,2.91,85.90
2,6112,聚碩               ,2019,123.10,10.00,18.80,38.00,34.35,34.10,11.60,5.75,22.76,2019,3.00,7.74,2.58,116.00
3,6112,聚碩               ,2018,111.90,7.33,11.10,34.00,30.25,32.20,14.60,5.61,20.32,2018,2.50,7.32,2.86,87.40
4,6112,聚碩               ,2017,104.20,14.30,10.10,34.00,29.40,29.40,14.00,5.35,20.42,2017,2.50,7.77,2.80,89.30
5,6112,聚碩               ,2016,91.18,7.13,9.63,30.00,26.75,26.80,12.50,4.88,20.15,2016,2.00,6.80,2.48,80.60
6,6112,聚碩               ,2015,85.11,1.13,9.17,34.00,26.50,30.20,12.20,4.64,20.06,2015,2.00,7.47,2.45,81.60
7,6112,聚碩               ,2014,84.15,12.00,9.17,34.00,36.35,35.30,12.80,4.75,19.59,2014,2.00,6.63,2.50,80.00
8,6112,聚碩               ,2013,75.16,10.80,8.34,28.00,31.00,30.80,11.90,4.84,20.80,2013,3.00,8.51,2.52,119.00
9,6112,聚碩               ,2012,58.26,13.40,7.94,32.00,27.95,27.30,11.70,5.33,21.78,2012,3.00,9.74,2.57,117.00
10,6112,聚碩               ,2011,51.37,23.70,7.22,30.00,21.70,23.70,10.00,5.05,23.02,2011,3.00,11.00,2.38,126.00
11,6112,聚碩               ,2010,41.54,29.40,6.74,30.00,21.95,24.00,6.77,3.83,24.15,2010,2.50,10.50,1.81,138.00
12,6112,聚碩               ,2009,32.09,-14.90,6.26,34.00,29.90,15.60,4.49,2.88,25.36,2009,2.00,8.34,1.22,164.00
13,6112,聚碩               ,2008,37.70,7.62,6.95,38.00,10.20,17.40,4.95,3.12,23.76,2008,1.20,7.70,1.37,87.60
14,6112,聚碩               ,2007,35.03,49.00,6.32,32.00,18.00,22.00,8.19,5.25,25.61,2007,2.00,11.50,2.10,95.20
15,6112,聚碩               ,2006,23.52,8.71,6.32,36.00,16.20,12.40,4.48,3.12,25.03,2006,0.90,4.08,1.10,81.80
16,6112,聚碩               ,2005,21.64,5.91,6.46,34.00,10.00,9.70,0.35,0.24,23.90,2005,0.10,0.80,0.10,100.00
17,6112,聚碩               ,2004,20.43,-7.99,6.80,32.00,8.80,11.30,2.22,1.36,23.11,2004,0.25,2.58,0.51,49.00
18,6112,聚碩               ,2003,22.20,-0.85,6.80,26.00,13.50,14.70,1.51,0.85,22.67,2003,0.25,2.21,0.34,73.50
19,6112,聚碩               ,2002,22.39,-3.26,6.42,-1,15.40,37.40,-1,-1,24.46,2002,1.00,6.81,1.04,96.20
20,6112,聚碩               ,2001,23.15,28.00,4.76,-1,68.50,53.30,-1,-1,24.66,2001,2.25,6.01,4.02,56.00
21,6112,聚碩               ,2000,18.08,241.70,3.30,-1,-1,-1,-1,-1,30.47,2000,4.60,8.63,5.45,84.40
22,6112,聚碩               ,1999,5.29,-1,1.90,-1,-1,-1,-1,-1,14.97,1999,3.25,-1,5.11,63.60
