,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,4726,2021,7.70,15.80,15.30,30.00,37.90,38.40,-5.76,-3.67,12.43,2021,0.00,0.00,-0.61,0.00
1,4726,2020,6.65,70.20,12.80,51.00,32.20,34.20,2.68,1.96,9.44,2020,0.00,0.00,0.24,0.00
2,4726,2019,3.91,84.90,12.80,45.00,23.30,23.60,-21.70,-17.30,8.61,2019,0.00,0.00,-1.74,0.00
3,4726,2018,2.11,-33.60,11.00,43.00,25.80,24.20,-26.80,-22.60,8.25,2018,0.00,0.00,-2.50,0.00
4,4726,2017,3.19,58.80,11.20,49.00,26.35,32.00,-15.30,-13.90,10.40,2017,0.00,0.00,-1.71,0.00
5,4726,2016,2.01,48.80,11.20,51.00,34.00,42.90,-11.40,-10.90,11.98,2016,0.00,0.00,-1.45,0.00
6,4726,2015,1.35,19.30,11.20,51.00,48.20,41.50,-7.17,-6.88,13.28,2015,0.00,0.00,-1.01,0.00
7,4726,2014,1.13,76.80,11.10,51.00,56.10,58.60,-5.21,-4.98,14.75,2014,0.00,0.00,-0.79,0.00
8,4726,2013,0.64,79.20,11.00,50.00,70.60,72.30,-9.40,-8.84,15.47,2013,0.00,0.00,-0.94,0.00
9,4726,2012,0.36,69.30,5.75,49.00,-1,-1,-55.90,-47.30,3.09,2012,0.00,0.00,-1.75,0.00
10,4726,2011,0.21,-4.76,5.75,-1,-1,-1,-1,-1,4.16,2011,0.00,-1,-1.48,0.00
11,4726,2010,0.22,184.30,5.00,-1,-1,-1,-1,-1,3.50,2010,0.00,-1,-1.77,0.00
12,4726,2009,0.10,-17.60,5.00,-1,-1,-1,-1,-1,5.22,2009,0.00,-1,-1.89,0.00
13,4726,2008,0.12,-48.30,5.00,-1,-1,-1,-1,-1,7.11,2008,0.00,-1,-2.11,0.00
14,4726,2007,0.24,2582.20,5.00,-1,-1,-1,-1,-1,9.22,2007,0.00,-1,-1.81,0.00
15,4726,2006,0.01,-56.20,3.30,-1,-1,-1,-1,-1,7.00,2006,0.00,-1,-2.38,0.00
