,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,4966,2021,199.90,30.90,8.09,77.00,2115.00,1564.00,38.60,29.20,180.67,2021,32.48,1.90,66.29,49.00
1,4966,2020,152.80,29.40,8.08,82.00,1110.00,928.00,29.30,23.10,157.32,2020,21.74,1.39,44.86,48.50
2,4966,2019,118.10,13.90,7.99,84.00,615.00,537.00,23.20,18.90,141.33,-1,-1,-1,-1,-1
3,4966,2018,103.70,0.19,7.90,77.00,430.00,490.00,21.80,17.40,123.82,2018,12.31,2.29,25.67,48.00
4,4966,2017,103.50,13.70,7.84,73.00,589.00,423.00,24.30,18.90,106.90,2017,12.22,2.49,25.49,47.90
5,4966,2016,91.00,26.40,7.73,68.00,318.00,311.00,19.40,15.00,97.04,2016,8.88,2.10,18.04,49.20
6,4966,2015,71.97,15.60,7.61,70.00,220.50,283.00,19.30,15.50,85.16,2015,4.94,1.59,15.30,32.30
7,4966,2014,62.23,47.80,7.55,80.00,295.00,304.00,26.00,21.30,71.85,2014,4.98,1.76,16.48,30.20
8,4966,2013,42.11,-12.00,7.47,68.00,233.00,240.00,18.60,15.20,53.45,2013,2.80,0.92,9.25,30.20
9,4966,2012,47.83,104.20,5.17,89.00,219.50,349.00,46.40,37.80,63.61,2012,7.40,3.08,17.85,41.50
10,4966,2011,-1,-1,5.12,75.00,391.00,299.00,30.80,23.90,43.84,2011,3.47,1.00,-1,-1
