,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,6020,2021,12.65,180.80,25.20,80.00,23.55,21.40,18.90,11.60,19.49,2021,2.38,11.00,3.40,69.90
1,6020,2020,4.50,97.00,25.20,66.00,16.20,13.30,6.37,3.99,16.53,2020,0.72,3.37,1.03,70.10
2,6020,2019,2.29,105.90,25.20,73.00,13.00,12.90,2.95,2.15,15.83,2019,0.32,2.45,0.46,70.60
3,6020,2018,1.11,-70.70,25.20,57.00,12.90,13.90,0.05,0.04,15.25,2018,0.03,0.21,0.01,266.00
4,6020,2017,3.79,210.10,25.20,77.00,14.70,13.50,6.34,5.26,15.41,2017,0.66,4.78,0.95,69.80
5,6020,2016,1.22,6.84,25.20,59.00,12.10,12.30,0.58,0.48,14.54,2016,0.08,0.59,0.08,98.80
6,6020,2015,1.14,-60.80,25.20,48.00,13.60,15.30,-0.07,-0.06,14.45,2015,0.00,0.00,-0.01,0.00
7,6020,2014,2.92,-34.40,25.20,70.00,18.60,20.10,3.81,3.02,14.86,2014,0.42,2.75,0.56,75.30
8,6020,2013,4.45,275.50,23.30,73.00,20.20,15.90,9.01,7.08,15.59,2013,0.96,4.79,1.35,71.50
9,6020,2012,1.74,119.20,23.30,59.00,13.20,13.60,3.02,2.26,14.25,2012,0.03,0.17,0.42,6.48
10,6020,2011,0.79,-91.70,23.30,31.00,12.50,16.00,-5.72,-4.00,13.82,2011,0.00,0.00,-0.82,0.00
11,6020,2010,9.61,13.60,23.30,67.00,19.00,16.80,6.58,4.39,14.68,2010,0.64,3.99,0.95,67.20
12,6020,2009,8.46,358.20,23.30,67.00,19.30,14.80,5.54,3.34,14.30,2009,0.54,3.22,0.77,70.00
13,6020,2008,-3.28,-219.20,23.30,31.00,10.80,16.60,-8.17,-4.57,13.52,2008,0.00,0.00,-1.20,0.00
14,6020,2007,2.75,-10.00,23.30,67.00,18.30,20.90,11.20,5.07,15.94,2007,1.21,7.31,1.74,69.80
15,6020,2006,3.05,-33.70,23.30,57.00,17.10,15.10,6.18,2.74,14.79,2006,0.64,3.08,0.92,70.10
16,6020,2005,4.61,-30.90,23.30,64.00,14.90,16.40,5.60,3.01,14.50,2005,0.58,3.85,0.83,69.90
17,6020,2004,6.67,49.70,22.20,-1,18.60,20.50,-1,-1,14.89,2004,1.03,6.27,1.45,71.00
18,6020,2003,4.46,-25.90,21.30,-1,14.50,13.80,-1,-1,13.97,2003,0.40,1.95,0.55,72.70
19,6020,2002,6.01,-19.70,20.50,-1,-1,-1,-1,-1,13.97,2002,0.41,2.97,0.59,69.50
20,6020,2001,7.49,-37.30,20.50,-1,-1,-1,-1,-1,13.77,2001,0.38,-1,0.54,70.40
21,6020,2000,11.95,-1,20.50,-1,-1,-1,-1,-1,14.02,2000,0.80,-1,1.15,69.60
