,股票代號,年度,累計營收_億,累計營收年增_百分比,股本_億,財報評分,年度股價_收盤,年度股價_平均,roe,roa,bps,股利所屬期間,股利合計,年均殖利率_合計,eps,盈餘分配率_合計
0,3324,2021,142.50,16.70,8.84,47.00,202.00,187.00,24.20,10.50,55.09,2021,6.00,2.96,13.12,45.70
1,3324,2020,122.10,19.10,8.81,49.00,214.00,194.00,27.70,12.80,52.56,2020,5.60,2.99,12.88,43.50
2,3324,2019,102.50,34.00,8.51,51.00,220.00,163.00,33.20,14.60,41.33,2019,5.04,2.60,11.71,43.10
3,3324,2018,76.47,10.00,8.30,36.00,97.90,71.30,10.30,4.23,28.48,2018,1.52,0.93,2.90,52.60
4,3324,2017,69.51,6.82,8.07,40.00,73.00,84.30,13.10,5.99,27.69,2017,2.03,2.84,3.66,55.40
5,3324,2016,65.07,38.80,7.85,53.00,99.10,80.80,33.50,15.10,28.91,2016,3.55,4.21,8.36,42.50
6,3324,2015,46.88,10.70,7.11,38.00,38.90,21.90,13.60,5.30,19.76,2015,0.92,1.13,2.42,37.90
7,3324,2014,42.35,-2.90,7.11,34.00,18.80,22.10,1.11,0.41,17.50,2014,0.20,0.91,0.22,90.90
8,3324,2013,43.61,-6.17,7.07,36.00,22.05,23.50,2.85,1.12,17.29,2013,0.40,1.80,0.60,66.20
9,3324,2012,41.84,8.61,6.32,32.00,29.75,36.50,12.40,4.82,17.53,2012,1.00,4.25,2.11,47.50
10,3324,2011,38.52,36.30,6.04,43.00,27.15,27.60,20.60,7.76,16.17,2011,0.99,2.70,3.01,32.80
11,3324,2010,28.26,41.50,5.56,32.00,29.10,22.50,9.50,3.39,11.53,2010,0.00,0.00,1.05,0.00
12,3324,2009,19.97,-18.30,4.86,21.00,23.35,9.72,-10.50,-3.22,10.10,2009,0.00,0.00,-1.13,0.00
13,3324,2008,24.44,24.30,4.93,23.00,5.48,11.70,-25.30,-6.05,11.48,2008,0.00,0.00,-2.99,0.00
14,3324,2007,19.66,3.41,4.37,28.00,17.25,29.50,-24.80,-6.64,13.77,2007,0.00,0.00,-3.82,0.00
15,3324,2006,19.01,-21.10,4.37,21.00,31.35,34.50,-7.45,-3.04,17.02,2006,0.00,0.00,-1.41,0.00
16,3324,2005,24.10,-0.33,3.89,49.00,64.70,72.10,27.60,10.70,22.14,2005,2.50,7.24,5.12,48.80
17,3324,2004,24.18,38.90,2.73,52.00,-1,-1,56.10,16.50,19.43,2004,5.00,6.93,8.56,58.40
18,3324,2003,17.40,132.80,1.10,55.00,-1,-1,85.70,22.60,27.42,2003,13.00,-1,16.80,77.40
